stream_key,segment_index,start_seconds,end_seconds,base_text,small_overlap_text,match_rank,match_score,sequence_ratio,shorter_coverage,best_query_source,scenario_id,source_file,inner_file,speaker,scenario_japanese,scenario_korean,scenario_status
0x58,13,84.240,86.240,忘れないユウキ!,忘れるなぁ! 勇気! 俺たちの夢は 海だって超える!,7,0.4000,0.4000,0.4286,base,SCN_00216100_00740000_0040,DATA/00216100.MDZ,DATA/00216100.MDT,ミランダ,"………<CTRL:09>
なれるといいわね…
ユウキ…、がんばりなさい！","………<CTRL:09>
그렇게 될 수 있으면 좋겠네…
유키… 힘내!",REVIEW_1
0x58,13,84.240,86.240,忘れないユウキ!,忘れるなぁ! 勇気! 俺たちの夢は 海だって超える!,8,0.3922,0.3922,0.3000,small,SCN_00216100_00740000_0022,DATA/00216100.MDZ,DATA/00216100.MDT,ユウキ,"それはどうかな！
シュミットのエンジンは
シバのパワーだって
超えるよ？","그건 두고 봐야지!
슈미트의 엔진은
시바의 힘도
뛰어넘을걸?",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,1,0.7400,0.4000,1.0000,base,SCN_10630201_00740000_0019,DATA/10630201.MDZ,DATA/10630201.MDT,ユウキ,"よしっ！
それじゃあ…！","좋아!
그럼…!",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,2,0.7400,0.2222,1.0000,base,SCN_10214103_00740000_0079,DATA/10214103.MDZ,DATA/10214103.MDT,ユウキ,"よしっ！、ウル
これをゆっくり飲むんだ！","좋아! 울
이걸 천천히 마셔!",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,3,0.7400,0.2222,1.0000,base,SCN_10214104_00740000_0079,DATA/10214104.MDZ,DATA/10214104.MDT,ユウキ,"よしっ！、ウル
これをゆっくり飲むんだ！","좋아! 울
이걸 천천히 마셔!",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,4,0.7400,0.2222,1.0000,base,SCN_00214100_00740000_0079,DATA/00214100.MDZ,DATA/00214100.MDT,ユウキ,"よしっ！、ウル
これをゆっくり飲むんだ！","좋아! 울
이걸 천천히 마셔!",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,5,0.7400,0.4000,1.0000,base,SCN_00630200_00740000_0019,DATA/00630200.MDZ,DATA/00630200.MDT,ユウキ,"よしっ！
それじゃあ…！","좋아!
그럼…!",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,6,0.7400,0.1905,1.0000,base,SCN_00030100_00740000_0044,DATA/00030100.MDZ,DATA/00030100.MDT,ユウキ,"よし！、<CTRL:13 FF 1E>あとはこいつを
ロッツに渡せば……<CTRL:13 FF 23>
飛べる！<CTRL:13 FF 32>","좋아!<CTRL:13 FF 1E> 이제 이걸
롯츠에게 건네면……<CTRL:13 FF 23>
날 수 있어!<CTRL:13 FF 32>",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,7,0.7400,0.2105,1.0000,base,SCN_00690000_00740000_0006,DATA/00690000.MDZ,DATA/00690000.MDT,ユウキ,"目標は、ゾーンシェルの核か…
よし、急ごう！","목표는 존 셸의 핵인가…
좋아, 서두르자!",REVIEW_1
0x58,15,92.240,95.240,よし!,よし!,8,0.7400,0.1212,1.0000,base,SCN_00360000_00740000_0024,DATA/00360000.MDZ,DATA/00360000.MDT,アルフィナ,"よしっ…、さわってみよ…
ほーら、どうどう…<CTRL:09 0E 00 06 00>
って、いってぇ〜！<CTRL:09 0E 00 07 00>
こいつ、かみやがった！","좋아… 만져 보자…
자, 자, 괜찮아…<CTRL:09 0E 00 06 00>
앗, 아파라!<CTRL:09 0E 00 07 00>
이 녀석, 물었어!",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,1,0.5220,0.1739,0.6667,small,SCN_00242300_00740000_0070,DATA/00242300.MDZ,DATA/00242300.MDT,ユウキ,"…やったぁ！、なんだ
結局、うまくいったんだな！
そうだよな神人だからとか
関係ないよな、そんなの！","…해냈다! 뭐야
결국 잘된 거잖아!
그렇지, 신인인지 아닌지는
상관없는 거야!",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,2,0.4762,0.4762,0.4286,base,SCN_10214104_00740000_0095,DATA/10214104.MDZ,DATA/10214104.MDT,ユウキ,"いや…
そういうことじゃないだろ…","아니…
그런 뜻은 아니잖아…",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,3,0.4762,0.4762,0.4286,base,SCN_10214101_00740000_0095,DATA/10214101.MDZ,DATA/10214101.MDT,ユウキ,"いや…
そういうことじゃないだろ…","아니…
그런 뜻은 아니잖아…",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,4,0.4762,0.4762,0.4286,base,SCN_00214100_00740000_0095,DATA/00214100.MDZ,DATA/00214100.MDT,ユウキ,"いや…
そういうことじゃないだろ…","아니…
그런 뜻은 아니잖아…",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,5,0.4762,0.4762,0.4286,base,SCN_10214102_00740000_0095,DATA/10214102.MDZ,DATA/10214102.MDT,ユウキ,"いや…
そういうことじゃないだろ…","아니…
그런 뜻은 아니잖아…",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,6,0.4762,0.4762,0.4286,base,SCN_10214103_00740000_0095,DATA/10214103.MDZ,DATA/10214103.MDT,ユウキ,"いや…
そういうことじゃないだろ…","아니…
그런 뜻은 아니잖아…",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,7,0.4400,0.3529,0.5000,small,SCN_01051101_00740000_0149,DATA/01051101.MDZ,DATA/01051101.MDT,ユウキ,<CTRL:12><CTRL:01>ちょ、<CTRL:13 FF 0F>ちょっと待ったぁッ！<CTRL:13 FF 28>,"<CTRL:12><CTRL:01>자, 잠깐!<CTRL:13 FF 0F>기다려!<CTRL:13 FF 28>",REVIEW_1
0x58,16,98.240,103.240,いやじゃな、発信!,やったぁ! 発進!,8,0.4400,0.3529,0.5000,small,SCN_00151000_00740000_0149,DATA/00151000.MDZ,DATA/00151000.MDT,ユウキ,<CTRL:12><CTRL:01>ちょ、<CTRL:13 FF 0F>ちょっと待ったぁッ！<CTRL:13 FF 28>,"<CTRL:12><CTRL:01>자, 잠깐!<CTRL:13 FF 0F>기다려!<CTRL:13 FF 28>",REVIEW_1
0x58,17,113.240,114.240,お前は海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海だって、今からは海,さあ、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、お前は、,1,0.5120,0.0233,0.6000,base,SCN_00480300_00740000_0009,DATA/00480300.MDZ,DATA/00480300.MDT,ユウキ,なんだって！,뭐라고!,REVIEW_1
0x59,0,0.000,30.000,アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットア,,1,0.3579,0.0794,0.3571,base,SCN_00240100_00740000_0007,DATA/00240100.MDZ,DATA/00240100.MDT,ユウキ,"アルフィナ
アークリフに行こう
この機体は…<CTRL:09>
うん！、なんとかなるさ","알피나.
아크리프로 가자.
이 기체는…<CTRL:09>
응! 어떻게든 될 거야.",REVIEW_1
0x59,0,0.000,30.000,アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットア,,2,0.3409,0.0422,0.3846,base,SCN_00242300_00740000_0032,DATA/00242300.MDZ,DATA/00242300.MDT,ユウキ,"アークリフの神話全集
「第4巻」…","아크리프 신화 전집
‘제4권’…",REVIEW_1
0x59,0,0.000,30.000,アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アークリフ、メンディアIII。アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットア,,3,0.3409,0.0422,0.3846,base,SCN_00242300_00740000_0037,DATA/00242300.MDZ,DATA/00242300.MDT,ユウキ,"その聖地ってのが
アークリフ…？","그 성지라는 곳이
아크리프…?",REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,1,0.8693,0.0442,1.0000,base,SCN_00241200_00740000_0015,DATA/00241200.MDZ,DATA/00241200.MDT,ユウキ,<CTRL:13 FF 1E>アルフィ<CTRL:12><CTRL:0A>ナ……,<CTRL:13 FF 1E>알피<CTRL:12><CTRL:0A>나……,REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,2,0.8693,0.0442,1.0000,base,SCN_00242000_00740000_0005,DATA/00242000.MDZ,DATA/00242000.MDT,アルフィナ,…アルフィナ,…알피나.,REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,3,0.8693,0.0442,1.0000,base,SCN_00242000_00740000_0008,DATA/00242000.MDZ,DATA/00242000.MDT,アルフィナ,<CTRL:13 FF 0F><CTRL:12><CTRL:02>アルフィナ……<CTRL:13 FF 32>,<CTRL:13 FF 0F><CTRL:12><CTRL:02>알피나……<CTRL:13 FF 32>,REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,4,0.8693,0.0442,1.0000,base,SCN_00361300_00740000_0045,DATA/00361300.MDZ,DATA/00361300.MDT,アルフィナ,アルフィナ…,알피나…,REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,5,0.8693,0.0442,1.0000,base,SCN_01210101_00740000_0006,DATA/01210101.MDZ,DATA/01210101.MDT,ユウキ,"<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>アルフィ<CTRL:12><CTRL:07>ナ……<CTRL:13 FF 46>","<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>알피<CTRL:12><CTRL:07>나……<CTRL:13 FF 46>",REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,6,0.8693,0.0442,1.0000,base,SCN_01210801_00740000_0006,DATA/01210801.MDZ,DATA/01210801.MDT,ユウキ,"<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>アルフィ<CTRL:12><CTRL:07>ナ……<CTRL:13 FF 46>","<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>알피<CTRL:12><CTRL:07>나……<CTRL:13 FF 46>",REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,7,0.7400,0.0529,0.8333,base,SCN_01080801_00740000_0058,DATA/01080801.MDZ,DATA/01080801.MDT,アルフィナ,ア、アルフィナ……,"알, 알피나……",REVIEW_1
0x59,1,30.000,60.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,8,0.7400,0.0441,0.8333,base,SCN_01210101_00740000_0009,DATA/01210101.MDZ,DATA/01210101.MDT,ユウキ,アルフィナっ！<CTRL:13 FF 32>,알피나!<CTRL:13 FF 32>,REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,1,0.8693,0.0442,1.0000,base,SCN_00241200_00740000_0015,DATA/00241200.MDZ,DATA/00241200.MDT,ユウキ,<CTRL:13 FF 1E>アルフィ<CTRL:12><CTRL:0A>ナ……,<CTRL:13 FF 1E>알피<CTRL:12><CTRL:0A>나……,REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,2,0.8693,0.0442,1.0000,base,SCN_00242000_00740000_0005,DATA/00242000.MDZ,DATA/00242000.MDT,アルフィナ,…アルフィナ,…알피나.,REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,3,0.8693,0.0442,1.0000,base,SCN_00242000_00740000_0008,DATA/00242000.MDZ,DATA/00242000.MDT,アルフィナ,<CTRL:13 FF 0F><CTRL:12><CTRL:02>アルフィナ……<CTRL:13 FF 32>,<CTRL:13 FF 0F><CTRL:12><CTRL:02>알피나……<CTRL:13 FF 32>,REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,4,0.8693,0.0442,1.0000,base,SCN_00361300_00740000_0045,DATA/00361300.MDZ,DATA/00361300.MDT,アルフィナ,アルフィナ…,알피나…,REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,5,0.8693,0.0442,1.0000,base,SCN_01210101_00740000_0006,DATA/01210101.MDZ,DATA/01210101.MDT,ユウキ,"<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>アルフィ<CTRL:12><CTRL:07>ナ……<CTRL:13 FF 46>","<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>알피<CTRL:12><CTRL:07>나……<CTRL:13 FF 46>",REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,6,0.8693,0.0442,1.0000,base,SCN_01210801_00740000_0006,DATA/01210801.MDZ,DATA/01210801.MDT,ユウキ,"<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>アルフィ<CTRL:12><CTRL:07>ナ……<CTRL:13 FF 46>","<CTRL:13 FF 1E><CTRL:12><CTRL:0A>…………<CTRL:13 FF 2D>
<CTRL:12><CTRL:02>알피<CTRL:12><CTRL:07>나……<CTRL:13 FF 46>",REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,7,0.7400,0.0529,0.8333,base,SCN_01080801_00740000_0058,DATA/01080801.MDZ,DATA/01080801.MDT,アルフィナ,ア、アルフィナ……,"알, 알피나……",REVIEW_1
0x59,2,60.000,90.000,アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、アクガレットアルフィナ、ア,,8,0.7400,0.0441,0.8333,base,SCN_01210101_00740000_0009,DATA/01210101.MDZ,DATA/01210101.MDT,ユウキ,アルフィナっ！<CTRL:13 FF 32>,알피나!<CTRL:13 FF 32>,REVIEW_1
0x59,4,104.000,115.000,お、落ちれったよね。かしてみなさい。うるさいな。だまってろって。って、なんで見らんだよな、ここに?,,1,0.3346,0.1667,0.4286,base,SCN_00120100_00740000_0023,DATA/00120100.MDZ,DATA/00120100.MDT,ユウキ,お…、落ち着いてよ！,어… 진정해!,REVIEW_1
0x59,4,104.000,115.000,お、落ちれったよね。かしてみなさい。うるさいな。だまってろって。って、なんで見らんだよな、ここに?,,2,0.3346,0.1250,0.4286,base,SCN_00214000_00740000_0228,DATA/00214000.MDZ,DATA/00214000.MDT,ユウキ,勝手にやってろ！,마음대로 해!,REVIEW_1
0x5A,0,0.000,22.000,コミュートの姿が見えたりません。お勧め一人、相当くへ行けるはずはない。あのコミュートなんとしても探じらせ。,コミュートの姿が見えたりません。 この姿、一人、相当遠くへ行けるはずはない。 あのコミュート、何としても探せなぜ! コーネル様!コミュートの姿が見えたりません! この爪1人、相当遠くへ行けるはずはない あのコミュート何としても探せなぜ! とても探せなぜ,1,0.5591,0.1786,0.7143,base,SCN_01030401_00740000_0015,DATA/01030401.MDZ,DATA/01030401.MDT,ユウキ,神人「コミュート」……？,신인 ‘코뮈트’……?,REVIEW_1
0x5A,1,30.000,40.000,テガラダ、テガラが欲しい。,手柄だ,1,0.3333,0.3333,0.2857,base,SCN_00660200_00740000_0005,DATA/00660200.MDZ,DATA/00660200.MDT,ユウキ,<CTRL:12><CTRL:01>なにがおかしい？<CTRL:13 FF 2D>,<CTRL:12><CTRL:01>뭐가 이상해?<CTRL:13 FF 2D>,REVIEW_1
0x5B,0,0.000,30.000,アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、ア,,1,0.4087,0.0503,0.3846,base,SCN_00242300_00740000_0032,DATA/00242300.MDZ,DATA/00242300.MDT,ユウキ,"アークリフの神話全集
「第4巻」…","아크리프 신화 전집
‘제4권’…",REVIEW_1
0x5B,0,0.000,30.000,アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、ア,,2,0.4087,0.0503,0.3846,base,SCN_00242300_00740000_0037,DATA/00242300.MDZ,DATA/00242300.MDT,ユウキ,"その聖地ってのが
アークリフ…？","그 성지라는 곳이
아크리프…?",REVIEW_1
0x5B,0,0.000,30.000,アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、ア,,3,0.3816,0.0500,0.3571,base,SCN_00242300_00740000_0020,DATA/00242300.MDZ,DATA/00242300.MDT,ユウキ,"アークリフの神話全集
「第2巻」か…","아크리프 신화 전집
‘제2권’인가…",REVIEW_1
0x5B,0,0.000,30.000,アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、アークリフ、ア,,4,0.3579,0.0498,0.3333,base,SCN_00214000_00740000_0046,DATA/00214000.MDZ,DATA/00214000.MDT,アルフィナ,"アークリフの調査…
なにか分かった？","아크리프 조사 말인데…
뭐 알아낸 건 있어?",REVIEW_1
