review_order,review_rank,review_tier,event_id,stream_key,duration_ms,audio_path,source_status,segment_count,credible_segment_count,suspicious_segment_count,credible_character_count,total_character_count,credible_audio_coverage,median_credible_avg_logprob,credible_text_preview,review_reason
66,1,P1_LIKELY_DIALOGUE,gr3_stream_0095,0x95,116480,audio/extracted/gr3_rendered_events/stream_0095.flac,HUMAN_CONTEXT_REVIEWED,3,3,0,21,21,0.0337,,おかしい。ガードはいない。 / どうしたの？ / 静かすぎる！,대사 유력 구간이 여러 개이고 환각 징후 비율이 낮음
67,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0078,0x78,147541,audio/extracted/gr3_rendered_events/stream_0078.flac,AUTO_TRANSCRIBED_REVIEW,30,21,9,327,353,0.652,-0.33329,ドウセオイラも大陸へ行くんだしなぁ。途中におかしなところがないか、そらから見といてやるぜ。お、あのんだぜ。よーん、来たか、ユキ。もう行っちゃうのか、うるい。あ、そっか。そうだユキ。 / シュミットのところへ行くんだら、ランドウトによってたほうがいいぜ。 / ランドウト?なんせあのさん、レムの身に目がないからな。持ってくせ喜ぶぜ、たぶん。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
68,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00ab,0xAB,178752,audio/extracted/gr3_rendered_events/stream_00ab.flac,AUTO_TRANSCRIBED_REVIEW,38,19,19,197,412,0.5474,-0.48908,あれが、ゾーンが残したと言われている、大地のキザートです。キザートです。 / これだ。お願い、あの人を止めて。 / やっと手に入れたんだ。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
69,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00d8,0xD8,80341,audio/extracted/gr3_rendered_events/stream_00d8.flac,AUTO_TRANSCRIBED_REVIEW,22,9,13,156,273,0.7219,-0.42824,皆さんにお伝えしなければならないことがあります。無理夫様が殺されたのですが、 / グリフ様は、すまわしたかも、グリフ様は? / 生獣様たちの長き戦いは終わりました。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
70,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00c8,0xC8,109760,audio/extracted/gr3_rendered_events/stream_00c8.flac,AUTO_TRANSCRIBED_REVIEW,19,10,9,150,392,0.437,-0.42009,体力へついたから? / 世界を一瞬したらか? / お前が飛行機によってやりたかったのは、,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
71,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0059,0x59,142613,audio/extracted/gr3_rendered_events/stream_0059.flac,AUTO_TRANSCRIBED_REVIEW,6,3,3,144,810,0.2735,-0.524,コードが上がらない。あんなに軽量化したのに。なんで?それ、もう一回引いてみたら?うん、分かってるって。これ? / お、落ちれったよね。かしてみなさい。うるさいな。だまってろって。って、なんで見らんだよな、ここに? / え、へへ、あんたのやることなんかおみ通しだっての。あ、飛ぶわけないだろ?重量オーバーだよ。人のせいに住んじゃないの?ほら、前見て前。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
72,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00b7,0xB7,244160,audio/extracted/gr3_rendered_events/stream_00b7.flac,AUTO_TRANSCRIBED_REVIEW,23,11,12,137,251,0.4956,-0.45463,何?何の音だ?ユウキン! スープ! 天気に! / 電気ル。 オマエは神には慣れなかったな。 何がおかしい。 / 電気ル。 キサマ!,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
73,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0061,0x61,136341,audio/extracted/gr3_rendered_events/stream_0061.flac,AUTO_TRANSCRIBED_REVIEW,62,12,50,134,685,0.2768,-0.31779,もう決めたことなの私どうしても兄さんに会いたいお前がコミュートとして生きることを相手は望みやしない / もしももしもそうだとしても私は / 山をへん,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
74,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00c2,0xC2,94379,audio/extracted/gr3_rendered_events/stream_00c2.flac,AUTO_TRANSCRIBED_REVIEW,6,4,2,106,317,0.4874,-0.64069,"Everyday, every way あの日の君が そこにいるのさ君と一緒に 憧れてる空を目指して 飛べくと信じて 疑いもせず / My dream / ねえ 僕も食べるかな?",실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
75,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_009d,0x9D,100949,audio/extracted/gr3_rendered_events/stream_009d.flac,AUTO_TRANSCRIBED_REVIEW,5,2,3,102,1156,0.3863,-0.69377,その他にの牛のおたものがあるんだが諦めてはなら真実はその中にこそ秘められておるんだから真実は死なわれたものの中に求めようんだが今くそうしられた世界への扉を開き、かなったの光を / さよーいその先に答えがあるならば,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
76,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0087,0x87,268949,audio/extracted/gr3_rendered_events/stream_0087.flac,AUTO_TRANSCRIBED_REVIEW,66,13,53,94,161,0.2157,-0.42746,ミランダ、オレ。 言いたいことは分かってるつもり。 最後くらいちゃんと母をやさせてよね。 / じゃあ。 / やんしゅ。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
77,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00b4,0xB4,124843,audio/extracted/gr3_rendered_events/stream_00b4.flac,AUTO_TRANSCRIBED_REVIEW,5,1,4,90,859,0.2403,-0.29156,それは人だけが持つ、永遠の力。あるひなよ、もうコミュートの役目は終わりです。今、するまにゃにじゃくないのちが読みがえろうとしています。ゾーンに立ち向かえるのは、あなたたち永遠の力を持つ、人なのです。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
78,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0053,0x53,61376,audio/extracted/gr3_rendered_events/stream_0053.flac,AUTO_TRANSCRIBED_REVIEW,3,1,2,88,476,0.4888,-0.53451,おぉー!やみランダー!ちょいとうちでお茶でも飲んでいかないかい?ありがとう!でも、今日はハブしたごしライドあるんで、あたこんどね。いつでもよっといで!おびきりのうわさばなし、聞かせてあげるからさ!,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
79,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_008a,0x8A,117227,audio/extracted/gr3_rendered_events/stream_008a.flac,AUTO_TRANSCRIBED_REVIEW,5,3,2,82,379,0.3583,-0.53282,一人ぼっちだったの?うん?うん?うん?あった!来て!雪!え?ほら!こっちが私のつもり…アルビナが書いたんだ!え、うん / 隣にいるのはアルビナの…うん、二人さんなの? / 12年前の日、ここから技術を見てたの,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
80,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00cf,0xCF,28075,audio/extracted/gr3_rendered_events/stream_00cf.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,72,72,0.9998,-0.43941,よしてよ、アロンソー。私にそんなのにやないってばー。そんなことはないさ。どうだい。あの二人、おにあいだと思わない。うーん。もういいだろ。行こうぜー、アルフィナ。うーん。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
81,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00d9,0xD9,31808,audio/extracted/gr3_rendered_events/stream_00d9.flac,AUTO_TRANSCRIBED_REVIEW,2,1,0,67,83,0.9117,-0.50549,ウヒオー!すんげーあなた!本当に何もかもなくなっちまっている。これを製術たちがやったのか、ゾーンを消し去るために。何が起きたの?ここで行きましょう。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
82,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_007c,0x7C,96768,audio/extracted/gr3_rendered_events/stream_007c.flac,AUTO_TRANSCRIBED_REVIEW,14,10,4,66,86,0.2273,-0.59967,あ あ あの… / ごめん ミランダ / どれ? あんとき 無中で,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
83,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00c4,0xC4,159787,audio/extracted/gr3_rendered_events/stream_00c4.flac,AUTO_TRANSCRIBED_REVIEW,6,1,5,53,983,0.1877,-0.19543,ごめんなさい。私、何にも知らなくて。愛を信じて、毎へと踏み出せば、その先に必ず未来はある。信じてみましょう。あなたの言葉、,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
84,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0080,0x80,115136,audio/extracted/gr3_rendered_events/stream_0080.flac,AUTO_TRANSCRIBED_REVIEW,11,3,8,49,777,0.1911,-0.62195,スッ、すげーすげーやー! / アルフィナ、ミロよ!この子よく前に突き出てるぜ! / どうやって風の抵抗に苦してんだろうな!,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
85,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00be,0xBE,80192,audio/extracted/gr3_rendered_events/stream_00be.flac,AUTO_TRANSCRIBED_REVIEW,4,2,2,46,395,0.2993,-0.75367,タノム、ハイツの大事な人のためなんだ。おい、こいつはどうした? いいだ、ケキ! あっ! / 大切な人があったのですね。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
86,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0088,0x88,150528,audio/extracted/gr3_rendered_events/stream_0088.flac,AUTO_TRANSCRIBED_REVIEW,9,4,5,42,894,0.0864,-0.48303,これが空? / ここまで来れば、もうエンジンはいらないんだ。 / 信じられない。,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
87,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_0084,0x84,104683,audio/extracted/gr3_rendered_events/stream_0084.flac,AUTO_TRANSCRIBED_REVIEW,7,4,3,35,555,0.086,-0.49341,でっ! / ありがとう!シミット!大事にするよ!俺! / おめでとう!勇気!,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
88,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_00af,0xAF,76160,audio/extracted/gr3_rendered_events/stream_00af.flac,AUTO_TRANSCRIBED_REVIEW,4,2,2,20,255,0.4091,-0.57645,アークリフ、アルフィナを離せ! / モンションの力!,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
89,2,P2_DIALOGUE_WITH_CONTAMINATION,gr3_stream_005b,0x5B,100501,audio/extracted/gr3_rendered_events/stream_005b.flac,MANUAL_AUDIO_SCENE_REVIEW,3,3,0,18,18,0.0692,-0.79251,だ、誰？ / はっ……あなたは……！ / そこまでだ、アルフィナ！,실제 대사 유력 구간과 반복·무음 오염 구간이 함께 있음
90,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_006e,0x6E,173973,audio/extracted/gr3_rendered_events/stream_006e.flac,AUTO_TRANSCRIBED_REVIEW,6,1,5,45,1008,0.1378,-0.46928,こんなに嘘はつかねこいつは制約書側になった今日は客人がいるキャビンを使ってもらっていいよな,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
91,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_006a,0x6A,232512,audio/extracted/gr3_rendered_events/stream_006a.flac,AUTO_TRANSCRIBED_REVIEW,7,1,6,34,953,0.0426,-0.38726,おかしいわね、船は一席も見当たらないし、ここもしばらく使われてないみたい。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
92,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0089,0x89,54059,audio/extracted/gr3_rendered_events/stream_0089.flac,AUTO_TRANSCRIBED_REVIEW,2,1,1,34,258,0.2775,-0.36627,けどすぐに分かった。生きてる。そう、生きてるってことが。ユウキ、私も感じてるよ。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
93,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0108,0x108,14336,audio/extracted/gr3_rendered_events/stream_0108.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,34,34,0.9996,-0.51419,アルフィナ、アークリフ、メンディアIII。ユウキ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
94,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_010c,0x10C,12096,audio/extracted/gr3_rendered_events/stream_010c.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,34,34,0.9995,-0.51219,アルフィナ、アークリフ、メンディアIII。ユウキ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
95,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0117,0x117,11499,audio/extracted/gr3_rendered_events/stream_0117.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,34,34,0.9992,-0.51145,アルフィナ、アークリフ、メンディアIII。ユウキ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
96,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00df,0xDF,24192,audio/extracted/gr3_rendered_events/stream_00df.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,21,21,0.0827,-0.97935,ミレタ、アソグラ! アソグリ、ツトブザオン! ビーハー!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
97,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0075,0x75,36139,audio/extracted/gr3_rendered_events/stream_0075.flac,AUTO_TRANSCRIBED_REVIEW,2,1,1,18,202,0.2214,-0.90677,ドーセレバーインだ!ドーセレバー! クソー!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
98,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00e7,0xE7,6720,audio/extracted/gr3_rendered_events/stream_00e7.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,1.0,-0.71127,アルフィナ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
99,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00e8,0xE8,6421,audio/extracted/gr3_rendered_events/stream_00e8.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.9998,-0.72288,アルフィナ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
100,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00f2,0xF2,11051,audio/extracted/gr3_rendered_events/stream_00f2.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.9999,-0.70148,アルフィナ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
101,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00f4,0xF4,8811,audio/extracted/gr3_rendered_events/stream_00f4.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.9999,-0.72779,アルフィナ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
102,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00fc,0xFC,9259,audio/extracted/gr3_rendered_events/stream_00fc.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.999,-0.6998,アルフィナ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
103,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0102,0x102,10603,audio/extracted/gr3_rendered_events/stream_0102.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.9997,-0.76024,アークリフ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
104,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0103,0x103,10603,audio/extracted/gr3_rendered_events/stream_0103.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.9997,-0.76024,アークリフ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
105,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_011f,0x11F,11797,audio/extracted/gr3_rendered_events/stream_011f.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,18,18,0.9994,-0.70326,アルフィナ、アークリフ、メンディアIII。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
106,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0054,0x54,22997,audio/extracted/gr3_rendered_events/stream_0054.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,12,12,0.9997,-0.53351,ユウキ、バンゴハン出来てる!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
107,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_007b,0x7B,131413,audio/extracted/gr3_rendered_events/stream_007b.flac,AUTO_TRANSCRIBED_REVIEW,5,1,4,12,689,0.0868,-0.37851,バースフィアウ、トザします。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
108,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00b5,0xB5,136789,audio/extracted/gr3_rendered_events/stream_00b5.flac,AUTO_TRANSCRIBED_REVIEW,5,1,4,11,708,0.1211,-0.62107,私は完全なる未来を見た。,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
109,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0074,0x74,209664,audio/extracted/gr3_rendered_events/stream_0074.flac,AUTO_TRANSCRIBED_REVIEW,7,1,6,10,1121,0.0095,-0.72601,デビット、逆時に挨拶だ!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
110,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00c0,0xC0,28373,audio/extracted/gr3_rendered_events/stream_00c0.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,7,7,0.0705,-0.84531,ユウキ、やったな!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
111,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00f9,0xF9,21952,audio/extracted/gr3_rendered_events/stream_00f9.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,6,6,0.9999,-0.97545,んーっ!んーっ!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
112,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_0079,0x79,143360,audio/extracted/gr3_rendered_events/stream_0079.flac,AUTO_TRANSCRIBED_REVIEW,7,1,5,2,888,0.014,-1.06573,マダ!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
113,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00e5,0xE5,17173,audio/extracted/gr3_rendered_events/stream_00e5.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,2,2,0.9998,-1.24105,イー!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
114,3,P3_SHORT_OR_UNCLEAR_SPEECH,gr3_stream_00e6,0xE6,19413,audio/extracted/gr3_rendered_events/stream_00e6.flac,AUTO_TRANSCRIBED_REVIEW,1,1,0,2,2,0.9998,-0.88308,んー!,짧은 발화 또는 신뢰도 낮은 대사 가능성; 직접 청취 필요
115,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0038,0x38,8064,audio/extracted/gr3_rendered_events/stream_0038.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
116,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0039,0x39,7765,audio/extracted/gr3_rendered_events/stream_0039.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
117,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_004f,0x4F,65259,audio/extracted/gr3_rendered_events/stream_004f.flac,AUTO_LOW_CONFIDENCE_REVIEW,3,0,3,0,400,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
118,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0055,0x55,23296,audio/extracted/gr3_rendered_events/stream_0055.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,179,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
119,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0057,0x57,138283,audio/extracted/gr3_rendered_events/stream_0057.flac,AUTO_LOW_CONFIDENCE_REVIEW,5,0,5,0,832,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
120,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0062,0x62,23595,audio/extracted/gr3_rendered_events/stream_0062.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,179,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
121,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0067,0x67,54507,audio/extracted/gr3_rendered_events/stream_0067.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,407,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
122,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_006c,0x6C,29269,audio/extracted/gr3_rendered_events/stream_006c.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
123,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_006d,0x6D,123648,audio/extracted/gr3_rendered_events/stream_006d.flac,AUTO_LOW_CONFIDENCE_REVIEW,5,0,5,0,777,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
124,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_007f,0x7F,42709,audio/extracted/gr3_rendered_events/stream_007f.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,371,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
125,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_0086,0x86,69291,audio/extracted/gr3_rendered_events/stream_0086.flac,AUTO_LOW_CONFIDENCE_REVIEW,3,0,3,0,491,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
126,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00a0,0xA0,75861,audio/extracted/gr3_rendered_events/stream_00a0.flac,AUTO_LOW_CONFIDENCE_REVIEW,3,0,3,0,665,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
127,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00a4,0xA4,17621,audio/extracted/gr3_rendered_events/stream_00a4.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
128,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00a5,0xA5,29717,audio/extracted/gr3_rendered_events/stream_00a5.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
129,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00a6,0xA6,11349,audio/extracted/gr3_rendered_events/stream_00a6.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
130,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00b6,0xB6,122155,audio/extracted/gr3_rendered_events/stream_00b6.flac,AUTO_LOW_CONFIDENCE_REVIEW,5,0,5,0,926,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
131,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ba,0xBA,75712,audio/extracted/gr3_rendered_events/stream_00ba.flac,AUTO_LOW_CONFIDENCE_REVIEW,3,0,3,0,488,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
132,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00bb,0xBB,99755,audio/extracted/gr3_rendered_events/stream_00bb.flac,AUTO_TRANSCRIBED_REVIEW,5,0,3,0,496,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
133,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00bd,0xBD,74816,audio/extracted/gr3_rendered_events/stream_00bd.flac,AUTO_LOW_CONFIDENCE_REVIEW,3,0,3,0,0,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
134,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00bf,0xBF,59733,audio/extracted/gr3_rendered_events/stream_00bf.flac,AUTO_LOW_CONFIDENCE_REVIEW,2,0,2,0,327,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
135,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00c6,0xC6,100053,audio/extracted/gr3_rendered_events/stream_00c6.flac,AUTO_LOW_CONFIDENCE_REVIEW,4,0,4,0,741,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
136,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00c7,0xC7,16277,audio/extracted/gr3_rendered_events/stream_00c7.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,189,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
137,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00c9,0xC9,12544,audio/extracted/gr3_rendered_events/stream_00c9.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
138,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ca,0xCA,6571,audio/extracted/gr3_rendered_events/stream_00ca.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,134,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
139,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00cb,0xCB,27776,audio/extracted/gr3_rendered_events/stream_00cb.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
140,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00cc,0xCC,21056,audio/extracted/gr3_rendered_events/stream_00cc.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,165,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
141,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00ce,0xCE,20309,audio/extracted/gr3_rendered_events/stream_00ce.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,170,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
142,4,P4_HALLUCINATION_OR_EFFECTS_LIKELY,gr3_stream_00d0,0xD0,22699,audio/extracted/gr3_rendered_events/stream_00d0.flac,AUTO_LOW_CONFIDENCE_REVIEW,1,0,1,0,166,0.0,,,신뢰 가능한 대사 구간이 없고 반복·압축·무음 징후가 우세
