cue_id,event_id,stream_key,segment_index,start_seconds,end_seconds,start_tick,end_tick,speaker,japanese,japanese_status,korean,korean_status,resource_path,runtime_status,notes
gr3_006d_000,gr3_stream_006d,0x6D,0,0.000,30.000,0,1800,,アッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッア,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006d_001,gr3_stream_006d,0x6D,1,30.000,60.000,1800,3600,,アッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッアッア,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006d_002,gr3_stream_006d,0x6D,2,60.000,90.000,3600,5400,,ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006d_003,gr3_stream_006d,0x6D,3,90.000,120.000,5400,7200,,ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006d_004,gr3_stream_006d,0x6D,4,120.000,123.640,7200,7418,,ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん?ん,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006e_000,gr3_stream_006e,0x6E,0,0.000,30.000,0,1800,,ユウキ、アルフィナ、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006e_001,gr3_stream_006e,0x6E,1,30.000,60.000,1800,3600,,ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンデ,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006e_002,gr3_stream_006e,0x6E,2,60.000,90.000,3600,5400,,エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アークリフ、メンディア、エメリウス、ユウキ、アーク,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006e_003,gr3_stream_006e,0x6E,3,90.000,120.000,5400,7200,,ハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハ,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006e_004,gr3_stream_006e,0x6E,4,120.000,150.000,7200,9000,,ハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハッハ,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006e_005,gr3_stream_006e,0x6E,5,150.000,173.970,9000,10438,,こんなに嘘はつかねこいつは制約書側になった今日は客人がいるキャビンを使ってもらっていいよな,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_000,gr3_stream_006f,0x6F,0,0.000,27.440,0,1646,,アタラには悪いことしたな。 プローチ取られちまった上に、こんな面倒にまで巻き込んだよ。あんた、本気でそう思ってる? あのブローチはとっても大切なものだったんです。 私にとって本当に。 どうするつもりなんだアロンサー? もし、勝つさ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_001,gr3_stream_006f,0x6F,1,28.440,35.440,1706,2126,,元々俺がまいた種だ。 どんな手を使ってでも、俺なりに蹴りがつける。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_002,gr3_stream_006f,0x6F,2,37.440,50.440,2246,3026,,明日の聴服。 俺は俺の人生すべてをかける。 そして勝つ。 俺の人生は、俺が決める。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_003,gr3_stream_006f,0x6F,3,51.440,63.440,3086,3806,,あ、私がコミュートの一族として生まれたことに、 もしも何か意味があるなら、そこから面を揃したくないの。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_004,gr3_stream_006f,0x6F,4,65.440,75.440,3926,4526,,勝ちます。アロンサーさんは。 アルフィナ。 私信じます。アロンサーさんの強さを。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_005,gr3_stream_006f,0x6F,5,76.440,91.440,4586,5486,,う、信じるしかないか。 信じないわよ、私は。 よし、決まりだんだ。同性変異現は明日だ。 それもでは、あいつに貸してやるさ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_006f_006,gr3_stream_006f,0x6F,6,92.440,97.440,5546,5846,,この先の3番子に船が止めてある。 親は、そこで休むとしよう。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_000,gr3_stream_0070,0x70,0,0.000,30.000,0,1800,,アークリフト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメ,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_001,gr3_stream_0070,0x70,1,30.000,60.000,1800,3600,,エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、ダーナ、エメリウス、ヘクト、,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_002,gr3_stream_0070,0x70,2,60.000,69.000,3600,4140,,さっきはいいすぎたよ。ごめん。ここは?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_003,gr3_stream_0070,0x70,3,69.000,73.000,4140,4380,,ああ、それはな。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_004,gr3_stream_0070,0x70,4,81.000,84.000,4860,5040,,こいつが、あるべき場所なんです。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_005,gr3_stream_0070,0x70,5,84.000,87.000,5040,5220,,あの時の会図。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_006,gr3_stream_0070,0x70,6,91.000,94.000,5460,5640,,なんだよ。出来てないじゃないか、これ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_007,gr3_stream_0070,0x70,7,94.000,101.000,5640,6060,,そう。この会図は見関してた。なぜだかわかるか。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_008,gr3_stream_0070,0x70,8,101.000,109.000,6060,6540,,うん。これにはな。俺はこの目で見た真実だけが書き込まれる。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_009,gr3_stream_0070,0x70,9,109.000,114.000,6540,6840,,私の真正の世界に立った一つ。俺だけの会図だ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_010,gr3_stream_0070,0x70,10,114.000,118.000,6840,7080,,世界に立った一つ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_011,gr3_stream_0070,0x70,11,118.000,124.000,7080,7440,,まだ見ぬ世界がある限り、会図は見関であり続ける。だからこそ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_012,gr3_stream_0070,0x70,12,124.000,128.000,7440,7680,,俺の夢がここにある。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_013,gr3_stream_0070,0x70,13,131.000,138.000,7860,8280,,息子んで見たところで、船の姉を俺なんだ。ただのごみだな。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_014,gr3_stream_0070,0x70,14,138.000,145.000,8280,8700,,けど、会図を永遠に見関のまま終わらせるぐらいなら、いっそ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_015,gr3_stream_0070,0x70,15,145.000,154.000,8700,9240,,それにしても気に入らないね。こんな男に騙されて、上げくの果てにごたごたに巻き込まれてさ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_016,gr3_stream_0070,0x70,16,154.000,163.000,9240,9780,,けど、一番向かつくのはあの女よ。気づいてんでしょ?あんたがいくらばかでもさ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_017,gr3_stream_0070,0x70,17,164.000,168.000,9840,10080,,あ、さっきの勝負で確信した。やつの手は、実中箱に重なだ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_018,gr3_stream_0070,0x70,18,168.000,170.000,10080,10200,,なったらなんで?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_019,gr3_stream_0070,0x70,19,170.000,173.000,10200,10380,,部屋に勝つ手は考えてやる。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_020,gr3_stream_0070,0x70,20,173.000,178.000,10380,10680,,パートナーが必要だ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_021,gr3_stream_0070,0x70,21,178.000,180.000,10680,10800,,パートナー?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_022,gr3_stream_0070,0x70,22,180.000,183.000,10800,10980,,つまり、こういうことだ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_023,gr3_stream_0070,0x70,23,183.000,187.000,10980,11220,,バ、バナ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_024,gr3_stream_0070,0x70,24,187.000,189.000,11220,11340,,そんなことできるわけないでしょ?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_025,gr3_stream_0070,0x70,25,189.000,191.000,11340,11460,,あつダメだ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_026,gr3_stream_0070,0x70,26,191.000,194.000,11460,11640,,はっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_027,gr3_stream_0070,0x70,27,194.000,196.000,11640,11760,,うっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_028,gr3_stream_0070,0x70,28,196.000,199.000,11760,11940,,うっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_029,gr3_stream_0070,0x70,29,199.000,201.000,11940,12060,,うっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_030,gr3_stream_0070,0x70,30,201.000,203.000,12060,12180,,うっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_031,gr3_stream_0070,0x70,31,203.000,205.000,12180,12300,,うっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_032,gr3_stream_0070,0x70,32,205.000,209.000,12300,12540,,つまり、OKってことだな。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_033,gr3_stream_0070,0x70,33,209.000,212.000,12540,12720,,ふっ、知らないわよ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_034,gr3_stream_0070,0x70,34,212.000,215.000,12720,12900,,カビンの奥に真質なる。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_035,gr3_stream_0070,0x70,35,215.000,217.000,12900,13020,,好きに使ってやすんでこれ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_036,gr3_stream_0070,0x70,36,217.000,220.000,13020,13200,,あつの勝利のためにな。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0070_037,gr3_stream_0070,0x70,37,220.000,222.000,13200,13320,,うーっ,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_000,gr3_stream_0071,0x71,0,0.000,29.800,0,1788,,さあ、覚悟の程を聞かせてもらおうかい?アルフィナ。ん? 海の男の何かけて近づく?今日の勝負?俺はこの俺自身をかける?もしも俺が負けた時は?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_001,gr3_stream_0071,0x71,1,31.000,34.000,1860,2040,,そこにいるビアンガと結構する!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_002,gr3_stream_0071,0x71,2,37.000,39.000,2220,2340,,あ?結構?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_003,gr3_stream_0071,0x71,3,39.000,40.000,2340,2400,,え?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_004,gr3_stream_0071,0x71,4,40.000,41.000,2400,2460,,え?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_005,gr3_stream_0071,0x71,5,41.000,44.000,2460,2640,,ちょうどなんじゃないわよ。そんなあほの話じゃったらどれないわよ?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_006,gr3_stream_0071,0x71,6,44.000,46.000,2640,2760,,なぁにこちゃこちゃいってんない!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0071_007,gr3_stream_0071,0x71,7,47.000,50.000,2820,3000,,とっとっとゲームを始めるよ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_000,gr3_stream_0072,0x72,0,0.000,10.000,0,600,,ガンバッティオアロウソー。 私たちの未来のためにさ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_001,gr3_stream_0072,0x72,1,10.000,12.000,600,720,,うふふふ。,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_002,gr3_stream_0072,0x72,2,12.000,13.000,720,780,,え?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_003,gr3_stream_0072,0x72,3,13.000,19.000,780,1140,,このメッツイネー! 私のアロウソにするよるんじゃないよ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_004,gr3_stream_0072,0x72,4,19.000,21.000,1140,1260,,うっ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_005,gr3_stream_0072,0x72,5,21.000,24.000,1260,1440,,あ、あ、あ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0072_006,gr3_stream_0072,0x72,6,24.000,26.000,1440,1560,,え?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_000,gr3_stream_0073,0x73,0,0.000,11.000,0,660,,アロンスの勝ちだ!やったぜ!アロンスが勝った!アロンスが勝った!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_001,gr3_stream_0073,0x73,1,14.000,21.000,840,1260,,おだまり!なんで12が出ないんだい?なんで?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_002,gr3_stream_0073,0x73,2,22.000,26.000,1320,1560,,ハミ上がったねアロンス!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_003,gr3_stream_0073,0x73,3,31.000,35.000,1860,2100,,えぇ?わかってたんだ!12が出るって!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_004,gr3_stream_0073,0x73,4,35.000,36.000,2100,2160,,うーん?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_005,gr3_stream_0073,0x73,5,36.000,39.000,2160,2340,,イカ様だ!光るぞ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_006,gr3_stream_0073,0x73,6,39.000,41.000,2340,2460,,おだまり!おだまり!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_007,gr3_stream_0073,0x73,7,41.000,43.000,2460,2580,,おだまり!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_008,gr3_stream_0073,0x73,8,43.000,45.000,2580,2700,,あんたの負けはっと…,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_009,gr3_stream_0073,0x73,9,45.000,48.000,2700,2880,,おい、もう計算すれだけしないね,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_010,gr3_stream_0073,0x73,10,49.000,52.000,2940,3120,,この年前どうつけてもらおうかしら?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_011,gr3_stream_0073,0x73,11,52.000,55.000,3120,3300,,ひっ…ひっ…,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_012,gr3_stream_0073,0x73,12,55.000,59.000,3300,3540,,ハ…ハライバンだ!ローハライバー!ほら!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_013,gr3_stream_0073,0x73,13,60.000,61.000,3600,3660,,はぁ…,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_014,gr3_stream_0073,0x73,14,63.000,67.000,3780,4020,,これで足りなきゃ、まだ指はまあるさ!,AUTO_LOW_CONFIDENCE_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_015,gr3_stream_0073,0x73,15,68.000,71.000,4080,4260,,う…う…う…う…いて!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_016,gr3_stream_0073,0x73,16,76.000,78.000,4560,4680,,ふざけじゃないよ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_017,gr3_stream_0073,0x73,17,79.000,83.000,4740,4980,,ほんとに欲しいもんがあんなら、自力で取ってごらん!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_018,gr3_stream_0073,0x73,18,83.000,88.000,4980,5280,,それができなきゃ、あんたは一生巻き寝さ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_019,gr3_stream_0073,0x73,19,91.000,94.000,5460,5640,,おぼれてなぁ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_020,gr3_stream_0073,0x73,20,98.000,101.000,5880,6060,,この金は全員で山上げだ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_021,gr3_stream_0073,0x73,21,101.000,103.000,6060,6180,,おっとかいよ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_022,gr3_stream_0073,0x73,22,103.000,104.000,6180,6240,,やった!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_023,gr3_stream_0073,0x73,23,104.000,106.000,6240,6360,,おぼれてなぁ!,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
gr3_0073_024,gr3_stream_0073,0x73,24,109.000,111.000,6540,6660,,悪くな?,AUTO_TRANSCRIBED_REVIEW,,PENDING_TRANSLATION,,PENDING_RUNTIME_MAPPING,
