resource_path,decoded_mdt_path,decoded_size,chunk_index,chunk_tag,chunk_offset,chunk_size,instance_count,zero_run_offset,zero_run_chunk_relative,zero_run_bytes,fits_current_alfina_compressed_package,evidence,safety_status
DATA/00450400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450400.MDT,3490048,46,0xA0001340,0x346480,28416,4,0x34A340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450500.MDT,2885504,44,0xA0001340,0x2B2B80,28416,4,0x2B6A40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450600.MDT,2433408,49,0xA0001340,0x244B80,28416,4,0x248A40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450700.MDT,2099840,44,0xA0001340,0x1CF700,28416,4,0x1D35C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450800.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450800.MDT,2923136,43,0xA0001340,0x2BBC80,28416,4,0x2BFB40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00450900.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00450900.MDT,3263488,43,0xA0001340,0x30E200,28416,4,0x3120C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00480000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00480000.MDT,3460096,45,0xA0001340,0x33F480,28416,4,0x343340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00480200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00480200.MDT,5126400,47,0xA0001340,0x4D5100,28416,4,0x4D8FC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00480300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00480300.MDT,3675264,49,0xA0001340,0x373100,28416,4,0x376FC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00510000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00510000.MDT,2078720,44,0xA0001340,0x1EE180,28416,4,0x1F2040,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00510100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00510100.MDT,3457536,52,0xA0001340,0x339F80,28416,4,0x33DE40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00510200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00510200.MDT,5157120,49,0xA0001340,0x4D9E00,28416,4,0x4DDCC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00510300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00510300.MDT,4875136,45,0xA0001340,0x498E00,28416,4,0x49CCC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00510400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00510400.MDT,6457728,52,0xA0001340,0x616D00,28416,4,0x61ABC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540000.MDT,7317376,50,0xA0001340,0x6E9680,28416,4,0x6ED540,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540100.MDT,5189888,51,0xA0001340,0x4E2200,28416,4,0x4E60C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540200.MDT,8155520,54,0xA0001340,0x7B6780,28416,4,0x7BA640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540300.MDT,6391168,51,0xA0001340,0x607A00,28416,4,0x60B8C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540400.MDT,4850816,40,0xA0001340,0x492980,28416,4,0x496840,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540500.MDT,3022592,44,0xA0001340,0x2D4480,28416,4,0x2D8340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540600.MDT,5087488,38,0xA0001340,0x4CCD00,28416,4,0x4D0BC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00540700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00540700.MDT,4289024,44,0xA0001340,0x409A00,28416,4,0x40D8C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570000.MDT,6014848,49,0xA0001340,0x5AB280,28416,4,0x5AF140,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570100.MDT,4438144,50,0xA0001340,0x42C200,28416,4,0x4300C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570200.MDT,6215936,51,0xA0001340,0x5DC600,28416,4,0x5E04C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570300.MDT,7339520,49,0xA0001340,0x6EE680,28416,4,0x6F2540,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570500.MDT,5106432,50,0xA0001340,0x4CD680,28416,4,0x4D1540,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570600.MDT,3677824,45,0xA0001340,0x374800,28416,4,0x3786C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00570700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00570700.MDT,2284032,44,0xA0001340,0x220580,28416,4,0x224440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00600000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00600000.MDT,4297088,50,0xA0001340,0x408C00,28416,4,0x40CAC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00600100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00600100.MDT,3216128,50,0xA0001340,0x300280,28416,4,0x304140,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00600200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00600200.MDT,3044352,49,0xA0001340,0x2D6780,28416,4,0x2DA640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00605000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00605000.MDT,4766208,51,0xA0001340,0x47B580,28416,4,0x47F440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00605100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00605100.MDT,3173888,50,0xA0001340,0x2F5D80,28416,4,0x2F9C40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00605200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00605200.MDT,3442560,49,0xA0001340,0x337B00,28416,4,0x33B9C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630000.MDT,7486720,51,0xA0001340,0x715600,28416,4,0x7194C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630100.MDT,3812864,49,0xA0001340,0x394C00,28416,4,0x398AC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630200.MDT,2054272,44,0xA0001340,0x1E8480,28416,4,0x1EC340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630300.MDT,2488448,39,0xA0001340,0x251F00,28416,4,0x255DC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630400.MDT,2535552,44,0xA0001340,0x25D480,28416,4,0x261340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630500.MDT,3749888,47,0xA0001340,0x386200,28416,4,0x38A0C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630600.MDT,2750464,44,0xA0001340,0x26E480,28416,4,0x272340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630700.MDT,3582464,49,0xA0001340,0x35C580,28416,4,0x360440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630800.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630800.MDT,3666560,49,0xA0001340,0x370900,28416,4,0x3747C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00630900.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00630900.MDT,3564288,45,0xA0001340,0x356980,28416,4,0x35A840,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00635000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00635000.MDT,8806272,54,0xA0001340,0x855F00,28416,4,0x859DC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660000.MDT,1829888,44,0xA0001340,0x1B1380,28416,4,0x1B5240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660100.MDT,4317824,51,0xA0001340,0x40C180,28416,4,0x410040,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660200.MDT,4261888,50,0xA0001340,0x400E80,28416,4,0x404D40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660300.MDT,7359232,50,0xA0001340,0x6F3480,28416,4,0x6F7340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660400.MDT,4682496,40,0xA0001340,0x469800,28416,4,0x46D6C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660500.MDT,4590720,46,0xA0001340,0x453580,28416,4,0x457440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00660700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00660700.MDT,4670592,52,0xA0001340,0x466C00,28416,4,0x46AAC0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690000.MDT,7782272,49,0xA0001340,0x75A480,28416,4,0x75E340,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690200.MDT,7658752,48,0xA0001340,0x73E380,28416,4,0x742240,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690200.MDT,7658752,3,0x03100000,0x2CFD80,3799808,2,0x66E7D0,0x39EA50,4272,0,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690300.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690300.MDT,7617792,49,0xA0001340,0x731200,28416,4,0x7350C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690400.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690400.MDT,6397568,50,0xA0001340,0x608280,28416,4,0x60C140,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690500.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690500.MDT,5921408,50,0xA0001340,0x595900,28416,4,0x5997C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690600.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690600.MDT,7366400,52,0xA0001340,0x6F8880,28416,4,0x6FC740,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00690700.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00690700.MDT,2044544,44,0xA0001340,0x1E5E80,28416,4,0x1E9D40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00695000.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00695000.MDT,6914944,49,0xA0001340,0x688180,28416,4,0x68C040,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00695200.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00695200.MDT,6189696,46,0xA0001340,0x5D6D80,28416,4,0x5DAC40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/00700100.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/00700100.MDT,2596352,50,0xA0001340,0x26C500,28416,4,0x2703C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01030401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01030401.MDT,3810944,35,0xA0001340,0x396680,28416,4,0x39A540,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01051101.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01051101.MDT,4300672,32,0xA0001340,0x40D080,28416,4,0x410F40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01070401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01070401.MDT,4244480,32,0xA0001340,0x3FFA80,28416,4,0x403940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01080701.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01080701.MDT,3024128,44,0xA0001340,0x2D6A80,28416,4,0x2DA940,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01080801.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01080801.MDT,4600960,32,0xA0001340,0x456B00,28416,4,0x45A9C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01090401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01090401.MDT,1892864,44,0xA0001340,0x1C2A00,28416,4,0x1C68C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01140401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01140401.MDT,3649024,32,0xA0001340,0x36E300,28416,4,0x3721C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01150401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01150401.MDT,1122816,3,0x03100000,0x2080,1053952,1,0xF5D10,0xF3C90,55408,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01160301.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01160301.MDT,6884352,49,0xA0001340,0x685600,28416,4,0x6894C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01160901.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01160901.MDT,4958976,32,0xA0001340,0x4AD500,28416,4,0x4B13C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01180604.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01180604.MDT,4101248,32,0xA0001340,0x3DBE80,28416,4,0x3DFD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01210101.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01210101.MDT,5303424,49,0xA0001340,0x503880,28416,4,0x507740,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01210301.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01210301.MDT,3461248,42,0xA0001340,0x341780,28416,4,0x345640,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01210401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01210401.MDT,4827008,42,0xA0001340,0x48EE80,28416,4,0x492D40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01210501.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01210501.MDT,2556032,42,0xA0001340,0x264500,28416,4,0x2683C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01210502.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01210502.MDT,4439424,44,0xA0001340,0x430680,28416,4,0x434540,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01210801.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01210801.MDT,5071744,46,0xA0001340,0x4CAB80,28416,4,0x4CEA40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01240401.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01240401.MDT,7616128,48,0xA0001340,0x738280,28416,4,0x73C140,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01240501.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01240501.MDT,7341824,48,0xA0001340,0x6F5600,28416,4,0x6F94C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01240501.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01240501.MDT,7341824,3,0x03100000,0x222800,4909312,1,0x6CF690,0x4ACE90,6768,0,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/01250101.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/01250101.MDT,2940032,41,0xA0001340,0x2C2800,28416,4,0x2C66C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10214101.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10214101.MDT,4739200,32,0xA0001340,0x478580,28416,4,0x47C440,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10214102.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10214102.MDT,5190016,32,0xA0001340,0x4E5B80,28416,4,0x4E9A40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10214103.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10214103.MDT,5190016,32,0xA0001340,0x4E5B80,28416,4,0x4E9A40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10214104.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10214104.MDT,5190016,32,0xA0001340,0x4E5B80,28416,4,0x4E9A40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10360601.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10360601.MDT,4101248,32,0xA0001340,0x3DBE80,28416,4,0x3DFD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10360602.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10360602.MDT,4101248,32,0xA0001340,0x3DBE80,28416,4,0x3DFD40,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10450201.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10450201.MDT,4958976,32,0xA0001340,0x4AD500,28416,4,0x4B13C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
DATA/10630201.MDZ,build/central-battle-event-complete-v1/scenario-v2/mdt/10630201.MDT,3799168,35,0xA0001340,0x392800,28416,4,0x3966C0,0x3EC0,12352,1,STRUCTURAL_CANDIDATE,PENDING_RUNTIME_VALIDATION
