event_id,stream_key,segment_index,start_seconds,end_seconds,speaker,japanese_base,japanese_small,japanese_reviewed,japanese_status,korean_reviewed,korean_status,context_note,evidence,review_notes,source_batch
gr3_stream_0070,0x70,11,101.800,102.800,ユウキ,うん。これにはな。俺はこの目で見た真実だけが書き込まれる。,うん,ううん。,NEEDS_AUDIO_REVIEW,아니.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,12,103.400,112.700,アロンソ,うん。これにはな。俺はこの目で見た真実だけが書き込まれる。 | 私の真正の世界に立った一つ。俺だけの会図だ。,これにはな | 俺がこの目で見た真実だけが書き込まれる | 精神証明世界に立った一つ | 俺だけの怪図だ,これにはな、オレがこの目で見た真実だけが書き込まれる。世界にたった一つ、オレだけの海図だ。,NEEDS_AUDIO_REVIEW,여기에는 내가 이 눈으로 본 진실만 기록돼. 세상에 단 하나뿐인 나만의 해도지.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,13,114.000,125.000,ユウキ／アロンソ,世界に立った一つ。 | まだ見ぬ世界がある限り、会図は見関であり続ける。だからこそ。 | 俺の夢がここにある。,世界に立った一つ | まだ見ぬ世界がある限り | 怪図は未完成であり続ける | だからこそ、俺の夢がここにある!,世界にたった一つ……。／まだ見ぬ世界がある限り、海図は未完成であり続ける。だからこそ、オレの夢がここにある！,NEEDS_AUDIO_REVIEW,세상에 단 하나… / 아직 보지 못한 세계가 있는 한 해도는 계속 미완성일 거야. 그렇기에 내 꿈이 여기에 있어!,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,14,131.000,143.000,アロンソ,息子んで見たところで、船の姉を俺なんだ。ただのごみだな。 | けど、会図を永遠に見関のまま終わらせるぐらいなら、いっそ。,息込んでみたところで、船の根俺なんじゃただのゴミだな | けど、海図を永遠に未完のまま終わらせるぐらいなら、いっそ,意気込んでみたところで、船のねえオレなんざただのゴミだな。けど、海図を永遠に未完のまま終わらせるぐらいなら、いっそ……。,NEEDS_AUDIO_REVIEW,아무리 기세를 올려도 배 없는 난 그저 쓰레기지. 하지만 해도를 영원히 미완성인 채로 끝낼 바에는 차라리……,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,15,145.000,154.000,ミランダ,それにしても気に入らないね。こんな男に騙されて、上げくの果てにごたごたに巻き込まれてさ。,それにしても気に入らないねー | ねえ こんな男に騙されてあげくのはてにごたごたに巻き込まれてさ,それにしても気に入らないね。こんな男に騙されて、挙げ句の果てにゴタゴタに巻き込まれてさ。,NEEDS_AUDIO_REVIEW,그래도 마음에 안 들어. 이런 남자에게 속아서 결국 소동에 휘말렸잖아.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,16,154.800,163.600,ミランダ,けど、一番向かつくのはあの女よ。気づいてんでしょ?あんたがいくらばかでもさ。,けど 一番向かつくのはあの女よ | 気づいてんでしょ あんたがいくらバカでもさ,けど、一番むかつくのはあの女よ。気づいてんでしょ？ あんたがいくらバカでもさ。,NEEDS_AUDIO_REVIEW,하지만 제일 열받는 건 그 여자야. 아무리 네가 바보라도 눈치챘겠지?,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,17,164.000,174.400,アロンソ,あ、さっきの勝負で確信した。やつの手は、実中箱に重なだ。 | なったらなんで? | 部屋に勝つ手は考えてやる。 | パートナーが必要だ。,さっきの勝負で確信した 奴の手は十中八区いっかさまだ,さっきの勝負で確信した。奴の手は十中八九イカサマ。,NEEDS_AUDIO_REVIEW,아까 승부로 확신했어. 그 여자는 십중팔구 속임수를 쓰고 있어.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,18,174.400,175.600,ミランダ,パートナーが必要だ。,だったらなんで?,だったらなんで？,NEEDS_AUDIO_REVIEW,그렇다면 왜?,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,19,176.700,183.600,アロンソ,パートナーが必要だ。 | パートナー? | つまり、こういうことだ。 | バ、バナ!,ビアンカに勝つでは考えてある | パートナーが必要だ,ビアンカに勝つ手は考えてある。パートナーが必要だ。,NEEDS_AUDIO_REVIEW,비앙카에게 이길 방법은 생각해 뒀어. 파트너가 필요해.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,20,184.400,185.200,ミランダ,バ、バナ!,パートナー?,パートナー？,NEEDS_AUDIO_REVIEW,파트너?,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,21,186.100,187.800,アロンソ,バ、バナ! | そんなことできるわけないでしょ?,つまり、こういうことだ,つまり、こういうことだ。,NEEDS_AUDIO_REVIEW,그러니까 이런 거지.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,22,191.200,194.600,ミランダ,はっ! | うっ!,バカ! | そんなことできるわけないっしょ?,バカ！ そんなことできるわけないでしょ！,NEEDS_AUDIO_REVIEW,바보! 그런 걸 할 수 있을 리 없잖아!,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,23,195.000,195.800,アロンソ,うっ!,勝つためだ,勝つためだ。,NEEDS_AUDIO_REVIEW,이기기 위해서야.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,24,204.400,208.400,アロンソ,うっ! | つまり、OKってことだな。,つまり、オケってことだな,つまり、オーケーってことだな。,NEEDS_AUDIO_REVIEW,그럼 허락한 거로군.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,25,208.400,211.400,ミランダ,つまり、OKってことだな。 | ふっ、知らないわよ。,んっ、知らないわよ,ふん、知らないわよ。,NEEDS_AUDIO_REVIEW,"흥, 난 몰라.",DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0070,0x70,26,211.400,218.400,アロンソ,ふっ、知らないわよ。 | カビンの奥に真質なる。 | 好きに使ってやすんでこれ。 | あつの勝利のためにな。,キャビンの奥に寝室がある | 隙に使って休んでくれ | 明日の勝利のためにな,キャビンの奥に寝室がある。好きに使って休んでくれ。明日の勝利のためにな。,NEEDS_AUDIO_REVIEW,선실 안쪽에 침실이 있어. 편히 쓰고 쉬어. 내일의 승리를 위해서 말이야.,DRAFT_CONTEXT_REVIEWED,알론소의 선실에서 해도와 미란다의 승부 계획을 확인,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0071,0x71,0,9.000,12.500,ビアンカ,さあ、覚悟の程を聞かせてもらおうかい?アルフィナ。ん? 海の男の何かけて近づく?今日の勝負?俺はこの俺自身をかける?もしも俺が負けた時は?,さあ、覚悟の程を聞かせてもらおうかい?,さあ、覚悟のほどを聞かせてもらおうかい？,NEEDS_AUDIO_REVIEW,"자, 각오가 어느 정도인지 들어 볼까?",DRAFT_CONTEXT_REVIEWED,비앙카와의 재승부에서 알론소가 자신을 건다고 선언,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0071,0x71,1,17.000,24.000,アロンソ,さあ、覚悟の程を聞かせてもらおうかい?アルフィナ。ん? 海の男の何かけて近づく?今日の勝負?俺はこの俺自身をかける?もしも俺が負けた時は?,海の男の何かけて誓う! | 今日の勝負! | 俺はこの俺自信をかける!,海の男の名にかけて誓う。今日の勝負、オレはこのオレ自身を賭ける！,NEEDS_AUDIO_REVIEW,바다 사나이의 이름을 걸고 맹세하지. 오늘 승부에 나 자신을 걸겠어!,DRAFT_CONTEXT_REVIEWED,비앙카와의 재승부에서 알론소가 자신을 건다고 선언,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0071,0x71,2,27.000,34.000,アロンソ,さあ、覚悟の程を聞かせてもらおうかい?アルフィナ。ん? 海の男の何かけて近づく?今日の勝負?俺はこの俺自身をかける?もしも俺が負けた時は? | そこにいるビアンガと結構する!,もしも俺が負けた時は | そこにいる美安家と結婚する,もしもオレが負けた時は、そこにいるビアンカと結婚する！,NEEDS_AUDIO_REVIEW,내가 지면 저기 있는 비앙카와 결혼하겠다!,DRAFT_CONTEXT_REVIEWED,비앙카와의 재승부에서 알론소가 자신을 건다고 선언,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0071,0x71,3,38.000,41.000,ミランダ／ユウキ／アルフィナ,あ?結構? | え?,はぁ?結婚!? | え?,はあ？ 結婚!?／えっ？／えっ？,NEEDS_AUDIO_REVIEW,뭐? 결혼!? / 뭐? / 네?,DRAFT_CONTEXT_REVIEWED,비앙카와의 재승부에서 알론소가 자신을 건다고 선언,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0071,0x71,4,42.000,45.000,ミランダ,ちょうどなんじゃないわよ。そんなあほの話じゃったらどれないわよ? | なぁにこちゃこちゃいってんない!,ちょなんじゃないわよ | そんなアホな話だったら乗れないわよ,冗談じゃないわよ！ そんなアホな話、認めないわよ！,NEEDS_AUDIO_REVIEW,농담하지 마! 그런 바보 같은 이야기는 인정 못 해!,DRAFT_CONTEXT_REVIEWED,비앙카와의 재승부에서 알론소가 자신을 건다고 선언,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0071,0x71,5,45.000,51.000,ビアンカ,なぁにこちゃこちゃいってんない! | とっとっとゲームを始めるよ!,なぁにゴチャゴチャ言ってんだい | とっとっとゲームを始めるよ,なにゴチャゴチャ言ってんだい！ とっととゲームを始めるよ！,NEEDS_AUDIO_REVIEW,뭘 주절주절 떠드는 거야! 어서 게임을 시작해!,DRAFT_CONTEXT_REVIEWED,비앙카와의 재승부에서 알론소가 자신을 건다고 선언,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0072,0x72,0,0.000,6.000,ミランダ,ガンバッティオアロウソー。 私たちの未来のためにさ。,ガンバッテヨ、アロンソ。 | 私たちの未来のためにさ。,頑張ってよ、アロンソ。私たちの未来のためにさ。,NEEDS_AUDIO_REVIEW,"힘내, 알론소. 우리 미래를 위해서 말이야.",DRAFT_CONTEXT_REVIEWED,승부 중 미란다가 비앙카의 질투를 유도,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0072,0x72,1,6.000,9.000,ミランダ／ビアンカ,ガンバッティオアロウソー。 私たちの未来のためにさ。,うふふふ。 | えぇ?,うふふふ。／ええっ？,NEEDS_AUDIO_REVIEW,우후후. / 뭐라고?,DRAFT_CONTEXT_REVIEWED,승부 중 미란다가 비앙카의 질투를 유도,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0072,0x72,2,10.000,15.000,ビアンカ,うふふふ。 | え? | このメッツイネー! 私のアロウソにするよるんじゃないよ!,このメッツイネ! | 私のアロンソにすりおるんじゃないや!,このメスギツネ！ 私のアロンソにすり寄るんじゃないよ！,NEEDS_AUDIO_REVIEW,이 여우 같은 계집애! 내 알론소에게 들러붙지 마!,DRAFT_CONTEXT_REVIEWED,승부 중 미란다가 비앙카의 질투를 유도,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,0,0.000,7.000,観客／ビアンカ,アロンスの勝ちだ!やったぜ!アロンスが勝った!アロンスが勝った!,アロンソの勝ちだ! | やったぜ! | アロンソの勝った! | おだまり!,アロンソの勝ちだ！ やったぜ！／おだまり！,NEEDS_AUDIO_REVIEW,알론소가 이겼다! 해냈어! / 조용히 해!,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,1,9.000,17.000,ビアンカ,アロンスの勝ちだ!やったぜ!アロンスが勝った!アロンスが勝った! | おだまり!なんで12が出ないんだい?なんで?,なんで十二が出ないんだい?なんで? | はめあがったね、アロンソ!,なんで十二が出ないんだい？ なんで？ はめやがったね、アロンソ！,NEEDS_AUDIO_REVIEW,"왜 12가 안 나온 거야? 왜? 날 속였구나, 알론소!",DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,2,31.000,35.500,ミランダ,えぇ?わかってたんだ!12が出るって! | うーん?,えぇー? わかってたんだ | 12が出るって,へえ？ 分かってたんだ。十二が出るって。,NEEDS_AUDIO_REVIEW,그래? 12가 나올 줄 알고 있었구나.,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,3,36.500,38.500,観客,イカ様だ!光るぞ!,いかさまだ! | 来たねえぞ!,イカサマだ！ 汚ねえぞ！,NEEDS_AUDIO_REVIEW,속임수다! 더럽게 구는군!,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,4,41.500,52.500,ミランダ,おだまり! | あんたの負けはっと… | おい、もう計算すれだけしないね | この年前どうつけてもらおうかしら? | ひっ…ひっ…,さあ勝負は終わり! | あんたの負けはーっと | おや | もう計算すれだけしないね | この落とし前 | どうつけてもらおうかしら?,さあ、勝負は終わり。あんたの負けは……っと。おや、もう計算するだけ無駄みたいね。この落とし前、どうつけてもらおうかしら？,NEEDS_AUDIO_REVIEW,"자, 승부는 끝났어. 네가 잃은 돈은… 어라, 계산하는 것도 소용없겠네. 이 책임은 어떻게 질 거야?",DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,5,55.500,67.000,ビアンカ,ハ…ハライバンだ!ローハライバー!ほら! | はぁ… | これで足りなきゃ、まだ指はまあるさ!,はっ | 払えばいいんだろ払えば! ほら! | これで足りなきゃ | まだ指輪もあるさ,払えばいいんだろ、払えば！ ほら！ これで足りなきゃ、まだ指輪もあるさ！,NEEDS_AUDIO_REVIEW,"갚으면 되잖아, 갚으면! 자! 이걸로 부족하면 반지도 더 있어!",DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,6,76.000,88.000,ミランダ,ふざけじゃないよ! | ほんとに欲しいもんがあんなら、自力で取ってごらん! | それができなきゃ、あんたは一生巻き寝さ!,ふざけんじゃないよ! | 本当に欲しいものがあんなら | 実力で取ってごらん | これができなきゃ | あんたは一生負け犬さ,ふざけんじゃないよ！ 本当に欲しいものがあるなら、実力で取ってごらん！ それができなきゃ、あんたは一生負け犬さ！,NEEDS_AUDIO_REVIEW,웃기지 마! 정말 원하는 게 있다면 네 힘으로 얻어 봐! 그러지 못하면 평생 패배자로 사는 거야!,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,7,90.000,94.000,ビアンカ,おぼれてなぁ!,お、覚えてんな!,お、覚えてな！,NEEDS_AUDIO_REVIEW,"두, 두고 봐!",DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,8,98.000,103.000,アロンソ,この金は全員で山上げだ! | おっとかいよ!,この金は全員で山分けだ! | 男よ!,この金は全員で山分けだ！,NEEDS_AUDIO_REVIEW,이 돈은 모두가 나눠 갖자!,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,9,109.000,110.000,アロンソ,悪くな?,悪かったな,悪かったな。,NEEDS_AUDIO_REVIEW,미안했어.,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,10,113.000,120.000,ミランダ,うぅ…しっかりじゃん、あんな! | 会場をイカ様でいばおうだなんて、バチャートリム良いところだわ!,しかしあの女 | 愛情を生かさまで奪おうだなんて | あっちゃんとりもいいとこだわ,しかし、あの女。愛情をイカサマで奪おうだなんて、厚かましいにもほどがあるわ！,NEEDS_AUDIO_REVIEW,"그 여자도 참. 사랑을 속임수로 빼앗으려 하다니, 뻔뻔한 것도 정도가 있지!",DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,후반 일본어 두 모델 불명확,p1_early.csv
gr3_stream_0073,0x73,11,120.500,129.000,アロンソ,気持ちはわかるけど、あまり進めないで、やらないか… | あれが、配置なりのすべだったさ…,気持ちはわかるけど | あまり攻めないでやられないか | あれが | あいつなりの素手だったんださ,気持ちは分かるけど、あまり責めないでやらないか。あれが、あいつなりの術だったのさ。,NEEDS_AUDIO_REVIEW,네 마음은 알겠지만 너무 몰아붙이지 말자. 그게 그 여자 나름의 방식이었던 거야.,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,12,130.800,140.000,アロンソ,あらくれどもの中、こんな1人で生きていくためのが… | もっと違った形で出会ってたら、これだって…,原くれどもの中 | こんな一人で生きていくためのな | もっと違った形で出会ってたら | 俺だって,荒くれどもの中、女一人で生きていくためのな。もっと違った形で出会ってたら、オレだって……。,NEEDS_AUDIO_REVIEW,거친 녀석들 틈에서 여자 혼자 살아가기 위한 방식 말이야. 좀 다른 식으로 만났다면 나도……,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,13,140.200,144.000,ミランダ／アロンソ,え? | あ? | う?,えっ? | フッフッ | あ? | ん?,えっ？／ふふっ。,NEEDS_AUDIO_REVIEW,뭐? / 후훗.,DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0073,0x73,14,145.500,149.500,アロンソ,そっ!胸を出すで! | 準備ができたら散歩し終了だ!,さあ! | 胸を出すぜ! | 準備ができたら三橋集合だ!,さあ、胸を出すぜ！ 準備ができたら桟橋集合だ！,NEEDS_AUDIO_REVIEW,"자, 출항한다! 준비되면 부두로 모여!",DRAFT_CONTEXT_REVIEWED,비앙카의 속임수가 드러나고 알론소가 승리,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,胸を出す/船を出す 판별 필요,p1_early.csv
gr3_stream_0076,0x76,0,0.000,11.400,ウル,ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユ,ヨウ、らしくないじゃん、カーロンソー。 | ヨウ。,よう、らしくないじゃんか、アロンソ。,NEEDS_AUDIO_REVIEW,"여어, 알론소답지 않잖아.",DRAFT_CONTEXT_REVIEWED,선상에서 알론소 일행이 울과 비룡 시바를 만남,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0076,0x76,1,13.000,18.200,アロンソ,ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユ,助かったぜ、ヨル。絶妙なタイミングだ。,助かったぜ、ウル。絶妙なタイミングだ。,NEEDS_AUDIO_REVIEW,"살았어, 울. 절묘한 타이밍이었어.",DRAFT_CONTEXT_REVIEWED,선상에서 알론소 일행이 울과 비룡 시바를 만남,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0076,0x76,2,18.200,25.400,ウル,ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユ,助かったぜ、ヨル。絶妙なタイミングだ。 | ペテランのアンタが、船食いどりのナーバリに突っ込むなんて、どうかしてるぜ。 | いや、変なんだ、それが。,ベテランのあんたが、船食い鳥の縄張りに突っ込むなんて、どうかしてるぜ。,NEEDS_AUDIO_REVIEW,"베테랑인 네가 배잡이새의 영역에 들어가다니, 제정신이 아니야.",DRAFT_CONTEXT_REVIEWED,선상에서 알론소 일행이 울과 비룡 시바를 만남,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
gr3_stream_0076,0x76,3,25.400,31.800,アロンソ,ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユ | ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、ユウキ、アルフィナ、エメリウス、,いや、変なんだ、それが。 | 俺の調べじゃこんなところに奴らがいるはずはないんだな,いや、変なんだ、それが。オレの調べじゃ、こんなところに奴らがいるはずはないんだが。,NEEDS_AUDIO_REVIEW,"아니, 그게 이상해. 내가 조사한 바로는 이런 곳에 녀석들이 있을 리 없는데.",DRAFT_CONTEXT_REVIEWED,선상에서 알론소 일행이 울과 비룡 시바를 만남,whisper_base+whisper_small_independent; scenario_standard=NO_EXACT_MATCH; public_english_script=CONTEXT_ONLY,,p1_early.csv
