anchor,other,score,byte_class_3gram_jaccard,prefix4_equal,class_equal,message_count_score,message_position_score,unknown_role_score,anchor_class,other_class,anchor_size,other_size,method
00120000:0x015D2006,00150100:0x015C3003,0.454419,0.686047,False,False,0.666667,0.0,0.8,0x2000,0x3000,1440,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x0D824000,0.454275,0.739583,False,False,0.571429,0.0,0.727273,0x3000,0x4000,944,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x047A2003,0.453246,0.778947,False,False,0.5,0.0,0.666667,0x3000,0x2000,944,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00150100:0x01F95001,0.453175,0.507937,False,False,1.0,0.0,1.0,0x3000,0x5000,80,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00150100:0x02065002,0.453175,0.507937,False,False,1.0,0.0,1.0,0x3000,0x5000,96,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x00B62002,0.452469,0.506173,False,False,1.0,0.0,1.0,0x3000,0x2000,80,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00030100:0x00F13003,0.451208,0.567901,True,True,0.071429,0.0,0.133333,0x3000,0x3000,80,1536,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x01813004,0.451136,0.739583,False,False,0.5,0.090909,0.666667,0x2000,0x3000,2024,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x01F95001,0.45,0.5,False,False,1.0,0.0,1.0,0x3000,0x5000,80,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x0C843001,0.449095,0.506667,True,True,0.142857,0.0,0.25,0x3000,0x3000,72,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x011E3000,0.448333,0.4625,True,True,0.2,0.0,0.333333,0x3000,0x3000,72,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x0CDE3000,0.447946,0.693182,False,False,0.625,0.0,0.769231,0x5000,0x3000,360,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00150100:0x015C3003,0.447468,0.493671,False,False,1.0,0.0,1.0,0x6000,0x3000,312,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00396001,00150100:0x015C3003,0.447468,0.493671,False,False,1.0,0.0,1.0,0x6000,0x3000,312,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00396001,00150100:0x015C3003,0.447468,0.493671,False,False,1.0,0.0,1.0,0x6000,0x3000,312,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x015C3003,00151100:0x00396001,0.447468,0.493671,False,False,1.0,0.0,1.0,0x3000,0x6000,296,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00150100:0x00602000,0.446082,0.719101,False,False,0.571429,0.0,0.727273,0x3000,0x2000,720,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x08562001,0.446025,0.804348,False,False,0.428571,0.0,0.6,0x3000,0x2000,1536,2072,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00120000:0x0D5F5002,0.445238,0.488095,False,False,1.0,0.0,1.0,0x3000,0x5000,80,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00396001,00030100:0x022C5000,0.445,0.4875,False,False,1.0,0.0,1.0,0x6000,0x5000,312,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x00396001,0.445,0.4875,False,False,1.0,0.0,1.0,0x5000,0x6000,208,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00150100:0x00396001,0.445,0.4875,False,False,1.0,0.0,1.0,0x5000,0x6000,208,312,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00151100:0x00396001,0.445,0.4875,False,False,1.0,0.0,1.0,0x5000,0x6000,208,384,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x0CDE3000,0.443639,0.506667,True,True,0.125,0.0,0.222222,0x3000,0x3000,72,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x015D2006,0.443387,0.797753,False,False,0.428571,0.0,0.6,0x3000,0x2000,944,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x00AC2001,0.443333,0.483333,False,False,1.0,0.0,1.0,0x3000,0x2000,80,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00150100:0x011E3000,0.443182,0.78125,False,False,0.454545,0.0,0.625,0x2000,0x3000,4936,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x00AC2001,0.442771,0.481928,False,False,1.0,0.0,1.0,0x5000,0x2000,280,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00030100:0x00F13003,0.441769,0.544304,True,True,0.071429,0.0,0.133333,0x3000,0x3000,80,1536,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00C43000,00150100:0x02065002,0.440769,0.476923,False,False,1.0,0.0,1.0,0x3000,0x5000,112,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00120000:0x0D824000,0.440696,0.747573,False,False,0.5,0.0,0.666667,0x2000,0x4000,3848,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00150100:0x01CB5000,0.44026,0.704545,False,False,0.571429,0.0,0.727273,0x3000,0x5000,720,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00B62002,00150100:0x02065002,0.440244,0.47561,False,False,1.0,0.0,1.0,0x2000,0x5000,512,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00150100:0x00602000,0.439794,0.829787,False,True,0.363636,0.0,0.533333,0x2000,0x2000,4936,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00150100:0x01CB5000,0.438586,0.646465,False,False,0.666667,0.0,0.8,0x2000,0x5000,2072,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00120000:0x0D824000,0.437821,0.740385,False,False,0.5,0.0,0.666667,0x2000,0x4000,2024,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x00602000,0.437121,0.738636,False,False,0.5,0.0,0.666667,0x3000,0x2000,640,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x02112002,0.436454,0.88172,False,True,0.272727,0.0,0.428571,0x2000,0x2000,1440,4936,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00120000:0x015D2006,0.435795,0.8125,False,True,0.375,0.0,0.545455,0x2000,0x2000,2024,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00120000:0x0D5F5002,0.435366,0.463415,False,False,1.0,0.0,1.0,0x3000,0x5000,80,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x015C3003,0.434545,0.636364,False,False,0.666667,0.0,0.8,0x5000,0x3000,392,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x011E3000,0.434474,0.673684,False,False,0.6,0.0,0.75,0x5000,0x3000,392,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x0C843001,0.433377,0.772727,False,False,0.428571,0.0,0.6,0x2000,0x3000,1440,720,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00150100:0x011E3000,0.433085,0.817204,False,False,0.357143,0.0,0.526316,0x2000,0x3000,3920,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x01F95001,0.433051,0.457627,False,False,1.0,0.0,1.0,0x3000,0x5000,72,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x00B62002,0.432716,0.45679,False,False,1.0,0.0,1.0,0x3000,0x2000,72,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00150100:0x00B62002,0.431818,0.829545,False,True,0.333333,0.0,0.5,0x2000,0x2000,1440,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00150100:0x01CB5000,0.431322,0.724138,False,False,0.5,0.0,0.666667,0x3000,0x5000,640,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00120000:0x0D5F5002,0.43,0.45,False,False,1.0,0.0,1.0,0x3000,0x5000,72,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0C843001,00120000:0x0D2E5001,0.428831,0.761364,False,False,0.428571,0.0,0.6,0x3000,0x5000,720,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x01CB5000,0.428007,0.673913,False,False,0.571429,0.0,0.727273,0x3000,0x5000,944,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00120000:0x0D824000,0.427982,0.715789,False,False,0.5,0.0,0.666667,0x3000,0x4000,640,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x00AC2001,0.426271,0.440678,False,False,1.0,0.0,1.0,0x3000,0x2000,72,80,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00602000,00150100:0x015C3003,0.426004,0.710843,False,False,0.5,0.0,0.666667,0x2000,0x3000,608,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x0D2E5001,0.425833,0.614583,False,False,0.666667,0.0,0.8,0x6000,0x5000,456,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x0D2E5001,0.425833,0.614583,False,False,0.666667,0.0,0.8,0x6000,0x5000,456,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00150100:0x00006000,0.425833,0.614583,False,False,0.666667,0.0,0.8,0x5000,0x6000,392,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00151100:0x00006000,0.425833,0.614583,False,False,0.666667,0.0,0.8,0x5000,0x6000,392,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00150100:0x011E3000,0.425748,0.78125,False,False,0.384615,0.0,0.555556,0x2000,0x3000,3984,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00150100:0x00602000,0.425128,0.829787,False,True,0.307692,0.0,0.470588,0x2000,0x2000,3984,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x06642004,0.424804,0.88172,False,True,0.230769,0.0,0.375,0x2000,0x2000,1440,3984,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00120000:0x0D2E5001,0.423824,0.647059,False,False,0.6,0.0,0.75,0x2000,0x5000,2640,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00150100:0x01813004,0.422772,0.787234,False,False,0.363636,0.0,0.533333,0x2000,0x3000,4936,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x09592005,0.421653,0.627451,False,False,0.625,0.0,0.769231,0x5000,0x2000,360,3848,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00030100:0x00F13003,0.421516,0.493671,True,True,0.071429,0.0,0.133333,0x3000,0x3000,72,1536,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x0B3A2007,0.420182,0.784946,False,False,0.357143,0.0,0.526316,0x3000,0x2000,1536,2640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x0CDE3000,0.419886,0.772727,False,False,0.375,0.0,0.545455,0x2000,0x3000,1440,640,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x047A2003,0.419611,0.880435,False,True,0.214286,0.0,0.352941,0x2000,0x2000,1440,3920,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x00602000,0.419217,0.621359,False,False,0.625,0.0,0.769231,0x5000,0x2000,360,2024,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x02465001,00120000:0x015D2006,0.419167,0.635417,False,False,0.6,0.0,0.75,0x5000,0x2000,360,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00B62002,00150100:0x015C3003,0.417857,0.690476,False,False,0.5,0.0,0.666667,0x2000,0x3000,512,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x011E3000,0.416976,0.73913,False,False,0.416667,0.0,0.588235,0x2000,0x3000,720,496,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00D23001,00150100:0x02065002,0.416667,0.416667,False,False,1.0,0.0,1.0,0x3000,0x5000,80,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x02112002,00120000:0x0D824000,0.414675,0.76699,False,False,0.363636,0.0,0.533333,0x2000,0x4000,4936,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00120000:0x015D2006,0.414579,0.842697,False,True,0.25,0.0,0.4,0x2000,0x2000,720,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x0D824000,0.413832,0.680412,False,False,0.5,0.0,0.666667,0x6000,0x4000,456,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x0D824000,0.413832,0.680412,False,False,0.5,0.0,0.666667,0x6000,0x4000,456,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D824000,00150100:0x00006000,0.413832,0.680412,False,False,0.5,0.0,0.666667,0x4000,0x6000,1256,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D824000,00151100:0x00006000,0.413832,0.680412,False,False,0.5,0.0,0.666667,0x4000,0x6000,1256,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x08562001,00120000:0x0D2E5001,0.413667,0.68,False,False,0.5,0.0,0.666667,0x2000,0x5000,2072,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00BA3006,00150100:0x02065002,0.4125,0.40625,False,False,1.0,0.0,1.0,0x3000,0x5000,80,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00602000,00150100:0x00B62002,0.412384,0.837209,False,True,0.25,0.0,0.4,0x2000,0x2000,608,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00150100:0x00602000,0.410706,0.808511,False,True,0.285714,0.0,0.444444,0x2000,0x2000,3920,608,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x015D2006,0.410303,0.575758,False,False,0.666667,0.0,0.8,0x6000,0x2000,456,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x015D2006,0.410303,0.575758,False,False,0.666667,0.0,0.8,0x6000,0x2000,456,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00150100:0x00006000,0.410303,0.575758,False,False,0.666667,0.0,0.8,0x2000,0x6000,1440,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00151100:0x00006000,0.410303,0.575758,False,False,0.666667,0.0,0.8,0x2000,0x6000,1440,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00120000:0x0D824000,0.409384,0.76699,False,False,0.307692,0.0625,0.470588,0x2000,0x4000,3984,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00150100:0x00AC2001,00150100:0x02065002,0.40873,0.396825,False,False,1.0,0.0,1.0,0x2000,0x5000,80,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00DC3004,00150100:0x02065002,0.408621,0.396552,False,False,1.0,0.0,1.0,0x3000,0x5000,72,104,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00120000:0x0D2E5001,0.408157,0.709677,False,False,0.428571,0.0,0.6,0x3000,0x5000,944,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x06642004,00150100:0x01813004,0.408106,0.787234,False,False,0.307692,0.0,0.470588,0x2000,0x3000,3984,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00602000,00150100:0x01813004,0.405618,0.764045,False,False,0.333333,0.0,0.5,0x2000,0x3000,720,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x0D5F5002,0.405196,0.658824,False,True,0.5,0.0,0.666667,0x5000,0x5000,208,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x09592005,00150100:0x01CB5000,0.403053,0.653465,False,False,0.5,0.0,0.666667,0x2000,0x5000,3848,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x047A2003,00150100:0x01813004,0.40128,0.784946,False,False,0.285714,0.0,0.444444,0x2000,0x3000,3920,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x015D2006,0.401277,0.553191,False,False,0.666667,0.0,0.8,0x5000,0x2000,208,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0B3A2007,00150100:0x00B62002,0.401111,0.844444,False,True,0.2,0.0,0.333333,0x2000,0x2000,2640,512,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00602000,00150100:0x01CB5000,0.40049,0.647059,False,False,0.5,0.0,0.666667,0x2000,0x5000,2024,368,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x015C3003,0.40049,0.647059,False,False,0.5,0.0,0.666667,0x5000,0x3000,280,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00120000:0x0D824000,0.399731,0.645161,False,False,0.5,0.0,0.666667,0x5000,0x4000,208,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0CDE3000,00120000:0x0D2E5001,0.399684,0.722222,False,False,0.375,0.0,0.545455,0x3000,0x5000,640,392,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00030100:0x02465001,0.398981,0.711111,False,False,0.357143,0.055556,0.526316,0x3000,0x5000,1536,360,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x022C5000,00150100:0x01813004,0.395784,0.635294,False,False,0.5,0.0,0.666667,0x5000,0x3000,208,592,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x0D824000,0.39467,0.768421,False,False,0.285714,0.0,0.444444,0x3000,0x4000,1536,1256,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D2E5001,00120000:0x0D5F5002,0.394505,0.736264,False,True,0.333333,0.0,0.5,0x5000,0x5000,392,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x02135003,0.39321,0.358025,False,True,1.0,0.0,1.0,0x5000,0x5000,280,128,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x01B13005,00150100:0x015C3003,0.392302,0.7625,False,True,0.285714,0.0,0.444444,0x3000,0x3000,944,296,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00E53002,00030100:0x022C5000,0.391667,0.625,False,False,0.5,0.0,0.666667,0x3000,0x5000,96,208,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x015D2006,00120000:0x0D5F5002,0.391304,0.728261,False,False,0.333333,0.0,0.5,0x2000,0x5000,1440,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00006000,00120000:0x0D5F5002,0.391129,0.623656,False,False,0.5,0.0,0.666667,0x6000,0x5000,456,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x00006000,00120000:0x0D5F5002,0.391129,0.623656,False,False,0.5,0.0,0.666667,0x6000,0x5000,456,280,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00150100:0x00006000,0.391129,0.623656,False,False,0.5,0.0,0.666667,0x5000,0x6000,280,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00120000:0x0D5F5002,00151100:0x00006000,0.391129,0.623656,False,False,0.5,0.0,0.666667,0x5000,0x6000,280,456,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
00030100:0x00F13003,00120000:0x015D2006,0.391032,0.808989,False,False,0.214286,0.0,0.352941,0x3000,0x2000,1536,1440,byte-class 3-gram 0.40 + prefix4 0.20 + message-count 0.15 + message-position 0.15 + UNKNOWN-role 0.10
