pattern_type,scope,window,pattern_key,normalized_pattern,count,min_size,max_size,classes,resource_ids,roles,candidate_kind,evidence,confidence,sample_location,sample_raw_hex
exact,message_window,post32,47492de9c83049309e5c3b621d34346082f7ac859bdde1d7601bee316e6b0cfa,,1,32,32,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053376B,0d 00 ff ff ff ff e0 00 50 00 42 0e 00 33 00 8b 95 94 b5 c2 92 94 7f 77 9c 82 9c 95 98 08 e0 47
exact,message_window,pre32,589b43519946de2273832687b81d637d493cda865c8427207a1e2695f71423d5,,1,32,32,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053388C,93 7e 4d f0 e8 f0 4e f0 9e f2 95 98 08 9c f3 8b 93 9c 43 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,message_window,pre16,19e613e33b508d3885d5f3c9997b2819e235b6f4cd46dd499d3f0a24c4b97063,,1,16,16,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053388C,93 9c 43 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,message_window,post16,d4908017ce76c76e9066dfb1fd6829b2da67ae54a5e9138d456647595f061688,,1,16,16,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053388C,02 03 00 05 23 06 03 10 30 fa 30 0d 00 ff ff ff
exact,message_window,post32,aacb4914e4859c055bb8f49f81fe4fc6ac9f091d2a056c3df305356e3aa80bcd,,1,32,32,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053388C,02 03 00 05 23 06 03 10 30 fa 30 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 80 00 87 94 b5 87 94 b5
exact,message_window,pre32,af1fcfeb88752989044729527b7ea48ec8a03b94b27075864f6702e903e0e3ac,,1,32,32,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533973,a0 9d 46 08 d5 f2 26 f3 9d c1 f5 84 94 b5 77 90 79 93 ba 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
exact,message_window,pre16,375cc81c65f2f32c2d33d93b0736dd4620e576a7250af8f9012276cc7f8e018e,,1,16,16,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533973,79 93 ba 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
exact,message_window,post16,54b94159eb758bfb6fa4ef9be936113fc92cab648c61732dc50ccb40833b1140,,1,16,16,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533973,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 80 00 77
exact,message_window,post32,f60e55b13dd00c68814e6191f311fc9ea90a114cde7d26add73d127cab368a9d,,1,32,32,0x2000,0x047A2003,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533973,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 80 00 77 b6 74 21 aa f0 9d 77 92 95 98 21 9c c2 7e 08 aa
exact,message_window,pre32,89bd9c39c1af27a8e4f2c258496edacfdea9f37a60b4ab7ede7b11e7886be8b0,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533B9B,87 9a 80 99 08 82 92 a2 bd 61 f2 8b b5 9f 7a 93 bf 7c 44 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,message_window,pre16,10fc986c0e369286b8fe6c8a99530d61de8765a1341eb9d31e9e2eab2ff213c1,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533B9B,bf 7c 44 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,message_window,post8,3f1edb193ee71b75d0e549b9cfa3dba5b7e53ce20ddbe6d408af7992297387d0,,2,8,8,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533B9B,02 03 00 02 24 06 02 10
exact,message_window,post16,28285d290a765546a6cf6b347ed9f2f22a6673a62db417e1e2a2d664537c7aef,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533B9B,02 03 00 02 24 06 02 10 30 ca 34 0d 00 ff ff ff
exact,message_window,post32,dd168e551cfc3bd553e0536d1ab5a7a9b7a2508ad30a7831dd65c65bde7513ab,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533B9B,02 03 00 02 24 06 02 10 30 ca 34 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 90 79 93 43 21 c4
exact,message_window,pre32,2dd8cc12e679c280d63b2c0a4ad85818feb9ad7231380d2397c6c7481459397d,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533C26,75 c2 92 bb 08 c4 ec cf a0 86 9a ec f1 95 98 c2 a0 7e 42 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00
exact,message_window,pre16,807068a7a88f2d7af92d95f3ae378d862c1805a75f14d80b390b05c2debbd69e,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533C26,a0 7e 42 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00
exact,message_window,post16,60e75ae35fc1c554ccb4443b23e1a87a182481e5349c287b892b9e29b36bc89b,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533C26,0d 00 ff ff ff ff d0 00 50 00 81 0e 00 81 00 46
exact,message_window,post32,1bedf587f72df7bcd1eedfc4cc84fa9d56ae3dc413f4aff3616b855e25aff8b6,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533C26,0d 00 ff ff ff ff d0 00 50 00 81 0e 00 81 00 46 c4 ec cf 7f b0 f3 95 98 80 92 42 08 90 8a 98 ea
exact,message_window,pre32,426ce4d2ad8709820ad3d991e3875db16a9f3ede5548b9db74b834770adab394,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533CA3,ec cf a1 08 a0 f1 ed f0 9e f2 a0 ba 79 9c 61 f2 93 9c 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00
exact,message_window,pre16,a1a0c86dd9c7eb4e90f3f7fd47db0e130927069621d12dee67bf77e9bb65f66b,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533CA3,93 9c 43 0d ff 00 0d 00 ff ff ff ff e0 00 50 00
exact,message_window,post8,499bbe3cd88c141539acd7723b71ab17c5d4647a8445ce654724baca2042e040,,3,8,8,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533CA3,02 03 00 05 24 06 03 10
exact,message_window,post16,8db56c16b012a1fccf79f5e57250bb98f34be77ba700b572349db43525cff128,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533CA3,02 03 00 05 24 06 03 10 30 15 35 0d 00 ff ff ff
exact,message_window,post32,f96038c88bbe1f98fd0f1400fcadff0cae2a39d6dfe9c6717e245fcd82df0066,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533CA3,02 03 00 05 24 06 03 10 30 15 35 0d 00 ff ff ff ff a0 00 50 00 81 0e 00 81 00 c4 ec cf 7f 23 f6
exact,message_window,pre32,da515586216e4c7902bc78de386b4f0d329de449e2a93be606eb080693504468,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533EBC,ce f1 c0 95 92 43 08 b6 95 a3 21 7e 95 94 7a 47 8f e4 43 0d ff 00 0d 00 ff ff ff ff 50 00 14 00
exact,message_window,pre16,33b81c9fc41f22f172ca86515e45ddf7a2c2a48a78ba1eb9721f6e1a339bf4b5,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533EBC,8f e4 43 0d ff 00 0d 00 ff ff ff ff 50 00 14 00
exact,message_window,pre8,fc16aadc1aaa6e5039a4b4b3d2916716428123668cc82dab23b77dc712e5bcb6,,2,8,8,0x2000,0x06642004;0x0B3A2007,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533EBC,ff ff ff ff 50 00 14 00
exact,message_window,post16,5e0d24d5c8b3495f03394c28784321703e6237b4aaf4d6455e6849895b03689f,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533EBC,02 03 00 05 24 06 03 10 30 16 37 0d 00 ff ff ff
exact,message_window,post32,89fff63a30038cfa9a2c529be3328411739e075093db2f14b7cf36fad39ffcbb,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533EBC,02 03 00 05 24 06 03 10 30 16 37 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 81 00 c4 ec cf c5 43 21
exact,message_window,pre32,92526932a78ab553d285b0830ac4e4e376af40a6c365266e1583e1af9e3f0cba,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533F49,00 06 00 00 82 e1 0f 00 10 30 51 39 03 00 02 24 06 01 10 30 c2 37 0d 00 ff ff ff ff d0 00 28 00
exact,message_window,pre16,1bdeef1c3f0e28138784fedf16d63491a270f972876e183249a441be5014e17b,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533F49,06 01 10 30 c2 37 0d 00 ff ff ff ff d0 00 28 00
exact,message_window,post16,702cf0c2f3422a56505e8fee66c4b001e1bcd8849f186acd8ef7fd17ad3e720a,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533F49,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 7d
exact,message_window,post32,c1ee92f0a2143f4d3161b7245d58a452568498710f20af94030de645f66c66df,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533F49,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 7d be a1 21 b4 f0 a0 a3 f3 44 f6 c1 8a 98 c2 93 43
exact,message_window,pre32,1d2eab5867e73285b2be03e63f231b7df5257fc14d19dabed971a0960f95428a,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533FDE,bc b4 8c 95 7e bb 9c 43 0d ff 00 02 03 00 02 24 06 02 10 30 f3 38 0d 00 ff ff ff ff 90 00 14 00
exact,message_window,pre16,94024752ac9b3be3aadf468a63a5961f7dcf83bd56cb81c70e876d57a038fb7c,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533FDE,06 02 10 30 f3 38 0d 00 ff ff ff ff 90 00 14 00
exact,message_window,pre8,90b9c9d4674dca5dd7483c4189bbc88b1c2aa5bb799f07d9e6ef41fee0d51575,,1,8,8,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533FDE,ff ff ff ff 90 00 14 00
exact,message_window,post16,fd2f2bb97c3bef630121bc8fab8df87b1ae7c983adbd0aafe3316478f5a28bbc,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533FDE,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 62
exact,message_window,post32,1266b78f87c1ee78f655e31015de2765ff5e96f817fc2f2c1b761cd1af7e6462,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00533FDE,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 62 f0 c8 f0 9d 9c f4 c2 99 bd 08 21 f0 cd 70 f6 a6
exact,message_window,pre32,c45af5ae8fcab5d6eb7ddbfe21a55185f12a745390fd8e01ff6b005fa329bd23,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053407E,08 6c f0 6d f0 a0 21 99 f2 dc f2 d5 3a f0 2d f0 99 9c 43 0d ff 00 0d 00 ff ff ff ff b0 00 28 00
exact,message_window,pre16,68cc044bc3f6f4152dc0104078f3a9e063fa03736688944064b1d841af291ea7,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053407E,99 9c 43 0d ff 00 0d 00 ff ff ff ff b0 00 28 00
exact,message_window,post16,92641d87e48c09f1a870dd817fa9d84309cb5537374e21012702065e63cf5c5f,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053407E,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 c6
exact,message_window,post32,da910ec846c6ede54dde5bab06981f413050e59a37c47c2b7f2486c9441e1234,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053407E,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 c6 f2 77 61 f2 9c bb 21 99 f2 dc f2 d5 3a f0 2d f0
exact,message_window,pre32,3c063cb7300985cb0fa1bc2d62c154169fe269d38df4b73103b2a669aa812026,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005341B4,08 b4 79 42 f1 95 92 8f 43 08 7d b3 7a b4 79 f2 85 ba 43 0d ff 00 0d 00 ff ff ff ff e0 00 28 00
exact,message_window,pre16,0b07559d7f145d18f9c01f97e8f033150edcdd0727f2df399bb4aeac7a55d213,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005341B4,85 ba 43 0d ff 00 0d 00 ff ff ff ff e0 00 28 00
exact,message_window,post16,33dfc603367105dc589c26a660c47fb2c9ab59a02eb6628fcf974428afc9e356,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005341B4,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 c4
exact,message_window,post32,02550628922fc1faf5557b31eaa4e9f016fecb55060b9196f2e9358db5264485,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005341B4,0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 c4 3f f0 3a f0 df a0 c4 ec cf 7f 08 c1 f5 84 bd c0
exact,message_window,pre32,14f8a2765a635fafea5c38aab8ea1e4dbe2d9247100c82a497ad1520c923a876,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053472F,f2 a1 08 c4 ec cf 21 9b 86 9d 42 f1 82 bb f0 9c c2 93 44 0d ff 00 0d 00 ff ff ff ff c0 00 50 00
exact,message_window,pre16,1da8c50bdf91563ea68c2ab3ea11c97b3931ab708200be6d6d8da32d3da8bb5b,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053472F,c2 93 44 0d ff 00 0d 00 ff ff ff ff c0 00 50 00
exact,message_window,post16,61dabdf9808ce912622a3d3d2383707d9917022f6d261dd26b312c235c4b695d,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053472F,02 03 00 02 24 06 02 10 30 5b 40 0d 00 ff ff ff
exact,message_window,post32,f926ab900053013a990f36d96d2d652cd1e2f04dd8f49e7afcff12815db9fe12,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x0053472F,02 03 00 02 24 06 02 10 30 5b 40 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 81 00 99 b4 c4 ec cf a0
exact,message_window,pre32,5f048aae3a4f3ab6e3feee31dc51c58187480c0960ff70d0df5f294169fa3ef8,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005347BD,bf 79 9c 43 08 9c c2 98 95 92 95 98 c4 ec cf 93 7e bb 9c 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00
exact,message_window,pre16,63a5d67383620c9c5f00ed09d3567e99fa8e66887fc4ca411e4ee0f0a8cda476,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005347BD,7e bb 9c 0d ff 00 0d 00 ff ff ff ff c0 00 3c 00
exact,message_window,post16,96998d72051c6dcbbd87932a6c90c2c65ede1d12e845fe213b95274cd521bd76,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005347BD,0d 00 ff ff ff ff c0 00 50 00 81 0e 00 81 00 7d
exact,message_window,post32,572a2f147702233bd5ae43177384dce9f353ebbb97e82f194cc622768e63f5be,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005347BD,0d 00 ff ff ff ff c0 00 50 00 81 0e 00 81 00 7d 77 e4 43 21 7d b3 7a c4 ec cf c1 08 21 f0 cd 9d
exact,message_window,pre32,8bae58a12a8fbce28f9f5479146a39ae79cff87de077c412dc9f05f513feab9f,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534838,9d ba 95 94 b5 75 08 7d be 7f 26 f5 7d f0 9d 9c bd 8f 42 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,message_window,pre16,5933a7aa37f01cf35862e85cd5c0fe09f1c53a6d38bbfe3ed10f00255da4b1b5,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534838,bd 8f 42 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00
exact,message_window,post16,5207d595c6b60073c5004edaafe5aaf66f004e8a49f45360f02bf92cbb396ce3,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534838,02 03 00 05 24 06 03 10 30 a7 40 0d 00 ff ff ff
exact,message_window,post32,a98799ff8de70cb1c2beb35295f637bf4ea2ef6caa14f0b4ff8e17dbae10855e,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534838,02 03 00 05 24 06 03 10 30 a7 40 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 81 00 b4 f0 b5 f0 b4 77
exact,message_window,pre32,346a165c7a8e919ce858a489c3c29a5e6d664792bd2edbd1fd1a993df90aaddd,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534912,98 94 b5 08 77 84 9f 7a c2 93 43 08 9c 74 21 c4 ec cf 43 0d ff 00 0d 00 ff ff ff ff a0 00 28 00
exact,message_window,pre16,4750950b924b7007723ae26825abcfc4853416485d6638a413e95c7a52e358d9,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534912,ec cf 43 0d ff 00 0d 00 ff ff ff ff a0 00 28 00
exact,message_window,post16,6ff3b9841df284b9382d3fba27e3689ae54f024e64629aaa8b5002212ae14d84,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534912,0d 00 ff ff ff ff c0 00 3c 00 81 0e 00 81 00 86
exact,message_window,post32,037fff9bc1d20201690a797b03d322a5b63ccef030232c6095a82ceab9dcdf8e,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534912,0d 00 ff ff ff ff c0 00 3c 00 81 0e 00 81 00 86 9c 77 93 20 f0 e4 9a 08 c4 3f f0 3a f0 df a0 c4
exact,message_window,pre32,fce242c27cad75664015b06ce443ca4bb89f51a99631a16296d3b19238f273ec,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005349C3,46 08 21 92 93 7f f1 a0 c0 f0 c1 a1 f0 be a2 77 77 43 4f 0d ff 00 0d 00 ff ff ff ff 90 00 28 00
exact,message_window,pre16,84a54b0d3ed45c59cf0785df5df635f22a39be80ff352746be0570728352c9eb,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005349C3,77 43 4f 0d ff 00 0d 00 ff ff ff ff 90 00 28 00
exact,message_window,post16,fc2ce0a8aa540732755eeb83e88ff0cc6934d9253d9a7e67c17e39cac88b1b7e,,1,16,16,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005349C3,0d 00 ff ff ff ff d0 00 50 00 81 0e 00 81 00 c8
exact,message_window,post32,4a0ede3a0d1f6ad28826b9842a4b7abc9360f7a3c64d7998be9e2cf43e7c76cd,,1,32,32,0x2000,0x06642004,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x005349C3,0d 00 ff ff ff ff d0 00 50 00 81 0e 00 81 00 c8 f0 43 21 9b 86 b0 99 b4 8c f0 82 c8 f0 88 43 08
exact,message_window,pre32,7175d591bd07e8693661db303bf0d71b293be8a5ae94600ccb3c7495a11cb992,,1,32,32,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534B17,95 92 77 21 9c c2 93 95 98 c2 93 08 75 a0 c8 f0 a1 46 43 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
exact,message_window,pre16,cd7fbf614a725278f455209d97e2b44b0e04a1858412459f931e1a7b6364375d,,1,16,16,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534B17,a1 46 43 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
exact,message_window,post16,67868e87359eeca6de65a782192b3172498e8fcf0e517dfc53e31286b3efa5b5,,1,16,16,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534B17,0d 00 ff ff ff ff c0 00 28 00 81 0e 00 82 00 90
exact,message_window,post32,58f66ec52bebb18ac591640c5927cfa21a73a416ac4b4ee3b02420b2dac764ad,,1,32,32,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534B17,0d 00 ff ff ff ff c0 00 28 00 81 0e 00 82 00 90 bc b5 21 6e f3 77 99 80 92 9a b4 43 08 6a f2 7e
exact,message_window,pre32,341be392927f5f95b7bba38f831deeb8a2845182b27ccf732e935a94bc4ca5ed,,1,32,32,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534BBF,77 77 f8 9d 43 08 81 f2 8b bb be 95 7e ba 42 21 9c 74 41 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
exact,message_window,pre16,844817c557f211dd7cea0fb7a92eba5ed2023fe80b631cd7ea1b0aa8dbc03001,,1,16,16,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534BBF,9c 74 41 0d ff 00 0d 00 ff ff ff ff e0 00 3c 00
exact,message_window,message_header,cccaee6072a63a017aa0f6a5c5ab43114c37b799e04a84bb49880762c671c1de,,2,5,5,0x2000,0x08562001;0x09592005,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534BBF,22 0e 00 1f 00
exact,message_window,post16,5425c9ee16b9e33c6d4beb76593782d761fd1899b2c0b7dec25e2b563642c52c,,1,16,16,0x2000,0x08562001,message_window,exact_bytes,identical raw bytes,HIGH,/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT:0x00534BBF,0d 00 ff ff ff ff b0 00 3c 00 81 0e 00 82 00 8b
