mdt,scene_id,record_id,resource_id,class,subtype,offset,resource_relative_offset,end_offset,size,boundary_role,previous_message,next_message,raw_hex,exact_hash,structure_hash,prefix_hex,suffix_hex,observed_control_bytes
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x022C5000,0x5000,0,0x002AA735,0x006D,0x002AA739,4,between_messages,SCN_00030100_00740000_0043,SCN_00030100_00740000_0044,13 ff 1e 0d,9a324cb27542cd3ffd6706d1a0584336ab18a26dcbe72dcba5aabe04f16a2dca,632d9719bfbb3b98fca5fc439e1763e8775f085e4382b1ee3c5cd6d19a3265eb,13 ff 1e 0d,13 ff 1e 0d,13 FF 1E 0D
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x022C5000,0x5000,0,0x002AA739,0x0071,0x002AA742,9,between_messages,SCN_00030100_00740000_0043,SCN_00030100_00740000_0044,01 20 00 40 01 b0 00 3c 00,a189bbb831d56a66b35afd847e8ded0e7a543f35f34d014f862185146aed2108,1e0db1d7d203dcc7028ff7295a117019fa246920a498e271374953bba9f6708b,01 20 00 40 01 b0 00 3c,20 00 40 01 b0 00 3c 00,01 00 01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x022C5000,0x5000,0,0x002AA770,0x00A8,0x002AA798,40,resource_tail,SCN_00030100_00740000_0044,,1f 04 0b 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 06 00 a1 01 11 00 01 20 06 20 00 05 00 00 00 00 c2 6a 0f 00 02 00,82a04db51fab6d231a676873eeb759208f88a2eab2e290576960818e6dcbbb06,9e8e4fd471bd269c421b70f5a22fb4968db5be8a387ae28b371c73be3ceb579c,1f 04 0b 00 00 00 01 00,00 00 c2 6a 0f 00 02 00,1F 04 0B 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 06 00 01 11 00 01 06 00 05 00 00 00 00 0F 00 02 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA79C,0x0004,0x002AA7A5,9,pre_message,,SCN_00030100_00740000_0045,05 30 00 40 01 c0 00 14 00,70aa2ba8d3bec18fec0b5b0564ab945a1a9808b26cef39f29e0090fbdf380c8f,b762a6720fbf187444f19929a23c53275c817078064b2def31ad79363ac4f409,05 30 00 40 01 c0 00 14,30 00 40 01 c0 00 14 00,05 00 01 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA7C0,0x0028,0x002AA7C4,4,between_messages,SCN_00030100_00740000_0045,SCN_00030100_00740000_0046,0d 06 00 01,5f465375f4b4cc7bce4e509bf3bb7634de9745f925d422a6776243c661e4997c,e611d857b06b3ed4f7632fb5eec1b2ea23284782901ba3f8a342cd4a8b8563c9,0d 06 00 01,0d 06 00 01,0D 06 00 01
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA7C4,0x002C,0x002AA7CA,6,between_messages,SCN_00030100_00740000_0045,SCN_00030100_00740000_0046,40 01 c0 00 50 00,6d6ff598cb15bece5375c31ddb5ae4393ba3c6cfc614d846695b0ed00048dc7e,3321b5048d7063f1aa39cf2929ca98dbe3c7a4aad1cf286ad055ea3c214af798,40 01 c0 00 50 00,40 01 c0 00 50 00,01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA810,0x0078,0x002AA814,4,between_messages,SCN_00030100_00740000_0046,SCN_00030100_00740000_0047,0d 05 30 00,799b7b8774235ec9594860f1c1d01faf8b87ba3eafcf4f8bf8da8707a1e672f1,8ec9c3e94e741b23c6e621023e04af6469d6a02e9883ec2f7455a0f8415ed6be,0d 05 30 00,0d 05 30 00,0D 05 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA814,0x007C,0x002AA81A,6,between_messages,SCN_00030100_00740000_0046,SCN_00030100_00740000_0047,40 01 a0 00 14 00,1d8c00749c1a01f4491fcb48e1326f750ce08ffc777254f08493e207e4a0e30c,e9ccacae652f372af2751d192c0440660a6aac49d44642dfdd14af66434290f7,40 01 a0 00 14 00,40 01 a0 00 14 00,01 00 14 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA833,0x009B,0x002AA837,4,between_messages,SCN_00030100_00740000_0047,SCN_00030100_00740000_0048,0d 06 f0 00,fe3b4a0a709db43d5ece17222540b12f408497a54b9e5c21c227c968e11f266c,82dd28577c3c8c97c35b2148eed34dcfacb2530c877299bf909accd5400c645c,0d 06 f0 00,0d 06 f0 00,0D 06 F0 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA837,0x009F,0x002AA83D,6,between_messages,SCN_00030100_00740000_0047,SCN_00030100_00740000_0048,40 01 d0 00 3c 00,e6a59eee608e4059b74c40e324f9eb2171db0553142b85d07fe5a10cbd4d42bd,3321b5048d7063f1aa39cf2929ca98dbe3c7a4aad1cf286ad055ea3c214af798,40 01 d0 00 3c 00,40 01 d0 00 3c 00,01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA875,0x00DD,0x002AA879,4,between_messages,SCN_00030100_00740000_0048,SCN_00030100_00740000_0049,0d 05 30 00,799b7b8774235ec9594860f1c1d01faf8b87ba3eafcf4f8bf8da8707a1e672f1,8ec9c3e94e741b23c6e621023e04af6469d6a02e9883ec2f7455a0f8415ed6be,0d 05 30 00,0d 05 30 00,0D 05 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA879,0x00E1,0x002AA87F,6,between_messages,SCN_00030100_00740000_0048,SCN_00030100_00740000_0049,40 01 d0 00 3c 00,e6a59eee608e4059b74c40e324f9eb2171db0553142b85d07fe5a10cbd4d42bd,3321b5048d7063f1aa39cf2929ca98dbe3c7a4aad1cf286ad055ea3c214af798,40 01 d0 00 3c 00,40 01 d0 00 3c 00,01 00 00
/Users/j.swon/Desktop/Grandia3_KR/work/scenario/resources/00030100/00030100.MDT,00030100,0x00740000,0x02465001,0x5000,1,0x002AA8BB,0x0123,0x002AA900,69,resource_tail,SCN_00030100_00740000_0049,,1f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 01 20 06 20 00 05 00 00 00 00 c6 93 0f 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,69c7c4e80ea55d425afba35078a38c4678b9fa7063b1a6ff38c85606363ee6a4,725bc6a0631c2d36f6dca0518b16b1856b404bd5121862534d655e354b54ac4d,1f 00 00 00 00 00 00 00,00 00 00 00 00 00 00 00,1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 01 06 00 05 00 00 00 00 0F 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00006000,0x6000,0,0x0053080C,0x0004,0x0053081F,19,pre_message,,SCN_00120000_00740000_0001,00 a6 95 0f 00 10 30 c7 00 0d 09 ff ff ff ff 60 00 3c 00,91173496ea928761741c823b0bb6c4a281f6a9f947341eaed5a39d1fbb65bf58,6c5990951bf2bd871be37669d80270d4a24f89fac072faf21ef617664c3da10c,00 a6 95 0f 00 10 30 c7,ff ff ff ff 60 00 3c 00,00 0F 00 10 00 0D 09 FF FF FF FF 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00006000,0x6000,0,0x0053083A,0x0032,0x0053083E,4,between_messages,SCN_00120000_00740000_0001,SCN_00120000_00740000_0002,05 00 02 04,a348a3d36579e47243607fa7189cd286346d4f1a35ba8213a1e56e6c50e8c1f8,6f263b2173be918e3cafde4a6ae1dbcf45c357c36234b4822be87bdac553866e,05 00 02 04,05 00 02 04,05 00 02 04
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00006000,0x6000,0,0x0053083E,0x0036,0x005308E6,168,between_messages,SCN_00120000_00740000_0001,SCN_00120000_00740000_0002,00 00 00 00 00 10 30 52 00 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 30 91 00 06 01 bc 01 13 ff 2e 0d 0a a8 00 40 01 b0 00 3c 00 80 0e 00 00 00 21 08 12 00 61 69 48 66 69 7f 9b f1 5f f0 d6 f0 8a 92 08 21 0d ff 00 10 00 0d 00 02 05 00 02 04 00 02 00 00 00 10 30 b8 00 13 ff 01 1f 08 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 0d 00 02 05 00 02 04 00 03 00 00 00 10 30 c6 00 02 02 05 00 05 00 00 a6 95 0f 00 10 30 c0 01 0d 09 ff ff ff ff 90 00 50 00,288778374a076784e281f33df19f90fc9537652c9912244bbd133bc9a8bb61c1,61f38a39974d7070a2a0ace64643c8b9c10fc5c53bed4a4c87955dfd03a7db31,00 00 00 00 00 10 30 52,ff ff ff ff 90 00 50 00,00 00 00 00 00 10 00 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 00 06 01 01 13 FF 0D 0A 00 01 00 00 0E 00 00 00 08 12 00 F1 F0 F0 08 0D FF 00 10 00 0D 00 02 05 00 02 04 00 02 00 00 00 10 00 13 FF 01 1F 08 0F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 0D 00 02 05 00 02 04 00 03 00 00 00 10 00 02 02 05 00 05 00 00 0F 00 10 01 0D 09 FF FF FF FF 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00006000,0x6000,0,0x0053090C,0x0104,0x005309D0,196,resource_tail,SCN_00120000_00740000_0002,,05 00 02 04 00 00 00 00 00 10 30 24 01 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 30 63 01 06 01 bc 01 13 ff 2e 0d 0a a8 00 40 01 b0 00 3c 00 80 0e 00 00 00 21 08 12 00 61 69 48 66 69 7f 9b f1 5f f0 d6 f0 8a 92 08 21 0d ff 00 10 00 d4 00 02 05 00 02 04 00 02 00 00 00 10 30 8a 01 13 ff 01 1f 08 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 d4 00 02 05 00 02 04 00 03 00 00 00 10 30 b1 01 13 ff 01 1f 08 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 d4 00 02 05 00 02 04 00 04 00 00 00 10 30 bf 01 02 02 02 02 00 00 00 00 00 00,b5282aacf0ad4e853b88221c81d7a7d94852434101d94aef397f2e26232ded5d,9574650ee28e4b8325537921a8e6589526bd613a9e214940cfe6eb2b5bb669b6,05 00 02 04 00 00 00 00,02 02 00 00 00 00 00 00,05 00 02 04 00 00 00 00 00 10 01 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 01 06 01 01 13 FF 0D 0A 00 01 00 00 0E 00 00 00 08 12 00 F1 F0 F0 08 0D FF 00 10 00 00 02 05 00 02 04 00 02 00 00 00 10 01 13 FF 01 1F 08 0F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 02 05 00 02 04 00 03 00 00 00 10 01 13 FF 01 1F 08 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 02 05 00 02 04 00 04 00 00 00 10 01 02 02 02 02 00 00 00 00 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00396001,0x6000,1,0x005309D4,0x0004,0x005309E7,19,pre_message,,SCN_00120000_00740000_0003,00 a6 95 0f 00 10 30 48 02 0d 09 ff ff ff ff 60 00 28 00,a55585aef7da169724b1c23f04acd26e634e4d2d3c53ea15383dce2002ef5821,661f05cbd4fc2325d1ba2d5f9fbe694fc22d033302e9b5764545a269764dc799,00 a6 95 0f 00 10 30 48,ff ff ff ff 60 00 28 00,00 0F 00 10 02 0D 09 FF FF FF FF 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00396001,0x6000,1,0x005309FA,0x002A,0x005309FE,4,between_messages,SCN_00120000_00740000_0003,SCN_00120000_00740000_0004,05 00 02 04,a348a3d36579e47243607fa7189cd286346d4f1a35ba8213a1e56e6c50e8c1f8,6f263b2173be918e3cafde4a6ae1dbcf45c357c36234b4822be87bdac553866e,05 00 02 04,05 00 02 04,05 00 02 04
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00396001,0x6000,1,0x005309FE,0x002E,0x00530A67,105,between_messages,SCN_00120000_00740000_0003,SCN_00120000_00740000_0004,00 00 00 00 00 10 30 12 02 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 30 39 02 13 ff 01 1f 08 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 d5 01 02 05 00 02 04 00 02 00 00 00 10 30 47 02 02 02 05 00 05 00 00 a6 95 0f 00 10 30 fa 02 0d 09 ff ff ff ff 90 00 3c 00,77f8fb371c620f3847581171603d81a2d68e9eae012b591e9f8b934520e24ef4,a89c07ac2aa99a2a4c5b2b72fecf502a90b3e0de72891b6232f93286839131b8,00 00 00 00 00 10 30 12,ff ff ff ff 90 00 3c 00,00 00 00 00 00 10 12 02 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 02 13 FF 01 1F 08 0F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 01 02 05 00 02 04 00 02 00 00 00 10 02 02 02 05 00 05 00 00 0F 00 10 02 0D 09 FF FF FF FF 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00396001,0x6000,1,0x00530A85,0x00B5,0x00530B08,131,resource_tail,SCN_00120000_00740000_0004,,05 00 02 04 00 00 00 00 00 10 30 9d 02 1f 09 d2 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 30 c4 02 13 ff 01 1f 08 0f 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 55 02 02 05 00 02 04 00 02 00 00 00 10 30 eb 02 13 ff 01 1f 08 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 55 02 02 05 00 02 04 00 03 00 00 00 10 30 f9 02 02 02 02 02 00 00 00 00,9fbc8fce5224fb624c14b0f496eabfe49de2f2dfffce5bb9d2bcf6ce46dd43ea,04ae25f538620885d3abeb9f7450be7f93b4ff7701e4b907535ce08ecbc1ecbd,05 00 02 04 00 00 00 00,02 02 02 02 00 00 00 00,05 00 02 04 00 00 00 00 00 10 02 1F 09 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 05 00 02 04 00 01 00 00 00 10 02 13 FF 01 1F 08 0F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 02 02 05 00 02 04 00 02 00 00 00 10 02 13 FF 01 1F 08 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 02 02 05 00 02 04 00 03 00 00 00 10 F9 02 02 02 02 02 00 00 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530B0C,0x0004,0x00530BF6,234,pre_message,,SCN_00120000_00740000_0005,06 01 05 00 05 00 00 16 df 0f 00 05 00 06 00 00 9a e2 0f 00 10 30 d6 06 06 02 2b 08 10 30 29 03 10 00 8d 03 02 06 03 2b 08 10 30 36 03 10 00 36 03 02 03 00 05 20 06 01 10 30 8d 03 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7d 00 79 46 21 83 f0 be 92 46 44 08 86 46 21 86 a0 e6 f1 c1 8e f4 e6 f1 8a f0 bc a0 08 27 f6 5b f6 9d 89 f1 8e a2 46 21 86 a0 c3 f0 b8 f2 7e bb 08 2f f3 84 88 f0 8e bd a0 7e 46 44 0d ff 00 02 03 00 02 20 06 01 10 30 e8 04 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7d 00 e6 f3 94 b5 c2 43 21 60 f6 74 4d f4 9b f4 e7 f5 b0 99 9d 08 e6 f1 96 82 c2 9f 7a 9a 46 43 08 60 f6 a0 6a f2 c1 a9 f4 84 bd 9a a1 f1 95 98 08 86 77 96 c1 82 f0 95 98 82 be e4 43 0d ff 00 0d 00 ff ff ff ff e0 00 14 00,d470c3d95887ac2744d8ca72ff6914c3e5f8372aa19fdadb652a7fe7a95cc52b,b4d0ab7ee73ebbff9228d1a98812191f609bafd320b9b56557d361d3c1e9cb7a,06 01 05 00 05 00 00 16,ff ff ff ff e0 00 14 00,06 01 05 00 05 00 00 16 0F 00 05 00 06 00 00 0F 00 10 06 06 02 08 10 03 10 00 03 02 06 03 08 10 03 10 00 03 02 03 00 05 06 01 10 03 0D 00 FF FF FF FF 00 00 0E 00 00 F0 08 F1 F4 F1 F0 08 F6 F6 F1 F0 F2 08 F3 F0 0D FF 00 02 03 00 02 06 01 10 04 0D 00 FF FF FF FF 00 00 0E 00 00 F3 F6 F4 F4 F5 08 F1 08 F6 F2 F4 F1 08 F0 0D FF 00 0D 00 FF FF FF FF 00 14 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530C0C,0x0104,0x00530C10,4,between_messages,SCN_00120000_00740000_0005,SCN_00120000_00740000_0006,0d 00 ff ff,676b67168b7387cb93621f2701c61c4cfc71c63afe457ec4d1e0c17daeacec1e,e5114bd47b3c5e979a88876ee7f086231103ef978d6d3692d31f6a6879314dfb,0d 00 ff ff,0d 00 ff ff,0D 00 FF FF
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530C10,0x0108,0x00530C6F,95,between_messages,SCN_00120000_00740000_0005,SCN_00120000_00740000_0006,ff ff e0 00 50 00 81 0e 00 7d 00 86 a0 37 f3 dc f1 5f f0 d6 f0 6a f0 6b f0 30 f0 d3 3f f0 2f f0 43 08 52 58 54 60 99 9b 79 93 43 08 60 f6 a0 79 94 9d 79 f1 87 f6 2a f1 c0 bd aa f0 ab f0 93 43 08 82 f2 b2 21 7d 49 f3 77 93 7e bb 82 f0 95 98 82 be 0d ff 00 0d 09 ff ff ff ff a0 00 28 00,0a33fbf341fc7874e89f4c6345d4727ba500c73ff00aadcb681ff2a586f37ea0,7eed44a58aeb97b8131bf6734967dbe6a6d0ba5f8034a2d0817d5066664226ae,ff ff e0 00 50 00 81 0e,ff ff ff ff a0 00 28 00,FF FF 00 00 0E 00 00 F3 F1 F0 F0 F0 F0 F0 F0 F0 08 08 F6 F1 F6 F1 F0 F0 08 F2 F3 F0 0D FF 00 0D 09 FF FF FF FF 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530C8D,0x0185,0x00530C91,4,between_messages,SCN_00120000_00740000_0006,SCN_00120000_00740000_0007,05 00 02 04,a348a3d36579e47243607fa7189cd286346d4f1a35ba8213a1e56e6c50e8c1f8,6f263b2173be918e3cafde4a6ae1dbcf45c357c36234b4822be87bdac553866e,05 00 02 04,05 00 02 04,05 00 02 04
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530C91,0x0189,0x00530D4B,186,between_messages,SCN_00120000_00740000_0006,SCN_00120000_00740000_0007,00 01 00 00 00 10 30 d5 04 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7d 00 93 b3 9c a0 7e 46 08 75 75 21 67 f0 ca f2 7f 46 08 60 f6 a0 6a f2 a0 79 f5 e6 f0 7f 46 08 e6 f1 93 46 21 e6 f1 c1 7d f0 9d 80 f0 be 9f 7a 9a 46 0d ff 00 02 05 00 02 04 00 02 00 00 00 10 30 e7 04 10 00 c8 05 02 02 03 00 05 20 06 02 10 30 c8 05 0d 00 ff ff ff ff b0 00 50 00 81 0e 00 7d 00 b4 8a 7e 8a 98 21 75 c2 92 08 82 f0 95 98 82 be c2 a0 7e e4 46 42 08 60 f6 9d 6b f4 88 be 92 21 54 f1 e5 f1 a0 46 08 30 f0 d3 3f f0 2f f0 46 21 52 58 54 60 46 0d ff 00 0d 00 ff ff ff ff 80 00 14 00,dcb15e113dc78ec81409840b6b1ce29a7f896fb854b99f87427681245d2750f1,deeeee0f420d1396f9dbadb67fd2a43b030151761dc2b051ea37ffc167599956,00 01 00 00 00 10 30 d5,ff ff ff ff 80 00 14 00,00 01 00 00 00 10 04 0D 00 FF FF FF FF 00 00 0E 00 00 08 F0 F2 08 F6 F2 F5 F0 08 F1 F1 F0 F0 0D FF 00 02 05 00 02 04 00 02 00 00 00 10 04 10 00 05 02 02 03 00 05 06 02 10 05 0D 00 FF FF FF FF 00 00 0E 00 00 08 F0 08 F6 F4 F1 F1 08 F0 F0 F0 0D FF 00 0D 00 FF FF FF FF 00 14 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530D5B,0x0253,0x00530D5F,4,between_messages,SCN_00120000_00740000_0007,SCN_00120000_00740000_0008,0d 09 ff ff,bb0151dd717a0dfd67e6dbc2a919dfeb7cae565ea337307181988f6e2391030a,03e2254ad75e56cdcc58fe3d8167d26875565e3e4b6d2630bf4fddee4b36d28f,0d 09 ff ff,0d 09 ff ff,0D 09 FF FF
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530D5F,0x0257,0x00530D65,6,between_messages,SCN_00120000_00740000_0007,SCN_00120000_00740000_0008,ff ff a0 00 28 00,45fcf68f2f113f3e7c92daff71a6292e90929f32e57ccae8b1db8288d2b13d46,fb560cc5038ceaf5a385041d1c6972e965507d9bbdf7402e880cbb04cf74d9a2,ff ff a0 00 28 00,ff ff a0 00 28 00,FF FF 00 00
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530D83,0x027B,0x00530D87,4,between_messages,SCN_00120000_00740000_0008,SCN_00120000_00740000_0009,05 00 02 04,a348a3d36579e47243607fa7189cd286346d4f1a35ba8213a1e56e6c50e8c1f8,6f263b2173be918e3cafde4a6ae1dbcf45c357c36234b4822be87bdac553866e,05 00 02 04,05 00 02 04,05 00 02 04
/private/tmp/gr3-ship-analysis.CYee09/DATA_00120000.MDT,00120000,0x00740000,0x00602000,0x2000,0,0x00530D87,0x027F,0x00530FB9,562,between_messages,SCN_00120000_00740000_0008,SCN_00120000_00740000_0009,00 01 00 00 00 10 30 b5 05 0d 00 ff ff ff ff c0 00 28 00 81 0e 00 7d 00 46 a4 b6 7e 8a 9c bb 43 f1 b3 98 82 be 08 b4 79 29 f0 e9 29 f0 e9 9c c2 93 46 0d ff 00 02 05 00 02 04 00 02 00 00 00 10 30 c7 05 10 00 c8 05 02 02 1f 02 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 00 05 04 00 1c 01 00 00 10 30 81 06 0d 00 ff ff ff ff e0 00 50 00 81 0e 00 7d 00 75 bc 7f 9a ba 41 21 86 77 96 c1 74 f0 7b a2 08 92 77 98 77 a0 d3 ce a1 bc f0 bd 8f 43 08 21 f0 d1 e3 99 c3 f4 bb 95 92 5e f5 7d f0 a1 08 bc f0 8e 9c 7e 95 92 84 9b 9c 46 43 0d ff 00 0d 01 20 00 40 01 e0 00 3c 00 80 21 08 21 21 30 f0 d3 3f f0 2f f0 c1 7d f0 9d 80 f0 be 92 21 21 08 21 0d ff 00 06 01 2b 08 1f 03 e4 fe ff ff 00 00 00 00 00 00 00 00 00 00 00 00 1f 04 75 02 00 00 01 00 00 00 00 00 00 00 00 00 00 00 02 05 00 06 04 00 1c 01 00 00 10 30 d5 06 0d 00 ff ff ff ff c0 00 50 00 81 0e 00 7d 00 e6 f1 7f 97 f0 bc 9f 7a ba 46 08 52 58 54 60 21 90 77 96 7f 9f 7a 9a 08 60 f6 a1 74 c8 f0 a0 33 f0 d1 dc 9d 46 08 c1 f3 80 90 79 93 ba 46 21 82 f2 b2 ba 46 0d ff 00 02 02 05 00 05 00 00 9a e2 0f 00 05 00 06 00 00 da 37 20 00 10 30 e7 0a 06 02 2b 08 10 30 f9 06 10 00 5d 07 02 06 03 2b 08 10 30 06 07 10 00 06 07 02 03 00 05 20 06 01 10 30 5d 07 0d 00 ff ff ff ff d0 00 50 00 81 0e 00 7d 00 ba 8a 95 43 21 e6 f1 b4 99 80 92 8a 08 86 c2 9c 21 f7 87 f6 8a 77 71 f5 c3 f0 7e bb a1 08 9a 95 9a 9a cc d7 3b f0 21 f0 93 43 08 80 f3 7e bb 80 f3 b0 99 21 75 bc 7f 9a ba 43 0d ff 00 02 03 00 02 20 06 01 10 30 be 08 0d 00 ff ff ff ff d0 00 3c 00 81 0e 00 7d 00 90 86 a0 e6 f3 88 c2 21 86 a0 6a f0 6b f0 46 08 30 f0 d3 3f f0 2f f0 c1 82 f0 95 98 7e 9c 77 7e 44 08 52 58 54 60 46 21 9e f1 77 93 bf 44 0d ff 00 0d 00 ff ff ff ff b0 00 3c 00,b4f60dbd829d98470f6b6cdc35d0bf11203bf6bff0ddd4ea9391dc573f66ac57,1ba625278286b308b1f5190fad42d2845a28f2d7986c3cf612b3374b3d3a267e,00 01 00 00 00 10 30 b5,ff ff ff ff b0 00 3c 00,00 01 00 00 00 10 05 0D 00 FF FF FF FF 00 00 0E 00 00 F1 08 F0 F0 0D FF 00 02 05 00 02 04 00 02 00 00 00 10 05 10 00 05 02 02 1F 02 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 00 05 04 00 1C 01 00 00 10 06 0D 00 FF FF FF FF 00 00 0E 00 00 F0 08 F0 08 F0 F4 F5 F0 08 F0 0D FF 00 0D 01 00 01 00 00 08 F0 F0 F0 F0 F0 08 0D FF 00 06 01 08 1F 03 FF FF 00 00 00 00 00 00 00 00 00 00 00 00 1F 04 02 00 00 01 00 00 00 00 00 00 00 00 00 00 00 02 05 00 06 04 00 1C 01 00 00 10 06 0D 00 FF FF FF FF 00 00 0E 00 00 F1 F0 08 08 F6 F0 F0 08 F3 F2 0D FF 00 02 02 05 00 05 00 00 0F 00 05 00 06 00 00 00 10 0A 06 02 08 10 F9 06 10 00 07 02 06 03 08 10 06 07 10 00 06 07 02 03 00 05 06 01 10 07 0D 00 FF FF FF FF 00 00 0E 00 00 F1 08 F7 F6 F5 F0 08 F0 F0 08 F3 F3 0D FF 00 02 03 00 02 06 01 10 08 0D 00 FF FF FF FF 00 00 0E 00 00 F3 F0 F0 08 F0 F0 F0 F0 08 F1 0D FF 00 0D 00 FF FF FF FF 00 00
