id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
ITEM_0011_NAME,ITEM,key_item,GR3.MDZ,GR3.MDT,ITEM_RECORD_0011,,0,0xDA12,0x000EE4,D6 EB A6 C9 E7 CC C4 C9,フライトユニット,플라이트 유닛,84 F7 66 6B D2 20 A8 B7 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0157_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0157,,0,0xDC95,0x002124,B9 ED D1 27 D6 A9 B8 27,シルバーフェザー,실버 페더,53 F8 B3 20 53 F6 DD,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0157_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0157,,1,0xF5EB,0x002130,C0 F1 C1 F8 BD F1 32 F0 24 F2 79 30 F1 9B 9E 72 7E F2 80 3B F2 E8 F2 80 8A F1 DE F4 BD F1,消耗品／銀で作られた鳥の羽根の模造品,소모품／은으로 만든 새 깃털 모조품,B4 B2 50 F7 32 F0 5D 82 79 20 55 CD 20 40 F6 20 A3 F6 87 F9 20 B2 CE 50 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0158_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0158,,0,0xDC9E,0x002144,4A F1 28 F1 AF CF B5,爆弾キノコ,폭탄 버섯,DF F6 4B F8 20 B3 CB F6,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0158_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0158,,1,0xF61C,0x002150,C0 F1 C1 F8 BD F1 32 F0 C6 F0 E8 F0 A3 F0 43 F2 7D 3D F0 A1 F1 6A 78 57 9D AF CF B5,消耗品／火山地帯に自生しているキノコ,소모품／화산 지대에서 자생하는 버섯,B4 B2 50 F7 32 F0 79 F4 C2 F5 20 6F 8D 7D 6C 20 81 B6 61 73 20 B3 CB F6,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0159_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0159,,0,0xDCA6,0x002164,51 F5 2E F1 80 4A F0 C8 F0,土竜の魔石,토룡의 마석,66 F1 A5 F8 75 20 5C E2,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0159_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0159,,1,0xF64D,0x002170,C0 F1 C1 F8 BD F1 32 F0 42 F0 A3 F0 7D B7 F5 9C 66 F2 65 9D 7A A3 F0 95 F2 5F A5 F2 66 9D,消耗品／大地に放り投げると地震が起こる,소모품／땅에 던지면 지진이 일어난다,B4 B2 50 F7 32 F0 56 F8 7D 20 D7 F7 6F 80 20 6F C5 6B 20 92 69 D1 72,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0160_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0160,,0,0xDCB0,0x002184,DF CB CB 80 4F F2,マナナの実,마나나의 열매,5C 50 50 75 20 B5 F3 D0 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0160_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0160,,1,0xF67B,0x002190,C0 F1 C1 F8 BD F1 32 F0 EC EB C4 B1 BB BC F0 C2 F0 A1 94 72 9B 6C C2 F0 4F F2,消耗品／リラックス効果をもたらす果実,소모품／긴장을 풀어 주는 효과가 있는 열매,B4 B2 50 F7 32 F0 93 F6 86 A1 20 4A F7 69 20 A3 73 20 CA F4 EC F5 4A 20 5E 73 20 B5 F3 D0 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0161_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0161,,0,0xDCB7,0x0021A4,96 F6 6A 80 8B F0 D7 F1,癒しの宝珠,치유의 보주,3F F3 A8 75 20 89 A3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0161_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0161,,1,0xF6A7,0x0021B0,C0 F1 C1 F8 BD F1 32 F0 B3 F2 B1 F1 7D 96 6C 9B 61 A1 94 72 9B 6C 8B F0 D7 F1,消耗品／周囲にやすらぎをもたらす宝珠,소모품／주변에 평온을 가져오는 보주,B4 B2 50 F7 32 F0 A3 7C F9 7D 20 7C F6 EC F4 A1 20 4A 8E F2 90 73 20 89 A3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0162_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0162,,0,0xDCC0,0x0021C4,D1 B2 27 80 4F F2,バグーの実,바구의 열매,9F 9D 75 20 B5 F3 D0 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0162_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0162,,1,0xF6D5,0x0021D0,C0 F1 C1 F8 BD F1 32 F0 C1 F2 60 76 64 9D 7A 4A F1 A4 F2 A1 A5 F2 66 6C B3 F0 80 4F F2,消耗品／叩きつけると爆発を起こす木の実,소모품／내리치면 폭발을 일으키는 나무 열매,B4 B2 50 F7 32 F0 99 6A 3F F3 80 20 DF F6 6C F9 A1 20 92 82 C1 73 20 50 97 20 B5 F3 D0 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0163_NAME,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0163,,0,0xDCC7,0x0021E4,BB 27 D2 27 47 F0 C3 F2 4A F1 28 F1,スーパー時限爆弾,슈퍼 시한폭탄,B9 F7 A5 F5 20 88 7A DF F6 4B F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0163_DESC,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0163,,1,0xF708,0x0021F0,C0 F1 C1 F8 BD F1 32 F0 7B A2 7C 7D B8 F7 57 D9 F2 C8 F0 94 21 F2 78 F0 6C 9D 4A F1 28 F1,消耗品／どんなに硬い岩石も破壊する爆弾,소모품／아무리 단단한 암석도 파괴하는 폭탄,B4 B2 50 F7 32 F0 70 97 6A 20 C7 F7 C7 F7 7A 20 EB F8 E2 4E 20 57 F4 59 F6 61 73 20 DF F6 4B F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0170_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0170,,0,0xDCD4,0x0022C4,C2 27 B1 D8 EC C4 C5,ダークプリッツ,다크 프리츠,72 44 F7 20 6E F7 6A 39 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0171_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0171,,0,0xDCDC,0x0022E4,C2 27 B1 E0 BB C9,ダークミスト,다크 미스트,72 44 F7 20 9C BC D2,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0172_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0172,,0,0xDCE3,0x002304,C2 27 B1 D6 AB 27 BB,ダークフォース,다크 포스,72 44 F7 20 D3 F6 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0173_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0173,,0,0xDCEB,0x002324,D6 ED D7 EB BB C9,フルブラスト,풀 블래스트,4A F7 20 79 F3 8E BC D2,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0174_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0174,,0,0xDCF2,0x002344,DF AF E6 EF A4,マキュロア,마큐로아,5C 32 F7 79 70,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0175_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0175,,0,0xDCF8,0x002364,E0 B3 EF DF AF B9 E1,ミケロマキシム,미케로 맥시멈,9C 37 F6 79 20 D1 F8 88 E4 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0176_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0176,,0,0xDD00,0x002384,D6 A9 B8 27,フェザー,페더,53 F6 DD,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0177_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0177,,0,0xDD05,0x0023A4,D0 ED DA 27 EB,ハルベーラ,할베라,AD 79 F9 66,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0178_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0178,,0,0xDD0B,0x0023C4,22 F0 A3 CC C4 B9 E6,ヴァニッシュ,배니시,72 F9 5B 88,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0179_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0179,,0,0xDD13,0x0023E4,BB C9 EB E1,ストラム,스트람,BC D2 BE,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0180_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0180,,0,0xDD18,0x002404,C8 D6 EF BB,デフロス,데프로스,96 6E F7 79 BC,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0181_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0181,,0,0xDD1D,0x002424,B5 ED C8,コルデ,콜데,A5 F6 96,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0182_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0182,,0,0xDD21,0x002444,A8 A5 27 ED,ウィール,윌,75 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0183_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0183,,0,0xDD26,0x002464,B0 AE 22 F0 A3 CC C4 B9 E6,ギガヴァニッシュ,기가 배니시,6D 4A 20 72 F9 5B 88,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0184_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0184,,0,0xDD30,0x002484,D6 A9 CA 27 A4,フェドーア,페도아,53 F6 4E 70,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0185_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0185,,0,0xDD36,0x0024A4,BA E6 CE,ジュネ,주네,A3 84,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0186_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0186,,0,0xDD3A,0x0024C4,22 F0 A3 EA A8 AB 27 ED,ヴァンウォール,반 월,6A F9 20 3A F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0187_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0187,,0,0xDD43,0x0024E4,DF BA AD ED B9 27 ED CA,マジカルシールド,매지컬 실드,D0 F8 6F C3 F5 20 53 F8 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0188_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0188,,0,0xDD4C,0x002504,41 F0 4A F1 28 F1,小爆弾,소폭탄,B4 DF F6 4B F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0189_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0189,,0,0xDD53,0x002524,42 F0 4A F1 28 F1,大爆弾,대폭탄,8D DF F6 4B F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0190_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0190,,0,0xDD5A,0x002544,E3 B4 4A F1 28 F1,モゲ爆弾,모게 폭탄,B2 68 20 DF F6 4B F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0191_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0191,,0,0xDD61,0x002564,BB 27 D2 27 E3 B4 4A F1 28 F1,スーパーモゲ爆弾,슈퍼 모게 폭탄,B9 F7 A5 F5 20 B2 68 20 DF F6 4B F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0192_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0192,,0,0xDD6C,0x002584,B0 D6 C9 B9 27 CA,ギフトシード,기프트 시드,6D 6E F7 D2 20 88 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0193_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0193,,0,0xDD73,0x0025A4,4C 49 D3 27 ED,SPヒール,SP 힐,4C 49 20 70 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0194_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0194,,0,0xDD79,0x0025C4,46 49 D3 27 ED,MPヒール,MP 힐,46 49 20 70 F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0195_NAME,ITEM,magic,GR3.MDZ,GR3.MDT,ITEM_RECORD_0195,,0,0xDD7F,0x0025E4,EC D6 EE C4 B9 E6,リフレッシュ,리프레시,6A 6E F7 8E F8 88,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0201_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0201,,0,0xDD86,0x0026A4,C7 F1 C8 F1 80 B5 F0,精霊の剣,정령의 검,93 98 F8 75 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0201_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0201,,1,0xF7A0,0x0026B0,32 F1 33 F1 32 F0 55 90 72 80 C7 F1 C8 F1 80 85 F0 5F 7F F4 75 72 B5 F0,武器／あまたの精霊の力が宿った剣,무기／수많은 정령의 힘이 깃든 검,97 6D 32 F0 8B C3 F8 5D 20 93 98 F8 75 20 85 F7 6B 20 A3 F6 CD 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0202_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0202,,0,0xDD8E,0x0026C4,24 F2 80 BB D2 CB,銀のスパナ,은 스패너,5D 20 BC 74 F5 D3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0202_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0202,,1,0xF7DD,0x0026D0,32 F1 33 F1 32 F0 E7 A8 AF 7D F1 E9 F0 80 4C F2 5F 66 94 75 72 BB D2 CB,武器／ユウキ愛用の魂がこもったスパナ,무기／유우키가 애용하는 혼이 담긴 스패너,97 6D 32 F0 A8 83 C1 4A 20 4F F9 A7 F6 61 73 20 C4 F3 6B 20 CA F7 93 F6 20 BC 74 F5 D3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0203_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0203,,0,0xDD95,0x0026E4,B2 EB EA C2 ED D6,グランダルフ,그란달프,63 7B F8 C9 F7 6E F7,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0203_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0203,,1,0xF7FF,0x0026F0,32 F1 33 F1 32 F0 98 F1 76 86 F1 7D 87 F5 4D F3 A1 94 72 9B 6C DA F0 C2 F4 80 3E F2 B5 F0,武器／持つ者に繁栄をもたらす伝説の秘剣,무기／든 이에게 번영을 가져온다는 전설의 비검,97 6D 32 F0 CD 20 6B 7D 68 20 75 F9 63 F4 A1 20 4A 8E F2 EC F4 72 73 20 BB C4 F6 75 20 98 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0204_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0204,,0,0xDD9C,0x002704,E7 F1 B5 F0 EF EE EA C5 AB,聖剣ロレンツォ,성검 로렌초,D6 E5 F3 20 79 8F F8 CA F1,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0204_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0204,,1,0xF828,0x002710,32 F1 33 F1 32 F0 DB F0 73 72 9D B5 F0 C9 F6 5F 7D F1 E9 F0 6A 72 E7 F1 7C 9D B5 F0,武器／名だたる剣豪が愛用した聖なる剣,무기／이름난 검호들이 애용한 성스러운 검,97 6D 32 F0 6B B2 F8 D1 20 E5 F3 7D F3 85 6B 20 4F F9 A7 F6 7A 20 D6 BC A6 E9 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0205_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0205,,0,0xDDA6,0x002724,EB A6 C9 CC EA B2 BF 27 CA,ライトニングソード,라이트닝 소드,66 6B D2 BA F7 20 B4 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0205_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0205,,1,0xF860,0x002730,32 F1 33 F1 32 F0 B5 F0 BB F2 7D E0 F0 E1 F0 5F 8D 7A 82 6A 9D 4A F0 4B F0 80 B5 F0,武器／剣身に稲妻がほとばしる魔法の剣,무기／검신에서 번개가 솟구치는 마법의 검,97 6D 32 F0 E5 F3 B0 7D 6C 20 75 F9 57 F3 4A 20 62 F7 9D 3F F3 73 20 5C 78 F9 75 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0206_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0206,,0,0xDDB0,0x002744,A4 A6 BB D7 EB EA CA,アイスブランド,아이스 브랜드,70 6B BC 20 6F F3 82 F8 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0206_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0206,,1,0xF8A4,0x002750,32 F1 33 F1 32 F0 B5 F0 BB F2 7D CF F0 D0 F0 5F CF F0 60 25 F4 9E 9D 4A F0 4B F0 80 B5 F0,武器／剣身に吹雪が吹き荒れる魔法の剣,무기／검신에 눈보라가 몰아치는 마법의 검,97 6D 32 F0 E5 F3 B0 7D 20 88 F7 89 66 4A 20 2B F9 70 3F F3 73 20 5C 78 F9 75 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0207_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0207,,0,0xDDB8,0x002764,22 F0 A3 EA D7 EE 27 CA,ヴァンブレード,반 블레이드,6A F9 20 79 F3 8E F8 6B 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0207_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0207,,1,0xF8EA,0x002770,32 F1 33 F1 32 F0 B5 F0 BB F2 7D E6 F1 5F 57 F8 72 F1 62 4A F0 4B F0 80 B5 F0,武器／剣身に炎が渦巻く魔法の剣,무기／검신에 불꽃이 소용돌이치는 마법의 검,97 6D 32 F0 E5 F3 B0 7D 20 95 F2 CE F6 6B 20 B4 A7 F6 E7 6B 3F F3 73 20 5C 78 F9 75 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0208_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0208,,0,0xDDC1,0x002784,D6 A3 ED B9 AC EA,ファルシオン,팔시온,B0 F4 88 EC F4,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0208_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0208,,1,0xF92C,0x002790,32 F1 33 F1 32 F0 2B F1 C9 F0 79 BB F2 96 F2 80 EF F3 57 D8 F0 D9 F0,武器／片刃で身幅の広い曲刀,무기／외날에 폭이 넓은 만곡검,97 6D 32 F0 8C F6 AF 7D 20 DF F6 6B 20 5A F7 5D 20 55 EF F4 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0209_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0209,,0,0xDDC8,0x0027A4,4A F0 B5 F0 AE ED B9 AC EA,魔剣ガルシオン,마검 갈시온,5C E5 F3 20 B5 F1 88 EC F4,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0209_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0209,,1,0xF94E,0x0027B0,32 F1 33 F1 32 F0 4A F0 4B F0 8F F2 90 F2 5F 7D F1 E9 F0 6A 72 4A F0 85 F0 A1 43 F2 85 72 B5 F0,武器／魔法皇帝が愛用した魔力を帯びた剣,무기／마법 황제가 애용한 마력을 띤 검,97 6D 32 F0 5C 78 F9 20 BA F4 AA 4A 20 4F F9 A7 F6 7A 20 5C 93 F8 A1 20 78 F8 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0210_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0210,,0,0xDDD2,0x0027C4,E0 BB EC ED BF 27 CA,ミスリルソード,미스릴 소드,9C BC B7 F8 20 B4 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0210_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0210,,1,0xF982,0x0027D0,32 F1 33 F1 32 F0 79 F5 60 F1 7D 97 F3 62 C6 F1 64 F0 79 30 F1 9B 9E 72 42 F0 B5 F0,武器／白色に輝く金属で作られた大剣,무기／하얗게 빛나는 금속으로 만든 대검,97 6D 32 F0 61 6F F9 68 20 2B F4 50 73 20 C7 49 F7 82 79 20 55 CD 20 8D E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0211_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0211,,0,0xDDDA,0x0027E4,B1 EE A6 E3 A4,クレイモア,클레이모어,51 F7 8E F8 6B B2 69,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0211_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0211,,1,0xF9A9,0x0027F0,32 F1 33 F1 32 F0 51 F3 57 C9 F0 7A 27 F3 AB F2 80 A5 F7 A1 98 F1 76 42 F0 B5 F0,武器／鋭い刃と十字の柄を持つ大剣,무기／날카로운 칼날과 십자 손잡이를 지닌 대검,97 6D 32 F0 AF A5 F4 79 E9 20 41 F5 AF EC F5 20 5E F8 81 20 5D F0 5D F9 6B 87 20 6F AF F7 20 8D E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0212_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0212,,0,0xDDE0,0x002804,5B F2 C6 F1 80 B5 F0,黄金の剣,황금의 검,BA F4 C7 75 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0213_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0213,,0,0xDDE8,0x002824,D1 BB C1 27 CA BF 27 CA,バスタードソード,바스타드 소드,9F BC E8 F7 30 F8 20 B4 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0213_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0213,,1,0xF9D2,0x002830,32 F1 33 F1 32 F0 23 F3 5D F0 79 94 54 F0 5B 9D CE F8 E9 F0 65 F0 80 B6 F1 57 42 F0 B5 F0,武器／両手でも使える汎用性の高い大剣,무기／양손으로도 사용할 수 있는 범용성 높은 대검,97 6D 32 F0 64 F9 5D F0 82 79 4E 20 7E A7 F6 AD 20 8B 20 5E 73 20 77 F9 A7 F6 D6 20 7B F7 5D 20 8D E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0214_NAME,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0214,,0,0xDDF1,0x002844,ED 27 EA D7 EE 27 CA,ルーンブレード,룬 블레이드,A8 F8 20 79 F3 8E F8 6B 30 F8,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
ITEM_0214_DESC,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0214,,1,0xF9FB,0x002850,32 F1 33 F1 32 F0 B5 F0 BB F2 7D B2 F0 59 F1 A7 F5 AB F2 5F 29 F4 90 9E 72 B5 F0,武器／剣身に古代文字が刻まれた剣,무기／검신에 고대 문자가 새겨진 검,97 6D 32 F0 E5 F3 B0 7D 20 43 8D 20 31 F9 81 4A 20 40 F6 B1 F4 C5 20 E5 F3,,[],TRANSLATED,NO,기존 v9 item decode를 재사용; 중앙 hangul_code_map 미배정,
