id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used
SCN_00030600_00740000_0058,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,57,0x00260422,0x0026041d,77 b6 cc 3e f0 21 e5 2d f0 a0 86 9a 08 ba 82 7b f0 7e bb 9c 77 84 9b 88 08 b6 95 a3 21 7d 8b 88 c2 a0 e5 2d f0 95 98 08 9c c2 7e 71 f1 77 bb f0 7f 8c bd ba 0d ff 00,"いやオレ、ツボのこと
よく分からないけどさ
やっぱ、おじさんのツボって
なんか良い気がするよ","아니, 난 항아리는
잘 모르지만 말이야
역시 아저씨 항아리는
뭔가 좋은 것 같아",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":52,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いやオレ<G0001>ツボのこと
よく分からないけどさ
やっ<G0083><G0001>おじさんのツボって
なんか良い気がするよ",SUPPORTED,"0001,0083"
SCN_00030600_00740000_0059,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,58,0x002604ba,0x002604b5,a1 a1 46 21 90 bc b5 cf 24 f0 d9 c6 9c 46 0d ff 00,はは…、そりゃキビシイな…,하하… 그건 좀 심하네…,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":14,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,はは<G0026><G0001>そりゃキビシイな<G0026>,SUPPORTED,"0001,0026"
SCN_00030600_00740000_0060,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,59,0x002605e8,0x002605e3,79 b0 90 79 93 9c 46 08 90 79 77 b6 cc 3e f0 08 b0 93 32 f0 d9 c3 f4 95 98 9c 77 c2 93 08 a6 f0 8a c4 f5 aa 95 92 9c 46 0d ff 00,"うまそうだな…
そういやオレ
まだメシ食ってないんだ
少し腹へったな…","맛있어 보이네…
그러고 보니 나
아직 밥을 안 먹었어
좀 배고프네…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"うまそうだな<G0026>
そういやオレ
まだメシ食ってないんだ
少し<G0584>へったな<G0026>",SUPPORTED,"0026,0584"
SCN_00030600_00740000_0061,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,60,0x0026066a,0x00260665,46 c2 43 21 77 77 b6 08 77 b0 21 79 94 9d d3 ce d7 f0 7f 77 bd c2 93 08 df f0 82 20 f0 47 27 f0 c1 08 b8 f1 95 98 77 95 98 75 85 9c 77 9a 43 0d ff 00,"…ん！、いいや
いま、うちにケガ人がいるんだ
早くハーブを
持っていってあげないと！","…응! 아니, 됐어
지금 우리 집에 다친 사람이 있어
얼른 허브를
가져다줘야 해!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":47,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>ん！<G0001>いいや
いま<G0001>うちにケガ人がいるんだ
早くハーブを
持っていってあげないと！",SUPPORTED,"0001,0026"
SCN_00030600_00740000_0062,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,61,0x002606dc,0x002606d7,7d a2 88 c2 7f 21 90 c2 9c a4 f1 7c f0 8a 98 08 9b 79 8c c2 93 ba 43 08 93 77 8b b9 79 a8 21 8c 83 9d bc f0 bd 88 0d ff 00,"おばさんが、そんな心配して
どうすんだよ！
だいじょうぶ、すぐに治るさ","아줌마가 그렇게 걱정해서
어쩌려고 그래!
괜찮아, 금방 나을 거야",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":38,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"おばさんが<G0001>そんな心<G012C>して
どうすんだよ！
だいじょうぶ<G0001>すぐに治るさ",SUPPORTED,"0001,012C"
SCN_00030600_00740000_0065,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,64,0x002609ba,0x002609b5,94 21 94 7f 79 95 98 43 08 77 bf 77 bf 75 95 98 08 4d f0 8b f6 9d b5 f0 8c bd da f0 9d 9c 95 92 93 84 88 08 29 f0 3a f0 9c 86 9a 21 2e f4 79 9c ba 43 0d ff 00,"ち、ちがうって！
いろいろあって
一緒に旅する事になっただけさ
ヘンなこと、言うなよ！","아, 아니라니까!
여러 일이 있어서
같이 여행하게 됐을 뿐이야
이상한 소리 하지 마!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":50,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ち<G0001>ちがうって！
いろいろあって
一<G061B>に旅する事になっただけさ
ヘンなこと<G0001><G041E>うなよ！",SUPPORTED,"0001,041E,061B"
SCN_00030600_00740000_0066,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,65,0x00260a86,0x00260a81,46 2c f0 3a f0 e9 90 79 ba 9f 08 9f 7a 21 c4 3d f0 26 f0 c5 eb 95 98 08 77 b0 21 77 82 96 9c a0 44 0d ff 00,"…ホントそうよね
ねぇ、アルフィナって
いま、いくつなの？","…정말 그렇네
저기, 알피나는
지금 몇 살이야?",UNASSIGNED,ミランダ,"[{""offset"":-5,""raw_hex"":""22 0e 00 20 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":32},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_miranda_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>ホントそうよね
ね<G005A><G0001>アルフィナって
いま<G0001>いくつなの？",SUPPORTED,"0001,0026,005A"
SCN_00030600_00740000_0070,SCENARIO,scenario_message,DATA/00030600.MDZ,DATA/00030600.MDT,0x00740000,00030600,69,0x00260fd9,0x00260fd4,94 f3 7e 9d 46 08 99 b4 46 21 78 f1 7b f0 08 b0 f3 95 98 86 9c 90 79 93 9c 46 0d ff 00,"確かに…
でも…、当分
戻ってこなそうだな…","확실히…
하지만… 당분간은
돌아오지 않을 것 같네…",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G03B4>かに<G0026>
でも<G0026><G0001>当分
<G03D0>ってこなそうだな<G0026>",SUPPORTED,"0001,0026,03B4,03D0"
SCN_00030800_00740000_0006,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,5,0x0029f4e5,0x0029f4e0,46 49 f1 c2 99 92 93 bf 44 0d ff 00,…飛んでただろ？,…날고 있었잖아?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":9,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,<G0026>飛んでただろ？,SUPPORTED,0026
SCN_00030800_00740000_0007,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,6,0x0029f57f,0x0029f57a,46 d5 e4 2b f0 21 7d b0 7b 93 95 98 08 49 f1 ab bd c2 93 8f 21 77 f1 c2 dc f2 9d 08 55 f1 77 21 f5 77 7f 75 be a2 9c 0d ff 00,"…コッペ、おまえだって
飛べるんだよ、胸ん中に
強い思いがあればな","…코페, 너도
날 수 있어. 가슴속에
강한 마음만 있다면 말이야",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>コッペ<G0001>おまえだって
飛べるんだ<G006F><G0001>胸ん中に
強い<G04E1>いがあればな",SUPPORTED,"0001,0026,006F,04E1"
SCN_00030800_00740000_0009,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,8,0x0029f6dc,0x0029f6d7,46 49 f1 c2 99 92 93 bf 44 0d ff 00,…飛んでただろ？,…날고 있었잖아?,UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":9,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,<G0026>飛んでただろ？,SUPPORTED,0026
SCN_00030800_00740000_0010,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,9,0x0029f776,0x0029f771,46 d5 e4 2b f0 21 7d b0 7b 93 95 98 08 49 f1 ab bd c2 93 8f 21 77 f1 c2 dc f2 9d 08 55 f1 77 21 f5 77 7f 75 be a2 9c 0d ff 00,"…コッペ、おまえだって
飛べるんだよ、胸ん中に
強い思いがあればな","…코페, 너도
날 수 있어. 가슴속에
강한 마음만 있다면 말이야",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G0026>コッペ<G0001>おまえだって
飛べるんだ<G006F><G0001>胸ん中に
強い<G04E1>いがあればな",SUPPORTED,"0001,0026,006F,04E1"
SCN_00030800_00740000_0011,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,10,0x0029f84d,0x0029f848,75 75 21 d5 e4 2b f0 08 90 be 7f 75 be a2 46 08 49 f1 ab bd 88 43 0d ff 00,"ああ、コッペ
それがあれば…
飛べるさ！","그래, 코페
그것만 있으면…
날 수 있어!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0a 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":10},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_11; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ああ<G0001>コッペ
それがあれば<G0026>
飛べるさ！",SUPPORTED,"0001,0026"
SCN_00030800_00740000_0013,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,12,0x0029fa31,0x0029fa2c,7b 95 21 23 f2 3a f3 8a 46 44 0d ff 00,えっ、神隠し…？,"뭐, 신묘한 실종…?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":10,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,えっ<G0001>神<G035A>し<G0026>？,SUPPORTED,"0001,0026,035A"
SCN_00030800_00740000_0014,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,13,0x0029fad5,0x0029fad0,23 f2 3a f3 8a 21 7e 46 08 77 b0 9a 9c 95 98 a1 08 90 c2 9c b4 a0 9c 77 9c c2 98 08 2e f4 7b 9c 77 ba 9c 46 0d ff 00,"神隠し、か…
いまとなっては
そんなものないなんて
言えないよな…","신묘한 실종이라…
이제 와서는
그런 건 없다고
말할 수 없겠네…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"神<G035A>し<G0001>か<G0026>
いまとなっては
そんなものないなんて
<G041E>えないよな<G0026>",SUPPORTED,"0001,0026,035A,041E"
SCN_00030800_00740000_0016,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,15,0x0029fc5d,0x0029fc58,75 75 21 75 77 96 7f 77 92 7e bb 08 86 86 b0 99 84 f1 be 92 c2 93 08 9c c2 98 77 79 7e 46 08 db f2 9e f0 a0 4d f0 3b f2 b1 92 77 9c b4 c2 88 0d ff 00,"ああ、あいつがいたから
ここまで来れたんだ
なんていうか…
身体の一部みたいなもんさ","그래, 그 녀석이 있었기에
여기까지 올 수 있었어
뭐랄까…
몸의 일부나 다름없지",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":47,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ああ<G0001>あいつがいたから
ここまで来れたんだ
なんていうか<G0026>
身体の一部みたいなもんさ",SUPPORTED,"0001,0026"
SCN_00030800_00740000_0021,SCENARIO,scenario_message,DATA/00030800.MDZ,DATA/00030800.MDT,0x00740000,00030800,20,0x0029ff31,0x0029ff2c,86 86 99 ee f5 c1 bb f2 95 98 9c 7e 95 92 bb 08 c4 3d f0 26 f0 c5 eb 9d b4 08 63 f0 7b 9c 7e 95 92 c2 93 46 0d ff 00,"ここで夢を追ってなかったら
アルフィナにも
会えなかったんだ…","여기서 꿈을 좇지 않았다면
알피나도
만나지 못했을 거야…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ここで夢を<G030B>ってなかったら
アルフィナにも
<G0113>えなかったんだ<G0026>",SUPPORTED,"0026,0113,030B"
SCN_00030900_00740000_0005,SCENARIO,scenario_message,DATA/00030900.MDZ,DATA/00030900.MDT,0x00740000,00030900,4,0x001cb5be,0x001cb5b9,c0 95 21 c0 7e bc b0 8c e4 08 46 9a a1 f1 77 b0 8c e4 43 08 9c c2 9a 9c 82 e4 43 0d ff 00,"わっ、わかりますッ
…と思いますッ！
なんとなくッ！","아, 알겠습니다!
…라고 생각합니다!
왠지 모르게요!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":9,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"わっ<G0001>わかりますッ
<G0026>と思いますッ！
なんとなくッ！",SUPPORTED,"0001,0026"
SCN_00030900_00740000_0006,SCENARIO,scenario_message,DATA/00030900.MDZ,DATA/00030900.MDT,0x00740000,00030900,5,0x001cb62a,0x001cb625,80 f3 95 98 21 e5 2d f0 a0 41 f2 4b f1 a0 38 f1 46 08 46 93 ba 9c 44 0d ff 00,"何って、ツボの破片の山…
…だよな？","뭐냐니, 항아리 파편 더미…
…맞지?",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"何って<G0001>ツボの破片の山<G0026>
<G0026>だよな？",SUPPORTED,"0001,0026"
SCN_00030900_00740000_0007,SCENARIO,scenario_message,DATA/00030900.MDZ,DATA/00030900.MDT,0x00740000,00030900,6,0x001cb6ad,0x001cb6a8,cc 3e f0 21 de f5 8a 77 7e bb 88 08 b0 92 4d f4 b9 f1 9f 43 0d ff 00,"オレ、忙しいからさ
またあ度ね！","나 바쁘니까
또 다음에!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"オレ<G0001><G059E>しいからさ
また<G043D>度ね！",SUPPORTED,"0001,043D,059E"
SCN_00030900_00740000_0008,SCENARIO,scenario_message,DATA/00030900.MDZ,DATA/00030900.MDT,0x00740000,00030900,7,0x001cb77f,0x001cb77a,9b 95 7e 42 f1 82 a0 44 08 7d 8b 88 c2 7f b5 f0 42 f1 9c c2 98 08 5b f1 5c f1 93 ba 9c 43 0d ff 00,"どっか行くの？
おじさんが旅行なんて
意外だよな！","어디 가는 거야?
아저씨가 여행이라니
의외네!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"どっか行くの？
おじさんが旅行なんて
意<G01DC>だよな！",SUPPORTED,01DC
