id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,opcode,command_argument,command_raw_hex,header_record_offset,text_record_offset,end_record_offset,record_offset,record_ordinal,chunk_index,glyph_count,unresolved_glyph_count,speaker_evidence_status,speaker_source
NPC_D1_00450000_R00740000_O81_0077,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,76,0x007207fb,0x007207f6,aa 7a 43 21 a0 f1 66 f0 a0 db f1 c1 c0 f0 9d 8a 98 08 d4 f4 58 f1 88 f3 22 f1 9d 21 86 93 c0 bd a0 7e 77 44 08 90 be 7f 9c f0 92 f0 8c bd 46 95 98 da f0 99 08 8b b7 79 a8 c2 9c a0 9d 43 0d ff 00,"へ<G005A>！<G0001>不動の美を<G0170>にして
成立<G03A8><G01A2>に<G0001>こだわるのかい？
それが<G014C><G0142>する<G0026>って事で
じ<G0097>うぶんなのに！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":52,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":62,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002676,0x0000267b,0x000026bc,0x0071e180,0,6,48,10,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0078,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,77,0x00720856,0x00720851,d7 f0 ca f2 9d 99 80 bd da f0 9c c2 98 08 92 7e 7f ec f1 be 98 bd c2 93 46 08 24 f8 49 f4 aa f0 9a 8a 98 21 ae 82 a1 08 86 a0 ce 3b f0 db 92 94 c1 9d f1 8a 98 bd 46 0d ff 00,"人間にできる事なんて
たかが知れてるんだ<G0026>
彫刻家として<G0001>ぼくは
このガラスたちを愛してる<G0026>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":13,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":55,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x000026d1,0x000026d6,0x00002710,0x0071e180,0,6,43,3,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0079,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,78,0x007208c1,0x007208bc,86 77 96 21 c1 f1 80 98 bd 9a 80 a1 08 62 f0 cf 3b f0 c6 93 95 92 46 08 99 b4 a0 f1 a1 f1 a2 f1 93 9c 21 4d f4 8b b5 08 7d bb f0 9d 80 f0 bc a0 a4 9a 96 9c c2 93 0d ff 00,"こいつ<G0001>生きてるときは
大キライだった<G0026>
でも不思議だな<G0001><G043D>じゃ
お気に入りのひとつなんだ",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":54,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x0000273c,0x00002741,0x0000277a,0x0071e180,0,6,42,4,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0080,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,79,0x00720939,0x00720934,21 f0 cd 99 21 90 f9 a6 f2 9c 21 e1 f0 2c f6 88 08 b1 9d 82 77 75 a2 92 60 f2 93 95 92 46 09 08 99 b4 4d f4 a1 21 da f2 70 f2 9d 22 f2 c1 a3 f5 21 f1 8c bd 08 ce 3b f0 db a0 cb f0 a0 ba 79 93 ba 46 0d ff 00,"バカで<G0001><G0890>暴な<G0001>悪<G05BC>さ
みにくいあばた面だった<G0026><CTRL:09>
でも<G043D>は<G0001><G032A><G02C0>に光を反射する
ガラスの月のようだよ<G0026>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":16,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":31,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":52,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":66,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x000027b4,0x000027b9,0x000027fe,0x0071e180,0,6,48,10,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0081,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,80,0x007209bf,0x007209ba,63 f0 7b 9c 77 46 44 09 08 86 79 8a 98 63 f0 95 98 bd 8b b5 9c 77 7e 07 0e 00 e4 00 86 77 96 a1 21 a1 f0 da f0 9d 08 c1 f1 b0 be 70 f0 c0 95 92 c2 93 43 08 eb f0 3e f1 b1 92 77 9c 35 f0 e5 93 95 92 84 9b 08 8a f7 a2 f4 9a 8a 98 a8 f0 e7 f2 8a 92 c2 93 ba 43 0d ff 00,"<G0113>えない<G0026>？<CTRL:09>
こうして<G0113>ってるじゃないか<CTRL:07 0E 00 E4 00>こいつは<G0001>見事に
生まれ変わったんだ！
毒虫みたいなヤツだったけど
<G06EA>術として昇華したんだよ！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":7,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""07 0e 00 e4 00"",""kind"":""INLINE_07"",""argument"":228},{""offset"":38,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":51,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":68,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":86,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x0000283a,0x0000283f,0x00002898,0x0071e180,0,6,63,5,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0082,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,81,0x00720a32,0x00720a2d,46 8a f7 a2 f4 dd f1 c1 50 f1 95 98 b4 08 9c 83 88 b3 9d 8a 7e 9c bb 9c 77 46 08 ae 82 92 94 5d f0 db f2 7f 21 8a f7 a2 f4 9d 08 9c bb 9c 80 b5 77 84 9c 77 c2 93 46 0d ff 00,"<G0026><G06EA>術品を作っても
なぐさめにしかならない<G0026>
ぼくたち自身が<G0001><G06EA>術に
ならなきゃいけないんだ<G0026>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":13,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":55,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x000028ad,0x000028b2,0x000028ec,0x0071e180,0,6,44,6,UNPROVEN,
NPC_D1_00450000_R00740000_O42_0015,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,14,0x00720a9d,0x00720a98,b6 bc e0 f0 be 9f 7a ba 9c 46 08 ed f0 c2 8b b0 95 92 d7 f0 7f 08 77 96 b0 99 b4 21 86 79 b6 95 98 08 58 f1 95 98 bd 9c c2 98 ba 46 0d ff 00,"やり切れね<G005A>よな<G0026>
死んじまった人が
いつまでも<G0001>こうやって
立ってるなんてよ<G0026>",,UNASSIGNED,ウル,"[{""offset"":-5,""raw_hex"":""42 0e 00 33 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":51},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":44,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0033,42 0e 00 33 00,0x00002918,0x0000291d,0x0000294c,0x0071e180,0,6,37,4,SUPPORTED,face_ull_10
NPC_D1_00450000_R00740000_O81_0083,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,82,0x00720adb,0x00720ad6,ae 82 9d 9a 95 98 a1 08 db f1 a2 f4 ad f0 b4 82 f5 8b 88 08 ce 3b f0 db a0 d3 f0 87 f6 21 ce 3b f0 db a0 d7 f0 87 f6 08 a1 f0 98 bd 9a 67 f0 ca f2 c1 b2 f0 be bd ba 43 0d ff 00,"ぼくにとっては
美術<G015D>も<G0542>じさ
ガラスの木々<G0001>ガラスの人々
見てると時間を<G0162>れるよ！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":56,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002956,0x0000295b,0x00002996,0x0071e180,0,6,39,4,UNPROVEN,
NPC_D1_00450000_R00740000_O42_0016,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,15,0x00720b30,0x00720b2b,32 f4 d7 f0 c1 21 9c 96 7e 8a c2 99 bd 08 46 95 98 c0 84 8b b5 9f 7a a0 7e 42 08 ba 82 c9 f5 bb f0 93 9c 43 0d ff 00,"故人を<G0001>なつかしんでる
<G0026>ってわけじゃね<G005A>のか<G0022>
よく平気だな！",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 35 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":53},{""offset"":13,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":36,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0035,42 0e 00 35 00,0x000029ab,0x000029b0,0x000029d7,0x0071e180,0,6,30,4,SUPPORTED,face_dahna_01
NPC_D1_00450000_R00740000_O81_0084,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,83,0x00720b66,0x00720b61,9c f3 6e f2 a1 a6 f0 aa f4 a0 92 b3 9d 75 bd 46 09 08 2c f1 c1 f1 9c bb 21 90 c2 9c a7 79 9d 08 2e f4 77 89 f1 8c 93 bf 79 9c 07 0e 00 e4 00 86 a0 ce 3b f0 db 2c f5 a1 9f 08 58 f1 8f f5 9c 24 f8 49 f4 aa f0 93 95 92 c2 93 08 46 ae 82 a0 2c f1 c1 f1 88 0d ff 00,"感傷は少女のためにある<G0026><CTRL:09>
先生なら<G0001>そんなふうに
<G041E>い<G0209>すだろうな<CTRL:07 0E 00 E4 00>このガラス<G04EC>はね
立<G054F>な彫刻家だったんだ
<G0026>ぼくの先生さ",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":16,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""07 0e 00 e4 00"",""kind"":""INLINE_07"",""argument"":228},{""offset"":57,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":74,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":84,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x000029e1,0x000029e6,0x00002a3d,0x0071e180,0,6,57,7,UNPROVEN,
NPC_D1_00450000_R00740000_O42_0017,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_42,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,16,0x00720bcc,0x00720bc7,90 a0 2c f1 c1 f1 7f 08 86 c2 9c 9d 9c 95 94 b0 95 92 a0 9d 08 80 f3 9a b4 a1 f1 c0 9f 7a a0 7e ba 42 0d ff 00,"その先生が
こんなになっちまったのに
何とも思わね<G005A>のかよ<G0022>",,UNASSIGNED,ダーナ,"[{""offset"":-5,""raw_hex"":""42 0e 00 35 00"",""kind"":""MESSAGE_HEADER"",""opcode"":66,""argument"":53},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":34,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x42 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x42,0x0035,42 0e 00 35 00,0x00002a47,0x00002a4c,0x00002a71,0x0071e180,0,6,28,2,SUPPORTED,face_dahna_01
NPC_D1_00450000_R00740000_O81_0085,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,84,0x00720c00,0x00720bfb,a1 f1 79 88 43 08 b0 bd 99 21 df f0 82 7d b0 7b b4 08 ce 3b f0 db 9d 9c be 46 95 98 08 3a f2 bc 7e 84 98 82 bd b1 92 77 93 ba 43 0d ff 00,"思うさ！
まるで<G0001>早くおまえも
ガラスになれ<G0026>って
<G028A>りかけてくるみたいだよ！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":5,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":17,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":43,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002a7b,0x00002a80,0x00002aae,0x0071e180,0,6,36,3,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0086,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,85,0x00720c48,0x00720c43,86 c2 9c 9d db f1 8a 77 08 ce 3b f0 db 2c f5 9d 9c bb be bd 9c c2 98 08 88 8c 7f 99 8c 21 2c f1 c1 f1 46 08 90 be 9d ae f5 ab 98 21 ae 82 a1 46 43 0d ff 00,"こんなに美しい
ガラス<G04EC>になられるなんて
さすがです<G0001>先生<G0026>
それに<G056E>べて<G0001>ぼくは<G0026>！",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":35,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":49,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002ac3,0x00002ac8,0x00002afc,0x0071e180,0,6,40,6,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0087,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,86,0x00720cad,0x00720ca8,46 9c c2 98 86 9a 93 08 ab f5 aa f4 a1 21 db f1 8a 77 46 41 0d ff 00,"<G0026>なんてことだ
彼女は<G0001>美しい<G0026><G0021>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002b28,0x00002b2d,0x00002b44,0x0071e180,0,6,16,4,UNPROVEN,
NPC_D1_00450000_R00740000_O52_0009,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_52,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,8,0x00720cd3,0x00720cce,c1 f3 77 98 77 bd a0 99 8c 7e 46 08 62 f0 da f0 9c 5c f0 93 95 92 a0 99 8c 9f 46 0d ff 00,"<G03E1>いているのですか<G0026>
大事な方だったのですね<G0026>",,UNASSIGNED,ヘクト,"[{""offset"":-5,""raw_hex"":""52 0e 00 3f 00"",""kind"":""MESSAGE_HEADER"",""opcode"":82,""argument"":63},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":27,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x52 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x52,0x003f,52 0e 00 3f 00,0x00002b4e,0x00002b53,0x00002b71,0x0071e180,0,6,22,3,SUPPORTED,face_hect_01
NPC_D1_00450000_R00740000_O81_0088,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,87,0x00720d00,0x00720cfb,de f4 9d 9f 08 96 80 75 95 98 92 c2 93 46 09 08 9b c2 9c 9d 8d f4 6d f1 9d 5a f3 95 98 b4 08 9d f2 b1 92 77 9d 96 77 98 82 bd aa f4 93 95 92 0d ff 00,"<G04CE>にね
つきあってたんだ<G0026><CTRL:09>
どんなに邪険に扱っても
<G02ED>みたいについてくる女だった",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":4,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""09"",""kind"":""UNKNOWN_CONTROL""},{""offset"":15,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":30,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":47,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002b7b,0x00002b80,0x00002bb2,0x0071e180,0,6,37,3,UNPROVEN,
NPC_D1_00450000_R00740000_O81_0089,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_81,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,88,0x00720d4c,0x00720d47,96 80 75 77 9c 7f bb 21 a4 f1 a0 62 f5 99 08 34 f1 ab 96 8a 98 92 c2 93 08 ab f5 aa f4 a0 21 86 a5 92 ba 79 9c b6 f4 ab f3 9a 08 59 f1 5a f1 8b b1 92 cf f8 2e f4 c1 9f 46 0d ff 00,"つきあいながら<G0001>心の<G0522>で
軽べつしてたんだ
彼女の<G0001>こびたような<G04A6><G03CB>と
子供じみた<G07FF><G041E>をね<G0026>",,UNASSIGNED,,"[{""offset"":-5,""raw_hex"":""81 0e 00 e4 00"",""kind"":""MESSAGE_HEADER"",""opcode"":129,""argument"":228},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":42,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":57,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED: 0x81 0E 00 <argument> + text + 0D FF 00 in a ScnrScriptEmulator&Converter record; 0x81 argument semantics and NPC speaker name are not proven. JP glyph recovery remains incomplete for this row.,0x81,0x00e4,81 0e 00 e4 00,0x00002bc7,0x00002bcc,0x00002c08,0x0071e180,0,6,43,8,UNPROVEN,
NPC_D1_00450000_R00740000_O52_0010,NPC_DIALOGUE,NPC_DIALOGUE_OPCODE_52,DATA/00450000.MDZ,DATA/00450000.MDT,0x00740000,00450000,9,0x00720d97,0x00720d92,44 f6 c4 f1 8a 7e 9f b0 8c 46 08 26 f5 7d f0 a0 86 9a c1 08 90 c2 9c a7 79 9d a1 f1 77 9c 7f bb 08 4d f0 8b f6 9d 77 92 a0 a1 21 9c 8f 44 0d ff 00,"<G05D4>解しかねます<G0026>
<G04E6>手のことを
そんなふうに思いながら
一<G061B>にいたのは<G0001>な<G006F>？",,UNASSIGNED,ヘクト,"[{""offset"":-5,""raw_hex"":""52 0e 00 43 00"",""kind"":""MESSAGE_HEADER"",""opcode"":82,""argument"":67},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":46,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",UNTRANSLATED,NO,,SUPPORTED dialogue-family candidate: 0x52 0E 00 <argument> + text + 0D FF 00; command is exported separately from the existing 0x02/0x22 scenario table. JP glyph recovery remains incomplete for this row.,0x52,0x0043,52 0e 00 43 00,0x00002c12,0x00002c17,0x00002c48,0x0071e180,0,6,36,6,SUPPORTED,face_hect_05
