id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note
ITEM_0147_EFFECT_2,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0147,,2,0xF44F,,2D F0 B2 F1 47 F0 AA F2 AB F1 68 F3 C5 F1 20 4A F1 A4 F2 6C 9D,一定時間経<68F3>後　爆発する,일정 시간 후 폭발,92 93 20 88 A9 F0 20 CD F4 20 DF F6 6C F9,,"[""<68F3>""]",TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0148_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0148,,1,0xF485,,54 F0 E9 F0 BC F0 C2 F0 2B E2 C7 AC BB C9 EB A6 B1,使用効果：メテオストライク,사용효과：메테오 스트라이크,7E A7 F6 CA F4 EC F5 2B E7 F8 D8 90 20 BC D2 66 6B 44 F7,,[],TRANSLATED,NO,positional item HELP trailer; magic-name rule,
ITEM_0149_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0149,,1,0xF4B9,,54 F0 E9 F0 BC F0 C2 F0 2B B9 E4 AF 27 AE,使用効果：シャキーガ,사용효과：샤키가,7E A7 F6 CA F4 EC F5 2B 6F F6 C1 4A,,[],TRANSLATED,NO,positional item HELP trailer; magic-name rule,
ITEM_0150_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0150,,1,0xF4E3,,54 F0 E9 F0 BC F0 C2 F0 2B EB A6 C8 EA,使用効果：ライデン,사용효과：라이덴,7E A7 F6 CA F4 EC F5 2B 66 6B DE F7,,[],TRANSLATED,NO,positional item HELP trailer; magic-name rule,
ITEM_0152_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0152,,1,0xF511,,54 F0 E9 F0 BC F0 C2 F0 2B 22 F0 A3 EA BB C9 EB A6 B1,使用効果：ヴァンストライク,사용효과：반 스트라이크,7E A7 F6 CA F4 EC F5 2B 6A F9 20 BC D2 66 6B 44 F7,,[],TRANSLATED,NO,positional item HELP trailer; magic-name rule,
ITEM_0153_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0153,,1,0xF543,,54 F0 E9 F0 BC F0 C2 F0 2B D3 E6 27 BB EB C4 B9 E6,使用効果：ヒュースラッシュ,사용효과：휴 슬래시,7E A7 F6 CA F4 EC F5 2B 2D F6 20 D8 F7 8E 88,,[],TRANSLATED,NO,positional item HELP trailer; magic-name rule,
ITEM_0154_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0154,,1,0xF573,,42 49 B9 EA DD ED A1 86 F0 6A AB F4 93 9D,IPシンボルを少し進める,IP 게이지 소폭 전진,42 49 20 68 6B 6F 20 B4 DF F6 20 BB C5,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0154_EFFECT_2,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0154,,2,0xF582,,54 F0 75 78 94 7C 62 7C 9B 7C 57,使ってもなくならない,사용해도 사라지지 않음,7E A7 F6 74 4E 20 7E 66 6F 6F 20 AE B1,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0155_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0155,,1,0xF5AC,,42 49 B9 EA DD ED A1 42 F0 96 F2 7D AB F4 93 9D,IPシンボルを大幅に進める,IP 게이지 대폭 전진,42 49 20 68 6B 6F 20 8D DF F6 20 BB C5,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0156_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0156,,1,0xF5D9,,42 49 B9 EA DD ED A1 42 F0 96 F2 7D AB F4 93 9D,IPシンボルを大幅に進める,IP 게이지 대폭 전진,42 49 20 68 6B 6F 20 8D DF F6 20 BB C5,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0157_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0157,,1,0xF60A,,42 49 B9 EA DD ED A1 42 F0 96 F2 7D AB F4 93 9D,IPシンボルを大幅に進める,IP 게이지 대폭 전진,42 49 20 68 6B 6F 20 8D DF F6 20 BB C5,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0158_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0158,,1,0xF639,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 2B 38 30,無属性ダメージ　威力：80,무속성 피해 위력 80,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 20 38 30,,[],TRANSLATED,NO,positional item HELP trailer; elemental-damage rule,
ITEM_0159_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0159,,1,0xF66C,,54 F0 E9 F0 BC F0 C2 F0 2B B2 EB B0 EA,使用効果：グラギン,사용효과：그라긴,7E A7 F6 CA F4 EC F5 2B 63 66 93 F6,,[],TRANSLATED,NO,positional item HELP trailer; magic-name rule,
ITEM_0160_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0160,,1,0xF696,,46 49 A1 38 30 DE A6 EA C9 3F F0 B6 F0 6C 9D,MPを80ポイント回復する,MP 80 회복,46 49 20 38 30 20 CC D0,,[],TRANSLATED,NO,positional item HELP trailer; numeric recovery rule,
ITEM_0161_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0161,,1,0xF6C2,,41 49 A1 31 35 30 30 DE A6 EA C9 3F F0 B6 F0 6C 9D,HPを1500ポイント回復する,HP 1500 회복,41 49 20 31 35 30 30 20 CC D0,,[],TRANSLATED,NO,positional item HELP trailer; numeric recovery rule,
ITEM_0162_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0162,,1,0xF6F3,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 2B 34 38 30,無属性ダメージ　威力：480,무속성 피해 위력 480,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 20 34 38 30,,[],TRANSLATED,NO,positional item HELP trailer; elemental-damage rule,
ITEM_0163_EFFECT_1,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0163,,1,0xF727,,70 F0 64 F0 65 F0 C2 E2 27 BA 20 84 F0 85 F0 2B 31 38 30 30,無属性ダメージ　威力：1800,무속성 피해 위력 1800,97 49 F7 D6 20 C9 74 20 3F F7 93 F8 20 31 38 30 30,,[],TRANSLATED,NO,positional item HELP trailer; elemental-damage rule,
ITEM_0163_EFFECT_2,ITEM,consumable,GR3.MDZ,GR3.MDT,ITEM_RECORD_0163,,2,0xF73C,,2D F0 B2 F1 47 F0 AA F2 AB F1 68 F3 C5 F1 20 4A F1 A4 F2 6C 9D,一定時間経<68F3>後　爆発する,일정 시간 후 폭발,92 93 20 88 A9 F0 20 CD F4 20 DF F6 6C F9,,"[""<68F3>""]",TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0201_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0201,,1,0xF7B9,,36 F0 37 F0 2B F0 31 32 35,攻撃＋125,공격＋125,D8 F5 B3 F4 2B F0 31 32 35,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0201_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0201,,2,0xF7C3,,36 F0 37 F0 A1 58 F1 78 72 47 F0 80 4C 49 3F F0 B6 F0 49 F0 5F 56 F1 5B 9D,攻撃を当てた時のSP回復量が増える,명중 시 SP 회복량 상승,E5 E5 F4 20 88 20 4C 49 20 CC D0 83 F8 20 BD 2E F8,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0202_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0202,,1,0xF7F6,,36 F0 37 F0 2B F0 33,攻撃＋3,공격＋3,D8 F5 B3 F4 2B F0 33,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0203_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0203,,1,0xF81E,,36 F0 37 F0 2B F0 39 39,攻撃＋99,공격＋99,D8 F5 B3 F4 2B F0 39 39,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0204_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0204,,1,0xF845,,36 F0 37 F0 2B F0 36 39 20 9B F2 AE F1 BC F0 C2 F0 2B 38 F0 39 F0 C2 A8 EA,攻撃＋69　追加効果：防御ダウン,공격＋69 추가효과：방어감소,D8 F5 B3 F4 2B F0 36 39 20 63 F2 4A CA F4 EC F5 2B 71 F9 69 33 F2 B4,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0205_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0205,,1,0xF87D,,36 F0 37 F0 2B F0 33 32 20 D4 F0 64 F0 65 F0,攻撃＋32　風属性,공격＋32 바람속성,D8 F5 B3 F4 2B F0 33 32 20 9F BE 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0205_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0205,,2,0xF88D,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D D4 F0 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に風属性ダメージ,무기사용：적에게 바람속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 9F BE 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0206_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0206,,1,0xF8C3,,36 F0 37 F0 2B F0 33 32 20 47 F1 64 F0 65 F0,攻撃＋32　水属性,공격＋32 물속성,D8 F5 B3 F4 2B F0 33 32 20 EA 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0206_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0206,,2,0xF8D3,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D 47 F1 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に水属性ダメージ,무기사용：적에게 물속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 EA 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0207_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0207,,1,0xF905,,36 F0 37 F0 2B F0 33 32 20 C6 F0 64 F0 65 F0,攻撃＋32　火属性,공격＋32 불속성,D8 F5 B3 F4 2B F0 33 32 20 95 F2 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0207_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0207,,2,0xF915,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D C6 F0 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に火属性ダメージ,무기사용：적에게 불속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 95 F2 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0208_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0208,,1,0xF944,,36 F0 37 F0 2B F0 37 38,攻撃＋78,공격＋78,D8 F5 B3 F4 2B F0 37 38,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0209_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0209,,1,0xF96F,,36 F0 37 F0 2B F0 30 20 4A F0 85 F0 2B F0 31 32 30,攻撃＋0　魔力＋120,공격＋0 마력＋120,D8 F5 B3 F4 2B F0 30 20 5C 93 F8 2B F0 31 32 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0210_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0210,,1,0xF99F,,36 F0 37 F0 2B F0 36 30,攻撃＋60,공격＋60,D8 F5 B3 F4 2B F0 36 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0211_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0211,,1,0xF9C5,,36 F0 37 F0 2B F0 34 35,攻撃＋45,공격＋45,D8 F5 B3 F4 2B F0 34 35,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0213_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0213,,1,0xF9F1,,36 F0 37 F0 2B F0 33 32,攻撃＋32,공격＋32,D8 F5 B3 F4 2B F0 33 32,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0214_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0214,,1,0xFA17,,36 F0 37 F0 2B F0 30 20 4A F0 85 F0 2B F0 35 35,攻撃＋0　魔力＋55,공격＋0 마력＋55,D8 F5 B3 F4 2B F0 30 20 5C 93 F8 2B F0 35 35,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0215_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0215,,1,0xFA47,,36 F0 37 F0 2B F0 32 35,攻撃＋25,공격＋25,D8 F5 B3 F4 2B F0 32 35,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0215_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0215,,2,0xFA50,,EE F3 4A F3 7D CE F1 90 9E 9D,幸運に恵まれる,행운 상승,A5 E9 20 BD 2E F8,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0216_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0216,,1,0xFA73,,36 F0 37 F0 2B F0 32 31,攻撃＋21,공격＋21,D8 F5 B3 F4 2B F0 32 31,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0217_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0217,,1,0xFA9B,,36 F0 37 F0 2B F0 31 38 20 C6 F0 64 F0 65 F0,攻撃＋18　火属性,공격＋18 불속성,D8 F5 B3 F4 2B F0 31 38 20 95 F2 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0217_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0217,,2,0xFAAB,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D C6 F0 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に火属性ダメージ,무기사용：적에게 불속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 95 F2 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0218_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0218,,1,0xFADD,,36 F0 37 F0 2B F0 31 39,攻撃＋19,공격＋19,D8 F5 B3 F4 2B F0 31 39,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0219_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0219,,1,0xFB06,,36 F0 37 F0 2B F0 31 31 20 9B F2 AE F1 BC F0 C2 F0 2B 95 F1 96 F1,攻撃＋11　追加効果：麻痺,공격＋11 추가효과：마비,D8 F5 B3 F4 2B F0 31 31 20 63 F2 4A CA F4 EC F5 2B 5C 98,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0220_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0220,,1,0xFB38,,36 F0 37 F0 2B F0 37,攻撃＋7,공격＋7,D8 F5 B3 F4 2B F0 37,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0221_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0221,,1,0xFB5F,,36 F0 37 F0 2B F0 24 24 24,攻撃＋<24><24><24>,공격력 무작위,D8 F5 B3 F4 93 F8 20 97 49 F9 3F F7,,"[""<24>"", ""<24>"", ""<24>""]",TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0221_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0221,,2,0xFB69,,31 3F F0 C6 F5 7D 36 F0 37 F0 5F 50 F0 46 F0 6C 9D,1回毎に攻撃が変動する,공격할 때마다 공격력 변동,D8 F5 B3 F4 AD 20 C4 5C 72 20 D8 F5 B3 F4 93 F8 20 7C F9 E7 F7,,[],TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0222_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0222,,1,0xFB98,,36 F0 37 F0 2B F0 31 36 30,攻撃＋160,공격＋160,D8 F5 B3 F4 2B F0 31 36 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0223_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0223,,1,0xFBBC,,36 F0 37 F0 2B F0 39 36 20 4A F0 85 F0 2B F0 38 30,攻撃＋96　魔力＋80,공격＋96 마력＋80,D8 F5 B3 F4 2B F0 39 36 20 5C 93 F8 2B F0 38 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0223_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0223,,2,0xFBCE,,32 F1 33 F1 54 F0 E9 F0 2B 3B F0 3C F0 80 BB C7 27 C1 BB 77 F1 78 F1 A1 3F F0 B6 F0,武器使用：味方のステータス殊常を回復,무기사용：아군 상태이상 회복,97 6D 7E A7 F6 2B 70 ED 20 BD D3 F8 6B BD 20 CC D0,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0224_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0224,,1,0xFC06,,36 F0 37 F0 2B F0 37 32 20 4A F0 85 F0 2B F0 36 30,攻撃＋72　魔力＋60,공격＋72 마력＋60,D8 F5 B3 F4 2B F0 37 32 20 5C 93 F8 2B F0 36 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0226_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0226,,1,0xFC36,,36 F0 37 F0 2B F0 36 30 20 4A F0 85 F0 2B F0 35 30,攻撃＋60　魔力＋50,공격＋60 마력＋50,D8 F5 B3 F4 2B F0 36 30 20 5C 93 F8 2B F0 35 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0226_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0226,,2,0xFC48,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D 51 F5 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に土属性ダメージ,무기사용：적에게 땅속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 56 F8 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0227_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0227,,1,0xFC76,,36 F0 37 F0 2B F0 34 38 20 4A F0 85 F0 2B F0 34 30 20 D4 F0 64 F0 65 F0,攻撃＋48　魔力＋40　風属性,공격＋48 마력＋40 바람속성,D8 F5 B3 F4 2B F0 34 38 20 5C 93 F8 2B F0 34 30 20 9F BE 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0227_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0227,,2,0xFC8F,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D D4 F0 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に風属性ダメージ,무기사용：적에게 바람속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 9F BE 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0228_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0228,,1,0xFCC2,,36 F0 37 F0 2B F0 35 34,攻撃＋54,공격＋54,D8 F5 B3 F4 2B F0 35 34,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0229_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0229,,1,0xFCE8,,36 F0 37 F0 2B F0 38 30,攻撃＋80,공격＋80,D8 F5 B3 F4 2B F0 38 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0229_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0229,,2,0xFCF1,,46 49 82 F2 73 F4,MP<82F2><73F4>,MP 흡수,46 49 20 AD F7 8B,,"[""<82F2>"", ""<73F4>""]",TRANSLATED,NO,positional item HELP trailer; exact reviewed effect rule,
ITEM_0230_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0230,,1,0xFD14,,36 F0 37 F0 2B F0 33 36 20 4A F0 85 F0 2B F0 33 30,攻撃＋36　魔力＋30,공격＋36 마력＋30,D8 F5 B3 F4 2B F0 33 36 20 5C 93 F8 2B F0 33 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0231_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0231,,1,0xFD45,,36 F0 37 F0 2B F0 33 32 20 4A F0 85 F0 2B F0 31 36 20 47 F1 64 F0 65 F0,攻撃＋32　魔力＋16　水属性,공격＋32 마력＋16 물속성,D8 F5 B3 F4 2B F0 33 32 20 5C 93 F8 2B F0 31 36 20 EA 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0231_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0231,,2,0xFD5E,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D 47 F1 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に水属性ダメージ,무기사용：적에게 물속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 EA 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0232_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0232,,1,0xFD8E,,36 F0 37 F0 2B F0 32 34 20 4A F0 85 F0 2B F0 32 30,攻撃＋24　魔力＋20,공격＋24 마력＋20,D8 F5 B3 F4 2B F0 32 34 20 5C 93 F8 2B F0 32 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0233_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0233,,1,0xFDB9,,36 F0 37 F0 2B F0 34 30,攻撃＋40,공격＋40,D8 F5 B3 F4 2B F0 34 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0234_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0234,,1,0xFDE0,,36 F0 37 F0 2B F0 31 38 20 4A F0 85 F0 2B F0 31 35,攻撃＋18　魔力＋15,공격＋18 마력＋15,D8 F5 B3 F4 2B F0 31 38 20 5C 93 F8 2B F0 31 35,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0235_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0235,,1,0xFE12,,36 F0 37 F0 2B F0 32 32 20 C6 F0 64 F0 65 F0,攻撃＋22　火属性,공격＋22 불속성,D8 F5 B3 F4 2B F0 32 32 20 95 F2 49 F7 D6,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0235_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0235,,2,0xFE22,,32 F1 33 F1 54 F0 E9 F0 2B 3A F0 7D C6 F0 64 F0 65 F0 C2 E2 27 BA,武器使用：敵に火属性ダメージ,무기사용：적에게 불속성 피해,97 6D 7E A7 F6 2B 41 F0 7D 68 20 95 F2 49 F7 D6 20 C9 74,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0236_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0236,,1,0xFE53,,36 F0 37 F0 2B F0 32 34 20 4A F0 85 F0 2B F0 31 32,攻撃＋24　魔力＋12,공격＋24 마력＋12,D8 F5 B3 F4 2B F0 32 34 20 5C 93 F8 2B F0 31 32,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0236_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0236,,2,0xFE65,,32 F1 33 F1 54 F0 E9 F0 2B 3B F0 3C F0 80 CB F0 28 95 F1 96 F1 A1 3F F0 B6 F0,武器使用：味方の毒・麻痺を回復,무기사용：아군 독·마비 치료,97 6D 7E A7 F6 2B 70 ED 20 E0 F7 28 5C 98 20 3F F3 A4 F8,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0237_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0237,,1,0xFE9A,,36 F0 37 F0 2B F0 32 30 20 4A F0 85 F0 2B F0 31 30,攻撃＋20　魔力＋10,공격＋20 마력＋10,D8 F5 B3 F4 2B F0 32 30 20 5C 93 F8 2B F0 31 30,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
ITEM_0237_EFFECT_2,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0237,,2,0xFEAC,,32 F1 33 F1 54 F0 E9 F0 2B 3B F0 3C F0 80 41 49 A1 3F F0 B6 F0,武器使用：味方のHPを回復,무기사용：아군 HP 회복,97 6D 7E A7 F6 2B 70 ED 20 41 49 20 CC D0,,[],TRANSLATED,NO,positional item HELP trailer; weapon-use rule,
ITEM_0238_EFFECT_1,ITEM,weapon,GR3.MDZ,GR3.MDT,ITEM_RECORD_0238,,1,0xFEDD,,36 F0 37 F0 2B F0 38 20 4A F0 85 F0 2B F0 38,攻撃＋8　魔力＋8,공격＋8 마력＋8,D8 F5 B3 F4 2B F0 38 20 5C 93 F8 2B F0 38,,[],TRANSLATED,NO,positional item HELP trailer; equipment-stat rule,
