id,category,sub_category,source_file,inner_file,record_id,scene_id,string_index,original_offset,pointer_offset,jp_raw_hex,jp_text,kr_text,kr_encoded_hex,speaker,control_codes,status,game_verified,translator_note,review_note,canonical_jp_text,reference_glyph_status,reference_glyphs_used
SCN_00030000_00740000_0228,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,227,0x008dbf7e,0x008dbf79,93 77 8b b9 79 a8 08 c4 3d f0 26 f0 c5 eb a0 7b f0 b4 08 cc 3e f0 7f 82 f0 95 98 80 98 b6 bd ba 0d ff 00,"だいじょうぶ
アルフィナの分も
オレが買ってきてやるよ","괜찮아
알피나 몫까지
내가 사 올게",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 02 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":2},{""offset"":6,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"だいじょうぶ
アルフィナの分も
オレが<G0132>ってきてやるよ",SUPPORTED,0132
SCN_00030000_00740000_0230,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,229,0x008dc010,0x008dc00b,77 95 84 9f 21 b2 f0 be 98 92 43 08 75 75 21 b4 94 bf c2 43 0d ff 00,"いっけね、忘れてた！
ああ、もちろん！","이런, 깜빡했다!
아아, 물론이지!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いっけね<G0001><G0162>れてた！
ああ<G0001>もちろん！",SUPPORTED,"0001,0162"
SCN_00030000_00740000_0234,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,233,0x008dc13d,0x008dc138,77 b6 21 90 be 7f b0 93 46 46 08 99 21 99 80 98 bd 88 21 b4 94 bf c2 43 0d ff 00,"いや、それがまだ……
で、できてるさ、もちろん！","아니, 그게 아직……
되, 되고 있어, 물론이지!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":24,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いや<G0001>それがまだ<G0026><G0026>
で<G0001>できてるさ<G0001>もちろん！",SUPPORTED,"0001,0026"
SCN_00030000_00740000_0239,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,238,0x008dc41d,0x008dc418,99 f2 c1 49 f1 a8 08 48 f3 a0 b1 f0 28 f3 9d 42 f1 82 08 b6 b3 bd 0d ff 00,"空を飛ぶ
他の場所に行く
やめる","하늘을 난다
다른 장소로 간다
그만두기",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":6,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"空を飛ぶ
<G0368>の場<G0348>に行く
やめる",SUPPORTED,"0348,0368"
SCN_00030000_00740000_0241,SCENARIO,scenario_message,DATA/00030000.MDZ,DATA/00030000.MDT,0x00740000,00030000,240,0x008dc6a3,0x008dc69e,88 74 21 42 f1 86 79 43 08 4d f4 84 f2 b4 cc 3e f0 c1 08 99 f2 aa 6b f2 be 98 95 98 82 be 43 0d ff 00,"さぁ、行こう！
あ日もオレを
空へ連れてってくれ！","자, 가자!
그날도 나를
하늘로 데려가 줘!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 09 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":9},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":18,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":31,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_10; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"さ<G0054><G0001>行こう！
<G043D><G02D4>もオレを
空へ連れてってくれ！",SUPPORTED,"0001,0054,02D4,043D"
SCN_00030100_00740000_0005,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,4,0x002a989d,0x002a9898,b9 f2 80 e3 f0 a0 94 f4 42 f1 8c bd a0 9d 08 26 f0 3b f0 c6 e9 9c c2 9a 7e 9c c2 98 08 6c f0 3d f6 9c 77 c0 ba 9f 7a 44 0d ff 00,"焼き物の修行するのに
フライトなんとかなんて
必要ないわよねぇ？","도자기 수련을 하는데
플라이트 뭐시기 같은 건
필요 없잖아?",UNASSIGNED,ミランダ,"[{""offset"":-5,""raw_hex"":""22 0e 00 20 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":32},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_miranda_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"焼き物の修行するのに
フライトなんとかなんて
<G011C><G05CD>ないわよね<G005A>？",SUPPORTED,"005A,011C,05CD"
SCN_00030100_00740000_0008,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,7,0x002a9941,0x002a993c,77 b6 21 9c c2 9d b4 43 0d ff 00,いや、なんにも！,"아니, 아무것도!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":8,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,いや<G0001>なんにも！,SUPPORTED,0001
SCN_00030100_00740000_0009,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,8,0x002a9966,0x002a9961,b9 f2 80 e3 f0 a0 94 f4 42 f1 8c bd a0 9d 08 26 f0 3b f0 c6 e9 9c c2 9a 7e 9c c2 98 08 6c f0 3d f6 9c 77 c0 ba 9f 7a 44 0d ff 00,"焼き物の修行するのに
フライトなんとかなんて
必要ないわよねぇ？","도자기 수련을 하는데
플라이트 뭐시기 같은 건
필요 없잖아?",UNASSIGNED,ミランダ,"[{""offset"":-5,""raw_hex"":""22 0e 00 20 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":32},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_miranda_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"焼き物の修行するのに
フライトなんとかなんて
<G011C><G05CD>ないわよね<G005A>？",SUPPORTED,"005A,011C,05CD"
SCN_00030100_00740000_0010,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,9,0x002a99a0,0x002a999b,4c 30 f0 3b f0 3a f0 e2 a0 86 9a 93 08 21 cf e4 e3 3a f0 93 bf 21 9b 79 8e 4d 0d ff 00,"「ミランダのことだ
、キッチンだろ、どうせ」","「미란다 말이야
분명 부엌이겠지, 뭐」",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0a 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":10},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":26,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_11; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"<G002C>ミランダのことだ
<G0001>キッチンだろ<G0001>どうせ<G002D>",SUPPORTED,"0001,002C,002D"
SCN_00030100_00740000_0011,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,10,0x002a99e4,0x002a99df,b9 f2 80 e3 f0 a0 94 f4 42 f1 8c bd a0 9d 08 26 f0 3b f0 c6 e9 9c c2 9a 7e 9c c2 98 08 6c f0 3d f6 9c 77 c0 ba 9f 7a 44 0d ff 00,"焼き物の修行するのに
フライトなんとかなんて
必要ないわよねぇ？","도자기 수련을 하는데
플라이트 뭐시기 같은 건
필요 없잖아?",UNASSIGNED,ミランダ,"[{""offset"":-5,""raw_hex"":""22 0e 00 20 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":32},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":28,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":40,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_miranda_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"焼き物の修行するのに
フライトなんとかなんて
<G011C><G05CD>ないわよね<G005A>？",SUPPORTED,"005A,011C,05CD"
SCN_00030100_00740000_0012,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,11,0x002a9a1e,0x002a9a19,75 75 21 9c 77 9c 77 08 8f c2 8f c2 6c f0 3d f6 9c 77 ba 43 0d ff 00,"ああ、ないない
ぜんぜん必要ないぜ！","아아, 없어 없어
전혀 필요 없어!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 03 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":3},{""offset"":7,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":20,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_04; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ああ<G0001>ないない
<G006F>ん<G006F>ん<G011C><G05CD>ないよ！",SUPPORTED,"0001,006F,011C,05CD"
SCN_00030100_00740000_0013,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,12,0x002a9a44,0x002a9a3f,31 f0 e4 44 21 90 a0 96 f1 b9 f1 08 9c c2 7e c4 35 f0 d9 c6 46 46 0d ff 00,"ムッ？、その態度
なんかアヤシイ……","음? 그 태도
뭔가 수상한데……",UNASSIGNED,アロンソ,"[{""offset"":-5,""raw_hex"":""22 0e 00 24 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":36},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alonso_03; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ムッ？<G0001>その態度
なんかアヤシイ<G0026><G0026>",SUPPORTED,"0001,0026"
SCN_00030100_00740000_0016,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,15,0x002a9b1b,0x002a9b16,94 21 94 7f 79 95 98 43 08 42 f1 82 ba 21 42 f1 82 95 98 a2 43 0d ff 00,"ち、ちがうって！
行くよ、行くってば！","아, 아니래도!
갈게, 간다니까!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 06 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":6},{""offset"":8,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ち<G0001>ちがうって！
行くよ<G0001>行くってば！",SUPPORTED,0001
SCN_00030100_00740000_0019,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,18,0x002a9c1d,0x002a9c18,b0 21 88 8c 7f 9d 08 86 c2 9c a1 f0 7b a1 f0 7b a0 b1 f0 28 f3 9d 08 7e 82 8c c0 84 9c 77 7e 46 0d ff 00,"ま、さすがに
こんな見え見えの場所に
かくすわけないか…","뭐, 아무리 그래도
이렇게 뻔히 보이는 곳에
숨겨 두진 않았겠지…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":6,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ま<G0001>さすがに
こんな見え見えの場<G0348>に
かくすわけないか<G0026>",SUPPORTED,"0001,0026,0348"
SCN_00030100_00740000_0020,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,19,0x002a9c6d,0x002a9c68,c2 45 08 86 86 8b b5 9c 77 9a 9c bd 9a 46 08 77 96 b4 a0 b1 f0 28 f3 7e 9c 21 b6 95 a3 0d ff 00,"ん〜
ここじゃないとなると…
いつもの場所かな、やっぱ","으음
여기가 아니라면…
역시 늘 가던 곳인가",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0b 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":11},{""offset"":2,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_12; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"ん〜
ここじゃないとなると<G0026>
いつもの場<G0348>かな<G0001>やっ<G0083>",SUPPORTED,"0001,0026,0083,0348"
SCN_00030100_00740000_0024,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,23,0x002a9e07,0x002a9e02,77 b0 a1 cc 3e f0 a0 3b f2 c5 f0 9d a1 46 08 cd f2 9d 39 f1 a1 9c 77 7e 9c 0d ff 00,"いまはオレの部屋には…
特に用はないかな","지금은 내 방에…
딱히 볼일은 없나",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 01 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":1},{""offset"":14,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_02; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"いまはオレの部<G0175>には<G0026>
特に用はないかな",SUPPORTED,"0026,0175"
SCN_00030100_00740000_0026,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,25,0x002a9ea6,0x002a9ea1,cc 3e f0 a0 3b f2 c5 f0 9d a1 08 ce f5 9d b2 f0 be e3 f0 b4 9c 77 8a 08 39 f1 da f0 b4 9c 77 9c 46 0d ff 00,"オレの部屋には
別に忘れ物もないし
用事もないな…","내 방에는
딱히 잊은 물건도 없고
볼일도 없네…",UNASSIGNED,アルフィナ,"[{""offset"":-5,""raw_hex"":""02 0e 00 0c 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":12},{""offset"":10,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":33,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_alfina_01; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"オレの部<G0175>には
別に<G0162>れ物もないし
用事もないな<G0026>",SUPPORTED,"0026,0162,0175"
SCN_00030100_00740000_0027,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,26,0x002a9f20,0x002a9f1b,cc 3e f0 a0 3b f2 c5 f0 9c c2 93 46 08 94 bb 7e 95 98 bd 7e bb 08 80 f0 be bb be 9c 77 84 9b 46 0d ff 00,"オレの部屋なんだ…
ちらかってるから
入れられないけど…","내 방이긴 한데…
어질러져 있어서
들여보낼 순 없어…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":21,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":32,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"オレの部<G0175>なんだ<G0026>
ちらかってるから
入れられないけど<G0026>",SUPPORTED,"0026,0175"
SCN_00030100_00740000_0028,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,27,0x002a9f52,0x002a9f4d,7b 95 44 21 75 c2 92 a0 3b f2 c5 f0 08 77 95 96 b4 cf 3e f0 c6 8b b5 9c 77 08 46 80 f3 7e 21 c4 3d f0 26 f0 c5 eb c1 08 80 f0 be bb be 9c 77 44 f6 2e f6 99 b4 75 bd a0 44 0d ff 00,"えっ？、あんたの部屋
いっつもキレイじゃない
…何か、アルフィナを
入れられない理由でもあるの？","뭐? 네 방은
늘 깨끗하잖아
…알피나를
들여보낼 수 없는 이유라도 있어?",UNASSIGNED,ミランダ,"[{""offset"":-5,""raw_hex"":""22 0e 00 20 00"",""kind"":""MESSAGE_HEADER"",""opcode"":34,""argument"":32},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":25,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":39,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":57,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_miranda_07; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"えっ？<G0001>あんたの部<G0175>
いっつもキレイじゃない
<G0026>何か<G0001>アルフィナを
入れられない<G05D4><G05BE>でもあるの？",SUPPORTED,"0001,0026,0175,05BE,05D4"
SCN_00030100_00740000_0031,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,30,0x002aa085,0x002aa080,cc 3e f0 a0 3b f2 c5 f0 93 84 9b 46 08 80 f0 be 9c 77 8f 08 94 bb 7e 95 98 bd c2 93 46 0d ff 00,"オレの部屋だけど…
入れないよ
ちらかってるんだ…","내 방이긴 한데…
들어가진 마
어질러져 있거든…",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 08 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":8},{""offset"":12,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":19,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":29,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_09; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"オレの部<G0175>だけど<G0026>
入れない<G006F>
ちらかってるんだ<G0026>",SUPPORTED,"0026,006F,0175"
SCN_00030100_00740000_0032,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,31,0x002aa0fe,0x002aa0f9,9c 9d c1 2e f4 77 93 8c c2 93 43 08 90 c2 9c 44 f6 2e f6 9c 77 88 0d ff 00,"なにを言いだすんだ！
そんな理由ないさ","무슨 소리야!
그런 이유는 없어",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 07 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":7},{""offset"":11,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":22,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_08; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"なにを<G041E>いだすんだ！
そんな<G05D4><G05BE>ないさ",SUPPORTED,"041E,05BE,05D4"
SCN_00030100_00740000_0033,SCENARIO,scenario_message,DATA/00030100.MDZ,DATA/00030100.MDT,0x00740000,00030100,32,0x002aa137,0x002aa132,a7 f0 9d a1 2a f0 e4 ea 8a 7e 9c 77 ba 08 46 df f0 82 42 f1 86 79 43 0d ff 00,"上にはベッドしかないよ
…早く行こう！","위에는 침대밖에 없어
…얼른 가자!",UNASSIGNED,ユウキ,"[{""offset"":-5,""raw_hex"":""02 0e 00 07 00"",""kind"":""MESSAGE_HEADER"",""opcode"":2,""argument"":7},{""offset"":13,""raw_hex"":""08"",""kind"":""LINE_BREAK""},{""offset"":23,""raw_hex"":""0d ff 00"",""kind"":""MESSAGE_END""}]",REVIEW_1,NO,CHARACTER_GUIDE v0.1 적용. context-v1 복원 원문 1차 번역.,SUPPORTED: structured scenario command; header FACE slot maps to face_yuuki_08; runtime display not yet checked. PROVEN: byte-identical source command exists at the same path and offsets on Disc 2. SUPPORTED: context-v1 glyph 복원; 런타임 원문 검증 전. TERM: 버스피어·파스·도박장.,"上にはベッドしかないよ
<G0026>早く行こう！",SUPPORTED,0026
