glyph_id,raw_bytes,character,confidence,evidence_type,status,notes,occurrences,source_offset
G0417,27 F4,権,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x50E80; 芸術の権威 / 権利,3,0x50E80
G0419,29 F4,研,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x50F80; bitmap top candidate agrees with context-inferred character,2,0x50F80
G041C,2C F4,厳,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51100; Japanese shinjitai 厳; bitmap may resemble old form,5,0x51100
G041D,2D F4,源,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x51180; bitmap top candidate agrees with context-inferred character,2,0x51180
G041F,2F F4,固,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51280; 固定,5,0x51280
G0420,30 F4,己,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51300; 自己中 / 自己暗示,2,0x51300
G0421,31 F4,庫,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51380; 倉庫,1,0x51380
G0425,35 F4,誇,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51580; 誇らしい,1,0x51580
G0430,40 F4,康,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51B00; 健康茶,2,0x51B00
G0433,43 F4,港,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x51C80; 港 / 港町,12,0x51C80
G043A,4A F4,告,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x52000; bitmap top candidate agrees with context-inferred character,2,0x52000
G043B,4B F4,腰,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52080; 腰痛 / 足腰,8,0x52080
G0441,51 F4,差,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52380; 差し入れ,1,0x52380
G0443,53 F4,残,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52480; 残ってら,1,0x52480
G044B,5B F4,菜,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52880; 野菜,2,0x52880
G044D,5D F4,材,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x52980; bitmap top candidate agrees with context-inferred character,1,0x52980
G0455,65 F4,撮,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52D80; 写真をどこで撮ってきた,1,0x52D80
G0457,67 F4,歳,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52E80; age contexts,1,0x52E80
G0459,69 F4,散,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x52F80; 散る / 散歩 / 散々,10,0x52F80
G045A,6A F4,産,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x53000; bitmap top candidate agrees with context-inferred character,1,0x53000
G045E,6E F4,読,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53200; 読書,1,0x53200
G0461,71 F4,姿,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x53380; bitmap top candidate agrees with context-inferred character,9,0x53380
G0465,75 F4,支,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x53580; bitmap top candidate agrees with context-inferred character,1,0x53580
G046B,7B F4,誌,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53880; 女性雑誌,1,0x53880
G046E,7E F4,歯,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53A00; 虫歯,1,0x53A00
G0470,80 F4,示,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53B00; 暗示 / 示す,7,0x53B00
G0471,81 F4,耳,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53B80; 初耳 / 長い耳,2,0x53B80
G0476,86 F4,芝,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53E00; 紙芝居,7,0x53E00
G0477,87 F4,密,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53E80; 秘密,1,0x53E80
G0478,88 F4,写,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x53F00; 写真,1,0x53F00
G047C,8C F4,車,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x54100; 馬車 / 肩車 / 風車,5,0x54100
G0481,91 F4,趣,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x54380; bitmap top candidate agrees with context-inferred character,1,0x54380
G0483,93 F4,始,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x54480; bitmap/context,1,0x54480
G0485,95 F4,買,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x54580; bitmap/context,3,0x54580
G0490,A0 F4,祝,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x54B00; 祝福 / 祝して,6,0x54B00
G0496,A6 F4,処,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x54E00; 善処,1,0x54E00
G0497,A7 F4,暑,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x54E80; bitmap top candidate agrees with context-inferred character,1,0x54E80
G049D,AD F4,商,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x55180; bitmap top candidate agrees with context-inferred character,3,0x55180
G049F,AF F4,承,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x55280; bitmap top candidate agrees with context-inferred character,1,0x55280
G04A9,B9 F4,象,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x55780; bitmap top candidate agrees with context-inferred character,3,0x55780
G04AB,BB F4,冗,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x55880; 冗談,2,0x55880
G04B5,C5 F4,寝,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x55D80; bitmap top candidate agrees with context-inferred character,30,0x55D80
G04B7,C7 F4,深,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x55E80; 深呼吸 / 疑い深い / 深刻,8,0x55E80
G04BE,CE F4,遂,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x56200; やり遂げた,1,0x56200
G04CB,DB F4,静,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x56880; 静かな砂漠,1,0x56880
G04CC,DC F4,席,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x56900; 操縦席 / 観覧席,3,0x56900
G04D4,E4 F4,占,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x56D00; 占い / 占って / 占領,5,0x56D00
G04D6,E6 F4,専,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x56E00; bitmap top candidate agrees with context-inferred character,2,0x56E00
G04D7,E7 F4,川,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x56E80; bitmap/context,4,0x56E80
G04DA,EA F4,祖,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57000; ご先祖様,1,0x57000
G04DB,EB F4,企,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57080; 企む,1,0x57080
G04DC,EC F4,阻,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x57100; bitmap top candidate agrees with context-inferred character,1,0x57100
G04E0,20 F5,倉,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57300; 倉庫,1,0x57300
G04E3,23 F5,掃,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x57480; bitmap top candidate agrees with context-inferred character,1,0x57480
G04E4,24 F5,操,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57500; 操縦,13,0x57500
G04E5,25 F5,争,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57580; 競争 / 争い,5,0x57580
G04E8,28 F5,総,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x57700; bitmap top candidate agrees with context-inferred character,1,0x57700
G04EB,2B F5,騒,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57880; 騒ぎ,1,0x57880
G04F0,30 F5,則,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x57B00; bitmap top candidate agrees with context-inferred character,7,0x57B00
G04F2,32 F5,崇,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x57C00; 崇拝,2,0x57C00
G04F7,37 F5,貸,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x57E80; bitmap top candidate agrees with context-inferred character,4,0x57E80
G04FB,3B F5,題,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58080; 問題,7,0x58080
G0504,44 F5,団,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x58500; bitmap top candidate agrees with context-inferred character,1,0x58500
G0508,48 F5,談,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58700; 雑談,7,0x58700
G050B,4B F5,遅,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x58880; bitmap top candidate agrees with context-inferred character,5,0x58880
G050C,4C F5,畜,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58900; 家畜,1,0x58900
G0510,50 F5,昼,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58B00; お昼 / 昼間,2,0x58B00
G0512,52 F5,張,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58C00; なわ張り / 見張る / 緊張,14,0x58C00
G0514,54 F5,朝,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58D00; 朝だって早起き / 朝まで / いい朝 / 朝っぱら,4,0x58D00
G0515,55 F5,潮,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x58D80; 潮の匂い / 潮風,4,0x58D80
G051E,5E F5,痛,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x59200; 腰痛,6,0x59200
G0522,62 F5,底,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x59400; bitmap/context,4,0x59400
G0523,63 F5,弟,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x59480; 弟さん / 兄弟,6,0x59480
G052B,6B F5,殿,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x59880; 神殿,5,0x59880
G052C,6C F5,秘,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x59900; 秘密,1,0x59900
G052D,6D F5,賭,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x59980; bitmap top candidate agrees with context-inferred character,1,0x59980
G0535,75 F5,冬,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x59D80; bitmap top candidate agrees with context-inferred character,1,0x59D80
G0536,76 F5,島,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x59E00; 南の島 / ランドート島,5,0x59E00
G0540,80 F5,踏,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5A300; bitmap top candidate agrees with context-inferred character,7,0x5A300
G0541,81 F5,働,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5A380; bitmap/context,1,0x5A380
G0549,89 F5,念,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5A780; bitmap top candidate agrees with context-inferred character,7,0x5A780
G0550,90 F5,馬,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5AB00; 馬車 / 馬に乗る,4,0x5AB00
G0551,91 F5,廃,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5AB80; 廃業 / 廃墟,2,0x5AB80
G0552,92 F5,拝,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5AC00; 参拝,3,0x5AC00
G0555,95 F5,背,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5AD80; 背中 / 背に乗る,11,0x5AD80
G0557,97 F5,博,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5AE80; bitmap top candidate agrees with context-inferred character,6,0x5AE80
G055B,9B F5,漠,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5B080; 砂漠,7,0x5B080
G055D,9D F5,巫,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5B180; bitmap top candidate agrees with context-inferred character,2,0x5B180
G0560,A0 F5,畑,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5B300; bitmap top candidate agrees with context-inferred character,2,0x5B300
G0562,A2 F5,半,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5B400; bitmap top candidate agrees with context-inferred character,6,0x5B400
G0564,A4 F5,帆,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5B500; bitmap top candidate agrees with context-inferred character,1,0x5B500
G0565,A5 F5,版,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5B580; 大型版,1,0x5B580
G056D,AD F5,扉,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5B980; bitmap/context,2,0x5B980
G0573,B3 F5,鼻,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5BC80; bitmap/context,5,0x5BC80
G0574,B4 F5,匹,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5BD00; 1匹2匹,2,0x5BD00
G0579,B9 F5,表,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5BF80; bitmap top candidate agrees with context-inferred character,4,0x5BF80
G0583,C3 F5,福,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5C480; bitmap top candidate agrees with context-inferred character,1,0x5C480
G058C,CC F5,米,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5C900; bitmap top candidate agrees with context-inferred character,3,0x5C900
G058D,CD F5,空,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5C980; bitmap/context,5,0x5C980
G058F,CF F5,編,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5CA80; 編み物 / 編んだセーター,3,0x5CA80
G0594,D4 F5,報,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5CD00; 報酬,2,0x5CD00
G059A,DA F5,豊,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5D000; bitmap top candidate agrees with context-inferred character,5,0x5D000
G059F,DF F5,望,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5D280; 希望 / 一望,14,0x5D280
G05A0,E0 F5,北,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5D300; 北の空 / 北の果て,2,0x5D300
G05A4,E4 F5,妹,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5D500; bitmap top candidate agrees with context-inferred character,1,0x5D500
G05AB,EB F5,密,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5D880; 精密,2,0x5D880
G05B0,20 F6,迷,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5DB00; bitmap top candidate agrees with context-inferred character,7,0x5DB00
G05B2,22 F6,黙,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5DC00; bitmap/context,3,0x5DC00
G05B4,24 F6,問,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5DD00; 問題,8,0x5DD00
G05B6,26 F6,夜,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5DE00; context explicitly 前の日の夜 / あの夜; bitmap agrees,13,0x5DE00
G05B7,27 F6,野,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5DE80; 野鳥 / 野原 / 荒野 / 野菜,9,0x5DE80
G05B8,28 F6,訳,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5DF00; 通訳,2,0x5DF00
G05BF,2F F6,裕,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5E280; bitmap top candidate agrees with context-inferred character,1,0x5E280
G05C1,31 F6,郵,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5E380; bitmap top candidate agrees with context-inferred character,5,0x5E380
G05C3,33 F6,夕,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5E480; 夕食,2,0x5E480
G05C5,35 F6,余,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5E580; bitmap top candidate agrees with context-inferred character,4,0x5E580
G05C7,37 F6,幼,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5E680; 幼なじみ,1,0x5E680
G05D2,42 F6,覧,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5EC00; 観覧席,2,0x5EC00
G05D6,46 F6,留,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5EE00; 仕留めた,5,0x5EE00
G05DF,4F F6,例,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x5F280; bitmap/context,4,0x5F280
G05E5,55 F6,練,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5F580; bitmap top candidate agrees with context-inferred character,1,0x5F580
G05F0,60 F6,俺,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5FB00; bitmap top candidate agrees with context-inferred character,2,0x5FB00
G05F1,61 F6,浄,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5FB80; bitmap top candidate agrees with context-inferred character,1,0x5FB80
G05F2,62 F6,疑,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x5FC00; bitmap top candidate agrees with context-inferred character,1,0x5FC00
G05FB,6B F6,善,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x60080; 善処,1,0x60080
G0607,77 F6,策,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x60680; 秘策,1,0x60680
G060A,7A F6,脅,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x60800; bitmap top candidate agrees with context-inferred character,1,0x60800
G060C,7C F6,奉,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x60900; 鍋奉行,5,0x60900
G0612,82 F6,房,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x60C00; 工房,2,0x60C00
G0614,84 F6,巣,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: BITMAP+CONTEXT_AGREE; source_offset=0x60D00; bitmap top candidate agrees with context-inferred character,1,0x60D00
G0618,88 F6,勤,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x60F00; 出勤 / 休日出勤,2,0x60F00
G061A,8A F6,夢,SUPPORTED,IMAGE_REVIEW_HIGH,SUPPORTED_BITMAP,Focused review: MANUAL_BITMAP+CONTEXT; source_offset=0x61000; bitmap/context,1,0x61000
