glyph_index_hex,applied_character,applied_confidence,applied_evidence,skj_evidence_note,user_draft_character,user_draft_confidence,user_draft_status,top50_character,top50_confidence,decision,occurrence_count
002B,：,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8146 -> G002B; scenario unresolved queue 2 occurrence(s).,:,HIGH,MANUAL_VISUAL_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
038C,映,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8966 -> G038C; scenario unresolved queue 5 occurrence(s).,昧,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,5
038E,泳,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 896A -> G038E; scenario unresolved queue 1 occurrence(s).,怺,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0395,園,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8980 -> G0395; scenario unresolved queue 1 occurrence(s).,閘,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
039B,横,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89A1 -> G039B; scenario unresolved queue 5 occurrence(s).,横,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
039C,殴,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89A3 -> G039C; scenario unresolved queue 1 occurrence(s).,殴,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
03AD,械,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A42 -> G03AD; scenario unresolved queue 8 occurrence(s).,械,MEDIUM,AUTO_SHAPE_DRAFT,制,중간,SUPPORTED_SKJ_AGREES_USER_DRAFT,8
03B2,街,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A58 -> G03B2; scenario unresolved queue 9 occurrence(s).,街,MEDIUM,MANUAL_VISUAL_DRAFT,街,중간,SUPPORTED_SKJ_AGREES_USER_DRAFT,9
03B3,獲,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A6C -> G03B3; scenario unresolved queue 3 occurrence(s).,獲,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
03BD,慣,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AB5 -> G03BD; scenario unresolved queue 6 occurrence(s).,償,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,6
03BF,歓,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ABD -> G03BF; scenario unresolved queue 5 occurrence(s).,歓,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
03C8,関,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AD6 -> G03C8; scenario unresolved queue 14 occurrence(s).,問,MEDIUM,MANUAL_VISUAL_DRAFT,聞,높음,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,14
03CA,岸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ADD -> G03CA; scenario unresolved queue 4 occurrence(s).,岸,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
03DB,客,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B71 -> G03DB; scenario unresolved queue 15 occurrence(s).,客,MEDIUM,MANUAL_VISUAL_DRAFT,客,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,15
03DD,逆,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B74 -> G03DD; scenario unresolved queue 6 occurrence(s).,逆,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
03E6,居,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B8F -> G03E6; scenario unresolved queue 8 occurrence(s).,居,HIGH,MANUAL_VISUAL_DRAFT,居,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,8
03E7,拒,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B91 -> G03E7; scenario unresolved queue 2 occurrence(s).,拒,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
03E9,漁,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B99 -> G03E9; scenario unresolved queue 2 occurrence(s).,漁,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
03EB,共,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BA4 -> G03EB; scenario unresolved queue 5 occurrence(s).,共,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
03F0,橋,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BB4 -> G03F0; scenario unresolved queue 1 occurrence(s).,橋,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
03F4,響,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BBF -> G03F4; scenario unresolved queue 2 occurrence(s).,籃,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
03FA,句,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BE5 -> G03FA; scenario unresolved queue 1 occurrence(s).,句,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
03FC,偶,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BF4 -> G03FC; scenario unresolved queue 5 occurrence(s).,俣,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,5
03FD,遇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BF6 -> G03FD; scenario unresolved queue 1 occurrence(s).,逼,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0402,訓,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C50 -> G0402; scenario unresolved queue 2 occurrence(s).,訓,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0404,係,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C57 -> G0404; scenario unresolved queue 8 occurrence(s).,係,MEDIUM,MANUAL_VISUAL_DRAFT,隣,중간,SUPPORTED_SKJ_AGREES_USER_DRAFT,8
0408,憩,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C65 -> G0408; scenario unresolved queue 1 occurrence(s).,憩,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0409,敬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C68 -> G0409; scenario unresolved queue 2 occurrence(s).,敬,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
040E,劇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C80 -> G040E; scenario unresolved queue 1 occurrence(s).,戯,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0413,健,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C92 -> G0413; scenario unresolved queue 2 occurrence(s).,健,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0415,建,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C9A -> G0415; scenario unresolved queue 3 occurrence(s).,建,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
0416,検,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C9F -> G0416; scenario unresolved queue 1 occurrence(s).,検,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0417,権,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CA0 -> G0417; scenario unresolved queue 3 occurrence(s).,椿,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,3
0419,研,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CA4 -> G0419; scenario unresolved queue 2 occurrence(s).,研,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
041C,厳,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CB5 -> G041C; scenario unresolved queue 5 occurrence(s).,嚴,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,5
041D,源,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CB9 -> G041D; scenario unresolved queue 2 occurrence(s).,源,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
041F,固,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CC5 -> G041F; scenario unresolved queue 5 occurrence(s).,固,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0420,己,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CC8 -> G0420; scenario unresolved queue 2 occurrence(s).,已,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0421,庫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CC9 -> G0421; scenario unresolved queue 1 occurrence(s).,庫,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0425,誇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CD6 -> G0425; scenario unresolved queue 1 occurrence(s).,詩,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0430,康,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D4E -> G0430; scenario unresolved queue 2 occurrence(s).,康,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0433,港,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D60 -> G0433; scenario unresolved queue 12 occurrence(s).,港,HIGH,MANUAL_VISUAL_DRAFT,港,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,12
043A,告,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D90 -> G043A; scenario unresolved queue 2 occurrence(s).,告,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
043B,腰,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D98 -> G043B; scenario unresolved queue 8 occurrence(s).,牘,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,8
0441,差,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DB7 -> G0441; scenario unresolved queue 1 occurrence(s).,盖,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0443,座,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DC0 -> G0443; scenario unresolved queue 1 occurrence(s).,咥,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
044B,菜,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DD8 -> G044B; scenario unresolved queue 2 occurrence(s).,菜,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
044D,材,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DDE -> G044D; scenario unresolved queue 1 occurrence(s).,材,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0455,撮,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E42 -> G0455; scenario unresolved queue 1 occurrence(s).,撮,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0457,皿,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E4D -> G0457; scenario unresolved queue 1 occurrence(s).,血,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0459,散,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E55 -> G0459; scenario unresolved queue 10 occurrence(s).,散,HIGH,MANUAL_VISUAL_DRAFT,狭,중간,SUPPORTED_SKJ_AGREES_USER_DRAFT,10
045A,産,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E59 -> G045A; scenario unresolved queue 1 occurrence(s).,産,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
045E,司,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E69 -> G045E; scenario unresolved queue 1 occurrence(s).,苟,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0461,姿,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E70 -> G0461; scenario unresolved queue 9 occurrence(s).,姿,HIGH,MANUAL_VISUAL_DRAFT,姿,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,9
0465,支,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E78 -> G0465; scenario unresolved queue 1 occurrence(s).,支,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
046B,誌,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E8F -> G046B; scenario unresolved queue 1 occurrence(s).,誌,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
046E,歯,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E95 -> G046E; scenario unresolved queue 1 occurrence(s).,歯,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0470,示,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EA6 -> G0470; scenario unresolved queue 7 occurrence(s).,于,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,7
0471,耳,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EA8 -> G0471; scenario unresolved queue 2 occurrence(s).,耳,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
0476,芝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EC5 -> G0476; scenario unresolved queue 7 occurrence(s).,芝,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
0477,舎,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EC9 -> G0477; scenario unresolved queue 1 occurrence(s).,舎,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0478,写,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ECA -> G0478; scenario unresolved queue 1 occurrence(s).,宦,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
047C,車,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ED4 -> G047C; scenario unresolved queue 5 occurrence(s).,車,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
0481,趣,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EEF -> G0481; scenario unresolved queue 1 occurrence(s).,趣,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0483,収,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EFB -> G0483; scenario unresolved queue 1 occurrence(s).,駮,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
0485,拾,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F45 -> G0485; scenario unresolved queue 3 occurrence(s).,袷,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,3
048B,週,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F54 -> G048B; scenario unresolved queue 1 occurrence(s).,週,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0490,祝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F6A -> G0490; scenario unresolved queue 6 occurrence(s).,祝,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
0496,処,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F88 -> G0496; scenario unresolved queue 1 occurrence(s).,処,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0497,暑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F8B -> G0497; scenario unresolved queue 1 occurrence(s).,暑,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
049D,商,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FA4 -> G049D; scenario unresolved queue 3 occurrence(s).,商,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
049F,承,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FB3 -> G049F; scenario unresolved queue 1 occurrence(s).,承,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
04A9,象,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FDB -> G04A9; scenario unresolved queue 3 occurrence(s).,象,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
04AB,冗,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FE7 -> G04AB; scenario unresolved queue 2 occurrence(s).,冗,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
04B5,寝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9051 -> G04B5; scenario unresolved queue 30 occurrence(s).,寝,HIGH,MANUAL_VISUAL_DRAFT,長,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,30
04B7,深,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 905B -> G04B7; scenario unresolved queue 8 occurrence(s).,澤,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,8
04BE,遂,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 908B -> G04BE; scenario unresolved queue 1 occurrence(s).,速,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
04CB,静,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 90C3 -> G04CB; scenario unresolved queue 1 occurrence(s).,辞,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
04CC,席,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 90C8 -> G04CC; scenario unresolved queue 3 occurrence(s).,席,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,3
04D4,占,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 90E8 -> G04D4; scenario unresolved queue 5 occurrence(s).,占,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
04D6,専,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 90EA -> G04D6; scenario unresolved queue 2 occurrence(s).,専,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,2
04D7,川,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 90EC -> G04D7; scenario unresolved queue 4 occurrence(s).,川,HIGH,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
04DA,祖,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9163 -> G04DA; scenario unresolved queue 1 occurrence(s).,徂,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
04DB,組,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9167 -> G04DB; scenario unresolved queue 1 occurrence(s).,組,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
04DC,阻,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 916A -> G04DC; scenario unresolved queue 1 occurrence(s).,阻,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
04E0,倉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9171 -> G04E0; scenario unresolved queue 1 occurrence(s).,倉,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
04E3,掃,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 917C -> G04E3; scenario unresolved queue 1 occurrence(s).,掃,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
04E4,操,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9180 -> G04E4; scenario unresolved queue 13 occurrence(s).,操,MEDIUM,MANUAL_VISUAL_DRAFT,操,높음,SUPPORTED_SKJ_AGREES_USER_DRAFT,13
04E5,争,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9188 -> G04E5; scenario unresolved queue 5 occurrence(s).,争,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
04E8,総,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 918D -> G04E8; scenario unresolved queue 1 occurrence(s).,総,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
04EB,騒,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 919B -> G04EB; scenario unresolved queue 1 occurrence(s).,騷,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,1
04F0,則,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91A5 -> G04F0; scenario unresolved queue 7 occurrence(s).,則,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
04F2,尊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91B8 -> G04F2; scenario unresolved queue 2 occurrence(s).,曹,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
04F7,貸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91DD -> G04F7; scenario unresolved queue 4 occurrence(s).,貸,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
04FA,台,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91E4 -> G04FA; scenario unresolved queue 3 occurrence(s).,舌,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,3
04FB,題,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91E8 -> G04FB; scenario unresolved queue 7 occurrence(s).,閲,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,7
0504,団,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9263 -> G0504; scenario unresolved queue 1 occurrence(s).,団,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0508,談,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 926B -> G0508; scenario unresolved queue 7 occurrence(s).,談,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,7
050B,遅,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9278 -> G050B; scenario unresolved queue 5 occurrence(s).,遅,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,5
050C,畜,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 927B -> G050C; scenario unresolved queue 1 occurrence(s).,畜,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,1
0510,昼,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 928B -> G0510; scenario unresolved queue 2 occurrence(s).,蟲,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,2
0512,張,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92A3 -> G0512; scenario unresolved queue 14 occurrence(s).,服,MEDIUM,MANUAL_VISUAL_DRAFT,服,높음,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,14
0514,朝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92A9 -> G0514; scenario unresolved queue 4 occurrence(s).,朝,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
0515,潮,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92AA -> G0515; scenario unresolved queue 4 occurrence(s).,漸,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_CONFLICT_USER_DRAFT,4
051E,痛,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92C9 -> G051E; scenario unresolved queue 6 occurrence(s).,痛,MEDIUM,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,6
0522,底,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92EA -> G0522; scenario unresolved queue 4 occurrence(s).,底,LOW,AUTO_SHAPE_DRAFT,,,SUPPORTED_SKJ_AGREES_USER_DRAFT,4
