glyph_index_hex,character,confidence,evidence_kind,evidence_note
0865,―,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 815C -> G0865; scenario unresolved queue 104 occurrence(s).
0510,昼,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 928B -> G0510; scenario unresolved queue 2 occurrence(s).
05AB,密,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96A7 -> G05AB; scenario unresolved queue 2 occurrence(s).
0594,報,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95F1 -> G0594; scenario unresolved queue 2 occurrence(s).
0642,臨,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97D5 -> G0642; scenario unresolved queue 2 occurrence(s).
02F9,校,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D5A -> G02F9; scenario unresolved queue 2 occurrence(s).
066F,懸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C9C -> G066F; scenario unresolved queue 2 occurrence(s).
06CD,賞,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FDC -> G06CD; scenario unresolved queue 2 occurrence(s).
063D,徹,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 934F -> G063D; scenario unresolved queue 2 occurrence(s).
03E7,拒,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B91 -> G03E7; scenario unresolved queue 2 occurrence(s).
05D2,覧,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9797 -> G05D2; scenario unresolved queue 2 occurrence(s).
05B8,訳,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 96F3 -> G05B8; scenario unresolved queue 2 occurrence(s).
0807,肖,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FD1 -> G0807; scenario unresolved queue 2 occurrence(s).
056D,扉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94E0 -> G056D; scenario unresolved queue 2 occurrence(s).
0254,丘,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B75 -> G0254; scenario unresolved queue 2 occurrence(s).
0248,各,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A65 -> G0248; scenario unresolved queue 2 occurrence(s).
043A,告,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D90 -> G043A; scenario unresolved queue 2 occurrence(s).
0419,研,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CA4 -> G0419; scenario unresolved queue 2 occurrence(s).
0365,尾,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94F6 -> G0365; scenario unresolved queue 2 occurrence(s).
04F2,尊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91B8 -> G04F2; scenario unresolved queue 2 occurrence(s).
0409,敬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C68 -> G0409; scenario unresolved queue 2 occurrence(s).
06E2,孝,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D46 -> G06E2; scenario unresolved queue 2 occurrence(s).
0255,墓,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95E6 -> G0255; scenario unresolved queue 2 occurrence(s).
08A5,猟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97C2 -> G08A5; scenario unresolved queue 2 occurrence(s).
055D,巫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9BDE -> G055D; scenario unresolved queue 2 occurrence(s).
0698,揚,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9767 -> G0698; scenario unresolved queue 1 occurrence(s).
0356,丸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ADB -> G0356; scenario unresolved queue 1 occurrence(s).
02A7,賊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91AF -> G02A7; scenario unresolved queue 1 occurrence(s).
049F,承,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FB3 -> G049F; scenario unresolved queue 1 occurrence(s).
0653,刈,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AA0 -> G0653; scenario unresolved queue 1 occurrence(s).
0583,福,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 959F -> G0583; scenario unresolved queue 1 occurrence(s).
02A5,影,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8965 -> G02A5; scenario unresolved queue 1 occurrence(s).
048B,週,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F54 -> G048B; scenario unresolved queue 1 occurrence(s).
046B,誌,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E8F -> G046B; scenario unresolved queue 1 occurrence(s).
05F1,浄,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FF2 -> G05F1; scenario unresolved queue 1 occurrence(s).
027B,糖,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 939C -> G027B; scenario unresolved queue 1 occurrence(s).
0145,領,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97CC -> G0145; scenario unresolved queue 1 occurrence(s).
0614,巣,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9183 -> G0614; scenario unresolved queue 1 occurrence(s).
05A4,妹,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9685 -> G05A4; scenario unresolved queue 1 occurrence(s).
0408,憩,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C65 -> G0408; scenario unresolved queue 1 occurrence(s).
0706,四,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E6C -> G0706; scenario unresolved queue 1 occurrence(s).
035B,滑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A8A -> G035B; scenario unresolved queue 1 occurrence(s).
039C,殴,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89A3 -> G039C; scenario unresolved queue 1 occurrence(s).
035F,粘,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9453 -> G035F; scenario unresolved queue 1 occurrence(s).
04BE,遂,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 908B -> G04BE; scenario unresolved queue 1 occurrence(s).
0881,傑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C86 -> G0881; scenario unresolved queue 1 occurrence(s).
0278,温,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89B7 -> G0278; scenario unresolved queue 1 occurrence(s).
0690,凡,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 967D -> G0690; scenario unresolved queue 1 occurrence(s).
05C7,幼,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9763 -> G05C7; scenario unresolved queue 1 occurrence(s).
02A6,髪,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94AF -> G02A6; scenario unresolved queue 1 occurrence(s).
0208,詰,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B6C -> G0208; scenario unresolved queue 1 occurrence(s).
038E,泳,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 896A -> G038E; scenario unresolved queue 1 occurrence(s).
0481,趣,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EEF -> G0481; scenario unresolved queue 1 occurrence(s).
0342,瞬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F75 -> G0342; scenario unresolved queue 1 occurrence(s).
0700,縛,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 949B -> G0700; scenario unresolved queue 1 occurrence(s).
0823,乙,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89B3 -> G0823; scenario unresolved queue 1 occurrence(s).
05E5,練,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 97FB -> G05E5; scenario unresolved queue 1 occurrence(s).
0607,策,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DF4 -> G0607; scenario unresolved queue 1 occurrence(s).
045A,産,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E59 -> G045A; scenario unresolved queue 1 occurrence(s).
052D,賭,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9371 -> G052D; scenario unresolved queue 1 occurrence(s).
0768,補,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95E2 -> G0768; scenario unresolved queue 1 occurrence(s).
04DC,阻,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 916A -> G04DC; scenario unresolved queue 1 occurrence(s).
0689,朴,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9670 -> G0689; scenario unresolved queue 1 occurrence(s).
05F2,疑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B5E -> G05F2; scenario unresolved queue 1 occurrence(s).
0483,収,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EFB -> G0483; scenario unresolved queue 1 occurrence(s).
0722,雰,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95B5 -> G0722; scenario unresolved queue 1 occurrence(s).
060A,脅,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BBA -> G060A; scenario unresolved queue 1 occurrence(s).
0416,検,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C9F -> G0416; scenario unresolved queue 1 occurrence(s).
069A,雇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CD9 -> G069A; scenario unresolved queue 1 occurrence(s).
0564,帆,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94BF -> G0564; scenario unresolved queue 1 occurrence(s).
0802,渉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FC2 -> G0802; scenario unresolved queue 1 occurrence(s).
0478,写,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ECA -> G0478; scenario unresolved queue 1 occurrence(s).
0455,撮,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E42 -> G0455; scenario unresolved queue 1 occurrence(s).
03F0,橋,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BB4 -> G03F0; scenario unresolved queue 1 occurrence(s).
03FA,句,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BE5 -> G03FA; scenario unresolved queue 1 occurrence(s).
0441,差,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DB7 -> G0441; scenario unresolved queue 1 occurrence(s).
063A,縁,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 898F -> G063A; scenario unresolved queue 1 occurrence(s).
04EB,騒,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 919B -> G04EB; scenario unresolved queue 1 occurrence(s).
003F,Ｆ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8265 -> G003F; scenario unresolved queue 1 occurrence(s).
0042,Ｉ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8268 -> G0042; scenario unresolved queue 1 occurrence(s).
0047,Ｎ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 826D -> G0047; scenario unresolved queue 1 occurrence(s).
0045,Ｌ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 826B -> G0045; scenario unresolved queue 1 occurrence(s).
008C,ぺ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 82D8 -> G008C; scenario unresolved queue 1 occurrence(s).
066D,懐,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 89F9 -> G066D; scenario unresolved queue 1 occurrence(s).
052C,田,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9363 -> G052C; scenario unresolved queue 1 occurrence(s).
0477,舎,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8EC9 -> G0477; scenario unresolved queue 1 occurrence(s).
06FB,濯,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91F3 -> G06FB; scenario unresolved queue 1 occurrence(s).
061A,嘘,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8952 -> G061A; scenario unresolved queue 1 occurrence(s).
03FD,遇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BF6 -> G03FD; scenario unresolved queue 1 occurrence(s).
0425,誇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CD6 -> G0425; scenario unresolved queue 1 occurrence(s).
06E6,慌,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8D51 -> G06E6; scenario unresolved queue 1 occurrence(s).
0541,働,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 93AD -> G0541; scenario unresolved queue 1 occurrence(s).
0634,哀,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 88A3 -> G0634; scenario unresolved queue 1 occurrence(s).
0231,睡,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9087 -> G0231; scenario unresolved queue 1 occurrence(s).
071E,幕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 968B -> G071E; scenario unresolved queue 1 occurrence(s).
070A,酬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F56 -> G070A; scenario unresolved queue 1 occurrence(s).
08A4,裸,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9787 -> G08A4; scenario unresolved queue 1 occurrence(s).
01B5,庭,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92EB -> G01B5; scenario unresolved queue 1 occurrence(s).
0819,虎,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CD5 -> G0819; scenario unresolved queue 1 occurrence(s).
04DB,組,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9167 -> G04DB; scenario unresolved queue 1 occurrence(s).
04E0,倉,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9171 -> G04E0; scenario unresolved queue 1 occurrence(s).
0421,庫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CC9 -> G0421; scenario unresolved queue 1 occurrence(s).
06B5,赦,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ECD -> G06B5; scenario unresolved queue 1 occurrence(s).
0044,Ｋ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 826A -> G0044; scenario unresolved queue 1 occurrence(s).
0298,蛇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8ED6 -> G0298; scenario unresolved queue 1 occurrence(s).
05BF,裕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9754 -> G05BF; scenario unresolved queue 1 occurrence(s).
036E,怯,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BAF -> G036E; scenario unresolved queue 1 occurrence(s).
076C,冑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9968 -> G076C; scenario unresolved queue 1 occurrence(s).
015D,館,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AD9 -> G015D; scenario unresolved queue 1 occurrence(s).
075C,肌,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94A7 -> G075C; scenario unresolved queue 1 occurrence(s).
071C,熟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F6E -> G071C; scenario unresolved queue 1 occurrence(s).
01C5,唱,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FA5 -> G01C5; scenario unresolved queue 1 occurrence(s).
0504,団,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9263 -> G0504; scenario unresolved queue 1 occurrence(s).
0355,掛,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A7C -> G0355; scenario unresolved queue 1 occurrence(s).
040E,劇,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8C80 -> G040E; scenario unresolved queue 1 occurrence(s).
0535,冬,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 937E -> G0535; scenario unresolved queue 1 occurrence(s).
065A,覗,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9460 -> G065A; scenario unresolved queue 1 occurrence(s).
045E,司,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E69 -> G045E; scenario unresolved queue 1 occurrence(s).
0443,座,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DC0 -> G0443; scenario unresolved queue 1 occurrence(s).
050C,畜,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 927B -> G050C; scenario unresolved queue 1 occurrence(s).
034C,狂,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8BB6 -> G034C; scenario unresolved queue 1 occurrence(s).
04DA,祖,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9163 -> G04DA; scenario unresolved queue 1 occurrence(s).
0663,絆,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 E34A -> G0663; scenario unresolved queue 1 occurrence(s).
0497,暑,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F8B -> G0497; scenario unresolved queue 1 occurrence(s).
00F7,ぢ,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 82C0 -> G00F7; scenario unresolved queue 1 occurrence(s).
05FB,善,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9150 -> G05FB; scenario unresolved queue 1 occurrence(s).
0496,処,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8F88 -> G0496; scenario unresolved queue 1 occurrence(s).
0667,貫,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8AD1 -> G0667; scenario unresolved queue 1 occurrence(s).
0628,慕,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 95E7 -> G0628; scenario unresolved queue 1 occurrence(s).
04CB,静,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 90C3 -> G04CB; scenario unresolved queue 1 occurrence(s).
044D,材,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8DDE -> G044D; scenario unresolved queue 1 occurrence(s).
046E,歯,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E95 -> G046E; scenario unresolved queue 1 occurrence(s).
07A0,販,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94CC -> G07A0; scenario unresolved queue 1 occurrence(s).
0457,皿,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E4D -> G0457; scenario unresolved queue 1 occurrence(s).
0207,敷,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 957E -> G0207; scenario unresolved queue 1 occurrence(s).
08B5,鐘,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8FE0 -> G08B5; scenario unresolved queue 1 occurrence(s).
06B2,炊,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9086 -> G06B2; scenario unresolved queue 1 occurrence(s).
04E3,掃,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 917C -> G04E3; scenario unresolved queue 1 occurrence(s).
012E,諦,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 92FA -> G012E; scenario unresolved queue 1 occurrence(s).
0671,墟,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9AD0 -> G0671; scenario unresolved queue 1 occurrence(s).
04E8,総,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 918D -> G04E8; scenario unresolved queue 1 occurrence(s).
01DE,弓,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8B7C -> G01DE; scenario unresolved queue 1 occurrence(s).
06E5,駄,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 91CA -> G06E5; scenario unresolved queue 1 occurrence(s).
0565,版,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 94C5 -> G0565; scenario unresolved queue 1 occurrence(s).
0395,園,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8980 -> G0395; scenario unresolved queue 1 occurrence(s).
06AA,候,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8CF3 -> G06AA; scenario unresolved queue 1 occurrence(s).
0465,支,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8E78 -> G0465; scenario unresolved queue 1 occurrence(s).
06C1,核,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 8A6A -> G06C1; scenario unresolved queue 1 occurrence(s).
017C,塔,SUPPORTED,original_ruby_skj_reverse_mapping,RUBY.SKJ CP932 9383 -> G017C; scenario unresolved queue 1 occurrence(s).
