sample_id,cue_id,speaker,source_file,source_offset,size_bytes,duration_ms,sample_rate,channels,codec,category,japanese,korean,confidence,notes,wav_path
4186,0x0E,アルフィナ,MUSIC/GR3_STR.STZ,0x2231B800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x180; GR3_STR.IDX entry=383; sector=0x44637..0x4464B,audio/extracted/battle/sample_004186.wav
4188,0x15,アルフィナ,MUSIC/GR3_STR.STZ,0x22325800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x181; GR3_STR.IDX entry=384; sector=0x4464B..0x4465F,audio/extracted/battle/sample_004188.wav
4190,0x2A,アルフィナ,MUSIC/GR3_STR.STZ,0x2232F800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x182; GR3_STR.IDX entry=385; sector=0x4465F..0x44673,audio/extracted/battle/sample_004190.wav
4192,0x14,アルフィナ,MUSIC/GR3_STR.STZ,0x22339800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x183; GR3_STR.IDX entry=386; sector=0x44673..0x44687,audio/extracted/battle/sample_004192.wav
4194,0x0A,アルフィナ,MUSIC/GR3_STR.STZ,0x22343800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x184; GR3_STR.IDX entry=387; sector=0x44687..0x4469B,audio/extracted/battle/sample_004194.wav
4196,0x27,アルフィナ,MUSIC/GR3_STR.STZ,0x2234D800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x185; GR3_STR.IDX entry=388; sector=0x4469B..0x446AF,audio/extracted/battle/sample_004196.wav
4198,0x13,アルフィナ,MUSIC/GR3_STR.STZ,0x22357800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x186; GR3_STR.IDX entry=389; sector=0x446AF..0x446C3,audio/extracted/battle/sample_004198.wav
4200,0x12,アルフィナ,MUSIC/GR3_STR.STZ,0x22361800,49152,3435,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x187; GR3_STR.IDX entry=390; sector=0x446C3..0x446DB,audio/extracted/battle/sample_004200.wav
4202,0xC9,アルフィナ,MUSIC/GR3_STR.STZ,0x2236D800,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x188; GR3_STR.IDX entry=391; sector=0x446DB..0x446F0,audio/extracted/battle/sample_004202.wav
4204,0xC9,アルフィナ,MUSIC/GR3_STR.STZ,0x22378000,47104,3285,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x189; GR3_STR.IDX entry=392; sector=0x446F0..0x44707,audio/extracted/battle/sample_004204.wav
4206,0xCA,アルフィナ,MUSIC/GR3_STR.STZ,0x22383800,71680,5077,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x18A; GR3_STR.IDX entry=393; sector=0x44707..0x4472A,audio/extracted/battle/sample_004206.wav
4208,0xCA,アルフィナ,MUSIC/GR3_STR.STZ,0x22395000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x18B; GR3_STR.IDX entry=394; sector=0x4472A..0x4473E,audio/extracted/battle/sample_004208.wav
4210,0xCB,アルフィナ,MUSIC/GR3_STR.STZ,0x2239F000,69632,4928,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x18C; GR3_STR.IDX entry=395; sector=0x4473E..0x44760,audio/extracted/battle/sample_004210.wav
4212,0xCC,アルフィナ,MUSIC/GR3_STR.STZ,0x223B0000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x18D; GR3_STR.IDX entry=396; sector=0x44760..0x44774,audio/extracted/battle/sample_004212.wav
4214,0xCD,アルフィナ,MUSIC/GR3_STR.STZ,0x223BA000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x18E; GR3_STR.IDX entry=397; sector=0x44774..0x44788,audio/extracted/battle/sample_004214.wav
4216,0xCF,アルフィナ,MUSIC/GR3_STR.STZ,0x223C4000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x18F; GR3_STR.IDX entry=398; sector=0x44788..0x4479C,audio/extracted/battle/sample_004216.wav
4218,0xD0,アルフィナ,MUSIC/GR3_STR.STZ,0x223CE000,167936,12096,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x190; GR3_STR.IDX entry=399; sector=0x4479C..0x447EE,audio/extracted/battle/sample_004218.wav
4220,0x94;0x95;0x96;0x98;0x99;0x9F,ミランダ,MUSIC/GR3_STR.STZ,0x223F7000,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x191; GR3_STR.IDX entry=400; sector=0x447EE..0x44803,audio/extracted/battle/sample_004220.wav
4222,0x95;0x96;0x98;0x99;0x9F,ミランダ,MUSIC/GR3_STR.STZ,0x22401800,59392,4181,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x192; GR3_STR.IDX entry=401; sector=0x44803..0x44820,audio/extracted/battle/sample_004222.wav
4224,0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x9E;0xA2;0xA3,ミランダ,MUSIC/GR3_STR.STZ,0x22410000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x193; GR3_STR.IDX entry=402; sector=0x44820..0x44834,audio/extracted/battle/sample_004224.wav
4226,0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x94;0x9E;0xA2;0xA3,ミランダ,MUSIC/GR3_STR.STZ,0x2241A000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x194; GR3_STR.IDX entry=403; sector=0x44834..0x44848,audio/extracted/battle/sample_004226.wav
4228,0xC8,ミランダ,MUSIC/GR3_STR.STZ,0x22424000,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x195; GR3_STR.IDX entry=404; sector=0x44848..0x4485D,audio/extracted/battle/sample_004228.wav
4230,0x65;0x66;0x67;0x68;0x69;0x6A;0x6B;0x6C;0x6D;0x6E;0x6F;0x70;0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0xA0;0xA1,ミランダ,MUSIC/GR3_STR.STZ,0x2242E800,47104,3285,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x196; GR3_STR.IDX entry=405; sector=0x4485D..0x44874,audio/extracted/battle/sample_004230.wav
4232,0x65;0x66;0x67;0x68;0x69;0x6A;0x6B;0x6C;0x6D;0x6E;0x6F;0x70;0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0xA0,ミランダ,MUSIC/GR3_STR.STZ,0x2243A000,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x197; GR3_STR.IDX entry=406; sector=0x44874..0x44889,audio/extracted/battle/sample_004232.wav
4234,0x82;0x83;0x84;0x85;0x86;0x87;0x88;0x9A;0x9B;0x9C;0x9D,ミランダ,MUSIC/GR3_STR.STZ,0x22444800,53248,3733,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x198; GR3_STR.IDX entry=407; sector=0x44889..0x448A3,audio/extracted/battle/sample_004234.wav
4236,0x82;0x83;0x84;0x85;0x86;0x87;0x88;0x9A;0x9B;0x9C;0x9D,ミランダ,MUSIC/GR3_STR.STZ,0x22451800,47104,3285,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x199; GR3_STR.IDX entry=408; sector=0x448A3..0x448BA,audio/extracted/battle/sample_004236.wav
4238,0x78;0x79;0x7A;0x7B,ミランダ,MUSIC/GR3_STR.STZ,0x2245D000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x19A; GR3_STR.IDX entry=409; sector=0x448BA..0x448CE,audio/extracted/battle/sample_004238.wav
4240,0x78;0x79;0x7A;0x7B,ミランダ,MUSIC/GR3_STR.STZ,0x22467000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x19B; GR3_STR.IDX entry=410; sector=0x448CE..0x448E2,audio/extracted/battle/sample_004240.wav
4242,0x01,ミランダ,MUSIC/GR3_STR.STZ,0x22471000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x19C; GR3_STR.IDX entry=411; sector=0x448E2..0x448F6,audio/extracted/battle/sample_004242.wav
4244,0x01,ミランダ,MUSIC/GR3_STR.STZ,0x2247B000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x19D; GR3_STR.IDX entry=412; sector=0x448F6..0x4490A,audio/extracted/battle/sample_004244.wav
4246,0x02,ミランダ,MUSIC/GR3_STR.STZ,0x22485000,45056,3136,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x19E; GR3_STR.IDX entry=413; sector=0x4490A..0x44920,audio/extracted/battle/sample_004246.wav
4248,0x02,ミランダ,MUSIC/GR3_STR.STZ,0x22490000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x19F; GR3_STR.IDX entry=414; sector=0x44920..0x44934,audio/extracted/battle/sample_004248.wav
4250,0x0B,ミランダ,MUSIC/GR3_STR.STZ,0x2249A000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A0; GR3_STR.IDX entry=415; sector=0x44934..0x44948,audio/extracted/battle/sample_004250.wav
4252,0x0B,ミランダ,MUSIC/GR3_STR.STZ,0x224A4000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A1; GR3_STR.IDX entry=416; sector=0x44948..0x4495C,audio/extracted/battle/sample_004252.wav
4254,0x16,ミランダ,MUSIC/GR3_STR.STZ,0x224AE000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A2; GR3_STR.IDX entry=417; sector=0x4495C..0x44970,audio/extracted/battle/sample_004254.wav
4256,0x20,ミランダ,MUSIC/GR3_STR.STZ,0x224B8000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A3; GR3_STR.IDX entry=418; sector=0x44970..0x44984,audio/extracted/battle/sample_004256.wav
4258,0x1A;0x1B;0x1C,ミランダ,MUSIC/GR3_STR.STZ,0x224C2000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A4; GR3_STR.IDX entry=419; sector=0x44984..0x44998,audio/extracted/battle/sample_004258.wav
4260,0x1A;0x1B;0x1C,ミランダ,MUSIC/GR3_STR.STZ,0x224CC000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A5; GR3_STR.IDX entry=420; sector=0x44998..0x449AC,audio/extracted/battle/sample_004260.wav
4262,0xD3;0xD4;0xD5,ミランダ,MUSIC/GR3_STR.STZ,0x224D6000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A6; GR3_STR.IDX entry=421; sector=0x449AC..0x449C0,audio/extracted/battle/sample_004262.wav
4264,0xD3;0xD4;0xD5,ミランダ,MUSIC/GR3_STR.STZ,0x224E0000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A7; GR3_STR.IDX entry=422; sector=0x449C0..0x449D4,audio/extracted/battle/sample_004264.wav
4266,0x1D;0x1E;0xA1,ミランダ,MUSIC/GR3_STR.STZ,0x224EA000,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A8; GR3_STR.IDX entry=423; sector=0x449D4..0x449E9,audio/extracted/battle/sample_004266.wav
4268,0x1D,ミランダ,MUSIC/GR3_STR.STZ,0x224F4800,47104,3285,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1A9; GR3_STR.IDX entry=424; sector=0x449E9..0x44A00,audio/extracted/battle/sample_004268.wav
4270,0x1E,ミランダ,MUSIC/GR3_STR.STZ,0x22500000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1AA; GR3_STR.IDX entry=425; sector=0x44A00..0x44A14,audio/extracted/battle/sample_004270.wav
4272,0x13,ミランダ,MUSIC/GR3_STR.STZ,0x2250A000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1AB; GR3_STR.IDX entry=426; sector=0x44A14..0x44A28,audio/extracted/battle/sample_004272.wav
4274,0x13,ミランダ,MUSIC/GR3_STR.STZ,0x22514000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1AC; GR3_STR.IDX entry=427; sector=0x44A28..0x44A3C,audio/extracted/battle/sample_004274.wav
4276,0xC9,ミランダ,MUSIC/GR3_STR.STZ,0x2251E000,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1AD; GR3_STR.IDX entry=428; sector=0x44A3C..0x44A51,audio/extracted/battle/sample_004276.wav
4278,0xCA,ミランダ,MUSIC/GR3_STR.STZ,0x22528800,47104,3285,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1AE; GR3_STR.IDX entry=429; sector=0x44A51..0x44A68,audio/extracted/battle/sample_004278.wav
4280,0xCB,ミランダ,MUSIC/GR3_STR.STZ,0x22534000,57344,4032,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1AF; GR3_STR.IDX entry=430; sector=0x44A68..0x44A84,audio/extracted/battle/sample_004280.wav
4282,0xCC,ミランダ,MUSIC/GR3_STR.STZ,0x22542000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B0; GR3_STR.IDX entry=431; sector=0x44A84..0x44A98,audio/extracted/battle/sample_004282.wav
4284,0xCD,ミランダ,MUSIC/GR3_STR.STZ,0x2254C000,51200,3584,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B1; GR3_STR.IDX entry=432; sector=0x44A98..0x44AB1,audio/extracted/battle/sample_004284.wav
4286,0xCF,ミランダ,MUSIC/GR3_STR.STZ,0x22558800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B2; GR3_STR.IDX entry=433; sector=0x44AB1..0x44AC5,audio/extracted/battle/sample_004286.wav
4288,0xD0,ミランダ,MUSIC/GR3_STR.STZ,0x22562800,186368,13440,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B3; GR3_STR.IDX entry=434; sector=0x44AC5..0x44B20,audio/extracted/battle/sample_004288.wav
4290,0x94;0x95;0x96;0x98;0x99;0x9F,アルオンソ,MUSIC/GR3_STR.STZ,0x22590000,59392,4181,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B4; GR3_STR.IDX entry=435; sector=0x44B20..0x44B3D,audio/extracted/battle/sample_004290.wav
4292,0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x9E;0xA2;0xA3,アルオンソ,MUSIC/GR3_STR.STZ,0x2259E800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B5; GR3_STR.IDX entry=436; sector=0x44B3D..0x44B51,audio/extracted/battle/sample_004292.wav
4294,0x65;0x66;0x67;0x68;0x69;0x6A;0x6B;0x6C;0x6D;0x6E;0x6F;0x70;0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0xA0;0xA1,アルオンソ,MUSIC/GR3_STR.STZ,0x225A8800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B6; GR3_STR.IDX entry=437; sector=0x44B51..0x44B65,audio/extracted/battle/sample_004294.wav
4296,0x82;0x83;0x84;0x85;0x86;0x87;0x88;0x9A;0x9B;0x9C;0x9D,アルオンソ,MUSIC/GR3_STR.STZ,0x225B2800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B7; GR3_STR.IDX entry=438; sector=0x44B65..0x44B79,audio/extracted/battle/sample_004296.wav
4298,0x78;0x79;0x7A;0x7B,アルオンソ,MUSIC/GR3_STR.STZ,0x225BC800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B8; GR3_STR.IDX entry=439; sector=0x44B79..0x44B8D,audio/extracted/battle/sample_004298.wav
4300,0x01,アルオンソ,MUSIC/GR3_STR.STZ,0x225C6800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1B9; GR3_STR.IDX entry=440; sector=0x44B8D..0x44BA1,audio/extracted/battle/sample_004300.wav
4302,0x02,アルオンソ,MUSIC/GR3_STR.STZ,0x225D0800,43008,2987,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1BA; GR3_STR.IDX entry=441; sector=0x44BA1..0x44BB6,audio/extracted/battle/sample_004302.wav
4304,0x0B,アルオンソ,MUSIC/GR3_STR.STZ,0x225DB000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1BB; GR3_STR.IDX entry=442; sector=0x44BB6..0x44BCA,audio/extracted/battle/sample_004304.wav
4306,0x16,アルオンソ,MUSIC/GR3_STR.STZ,0x225E5000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1BC; GR3_STR.IDX entry=443; sector=0x44BCA..0x44BDE,audio/extracted/battle/sample_004306.wav
4308,0x20,アルオンソ,MUSIC/GR3_STR.STZ,0x225EF000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1BD; GR3_STR.IDX entry=444; sector=0x44BDE..0x44BF2,audio/extracted/battle/sample_004308.wav
4310,0x1A;0x1B;0x1C,アルオンソ,MUSIC/GR3_STR.STZ,0x225F9000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1BE; GR3_STR.IDX entry=445; sector=0x44BF2..0x44C06,audio/extracted/battle/sample_004310.wav
4312,0xD3;0xD4;0xD5,アルオンソ,MUSIC/GR3_STR.STZ,0x22603000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1BF; GR3_STR.IDX entry=446; sector=0x44C06..0x44C1A,audio/extracted/battle/sample_004312.wav
4314,0x1D;0x1E;0xA1,アルオンソ,MUSIC/GR3_STR.STZ,0x2260D000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C0; GR3_STR.IDX entry=447; sector=0x44C1A..0x44C2E,audio/extracted/battle/sample_004314.wav
4316,0x13,アルオンソ,MUSIC/GR3_STR.STZ,0x22617000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C1; GR3_STR.IDX entry=448; sector=0x44C2E..0x44C42,audio/extracted/battle/sample_004316.wav
4318,0xC9,アルオンソ,MUSIC/GR3_STR.STZ,0x22621000,63488,4480,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C2; GR3_STR.IDX entry=449; sector=0x44C42..0x44C61,audio/extracted/battle/sample_004318.wav
4320,0xCA,アルオンソ,MUSIC/GR3_STR.STZ,0x22630800,57344,4032,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C3; GR3_STR.IDX entry=450; sector=0x44C61..0x44C7D,audio/extracted/battle/sample_004320.wav
4322,0xCB,アルオンソ,MUSIC/GR3_STR.STZ,0x2263E800,75776,5376,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C4; GR3_STR.IDX entry=451; sector=0x44C7D..0x44CA2,audio/extracted/battle/sample_004322.wav
4324,0xCC,アルオンソ,MUSIC/GR3_STR.STZ,0x22651000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C5; GR3_STR.IDX entry=452; sector=0x44CA2..0x44CB6,audio/extracted/battle/sample_004324.wav
4326,0xCD,アルオンソ,MUSIC/GR3_STR.STZ,0x2265B000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C6; GR3_STR.IDX entry=453; sector=0x44CB6..0x44CCA,audio/extracted/battle/sample_004326.wav
4328,0xCF,アルオンソ,MUSIC/GR3_STR.STZ,0x22665000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C7; GR3_STR.IDX entry=454; sector=0x44CCA..0x44CDE,audio/extracted/battle/sample_004328.wav
4330,0xD0,アルオンソ,MUSIC/GR3_STR.STZ,0x2266F000,243712,17621,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C8; GR3_STR.IDX entry=455; sector=0x44CDE..0x44D55,audio/extracted/battle/sample_004330.wav
4332,0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x94;0x95;0x96;0x98;0x99;0x9E;0x9F;0xA2;0xA3,ウル,MUSIC/GR3_STR.STZ,0x226AA800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1C9; GR3_STR.IDX entry=456; sector=0x44D55..0x44D69,audio/extracted/battle/sample_004332.wav
4334,0x01;0x02;0x03;0x05;0x06;0x0B;0x0C;0x16;0x17;0x20;0x21;0x22;0x23;0x24;0x89;0x8A;0x8B;0x8C;0x8D;0x8E;0x8F;0x90;0x91;0x92;0x93;0x94;0x9E;0xA2;0xA3,ウル,MUSIC/GR3_STR.STZ,0x226B4800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1CA; GR3_STR.IDX entry=457; sector=0x44D69..0x44D7D,audio/extracted/battle/sample_004334.wav
4336,0x65;0x66;0x67;0x68;0x69;0x6A;0x6B;0x6C;0x6D;0x6E;0x6F;0x70;0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0x82;0x83;0x84;0x85;0x86;0x87;0x88;0xA0;0xA1,ウル,MUSIC/GR3_STR.STZ,0x226BE800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1CB; GR3_STR.IDX entry=458; sector=0x44D7D..0x44D91,audio/extracted/battle/sample_004336.wav
4338,0x71;0x72;0x73;0x74;0x75;0x76;0x77;0x7C;0x7D;0x7E;0x7F;0x80;0x81;0x82;0x83;0x84;0x85;0x86;0x87;0x88;0x9A;0x9B;0x9C;0x9D,ウル,MUSIC/GR3_STR.STZ,0x226C8800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1CC; GR3_STR.IDX entry=459; sector=0x44D91..0x44DA5,audio/extracted/battle/sample_004338.wav
4340,0x78;0x79;0x7A;0x7B,ウル,MUSIC/GR3_STR.STZ,0x226D2800,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1CD; GR3_STR.IDX entry=460; sector=0x44DA5..0x44DB9,audio/extracted/battle/sample_004340.wav
4342,0x01,ウル,MUSIC/GR3_STR.STZ,0x226DC800,55296,3883,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1CE; GR3_STR.IDX entry=461; sector=0x44DB9..0x44DD4,audio/extracted/battle/sample_004342.wav
4344,0x02,ウル,MUSIC/GR3_STR.STZ,0x226EA000,65536,4629,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1CF; GR3_STR.IDX entry=462; sector=0x44DD4..0x44DF4,audio/extracted/battle/sample_004344.wav
4346,0x05,ウル,MUSIC/GR3_STR.STZ,0x226FA000,59392,4181,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D0; GR3_STR.IDX entry=463; sector=0x44DF4..0x44E11,audio/extracted/battle/sample_004346.wav
4348,0x03,ウル,MUSIC/GR3_STR.STZ,0x22708800,57344,4032,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D1; GR3_STR.IDX entry=464; sector=0x44E11..0x44E2D,audio/extracted/battle/sample_004348.wav
4350,0x06,ウル,MUSIC/GR3_STR.STZ,0x22716800,55296,3883,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D2; GR3_STR.IDX entry=465; sector=0x44E2D..0x44E48,audio/extracted/battle/sample_004350.wav
4352,0x07,ウル,MUSIC/GR3_STR.STZ,0x22724000,73728,5227,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D3; GR3_STR.IDX entry=466; sector=0x44E48..0x44E6C,audio/extracted/battle/sample_004352.wav
4354,0x04,ウル,MUSIC/GR3_STR.STZ,0x22736000,71680,5077,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D4; GR3_STR.IDX entry=467; sector=0x44E6C..0x44E8F,audio/extracted/battle/sample_004354.wav
4356,0x09,ウル,MUSIC/GR3_STR.STZ,0x22747800,92160,6571,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D5; GR3_STR.IDX entry=468; sector=0x44E8F..0x44EBC,audio/extracted/battle/sample_004356.wav
4358,0x08,ウル,MUSIC/GR3_STR.STZ,0x2275E000,75776,5376,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D6; GR3_STR.IDX entry=469; sector=0x44EBC..0x44EE1,audio/extracted/battle/sample_004358.wav
4360,0x0B,ウル,MUSIC/GR3_STR.STZ,0x22770800,59392,4181,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D7; GR3_STR.IDX entry=470; sector=0x44EE1..0x44EFE,audio/extracted/battle/sample_004360.wav
4362,0x0C,ウル,MUSIC/GR3_STR.STZ,0x2277F000,40960,2837,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D8; GR3_STR.IDX entry=471; sector=0x44EFE..0x44F12,audio/extracted/battle/sample_004362.wav
4364,0x0D,ウル,MUSIC/GR3_STR.STZ,0x22789000,75776,5376,24000,1,PSX/PS2 ADPCM,battle,,,PROVEN,GR3.IDX stream_key=0x1D9; GR3_STR.IDX entry=472; sector=0x44F12..0x44F37,audio/extracted/battle/sample_004364.wav
