event_sample_id,archive_id,archive_file,local_id,record_index,speaker,text,status,avg_logprob,no_speech_prob,model,notes
SE6026_15DA_006,6026,6026.SE,0x15DA,6,,,PENDING_TRANSCRIPTION,,,,
SE6026_15DB_007,6026,6026.SE,0x15DB,7,,,PENDING_TRANSCRIPTION,,,,
SE6026_15DC_008,6026,6026.SE,0x15DC,8,,,PENDING_TRANSCRIPTION,,,,
SE6026_15DD_009,6026,6026.SE,0x15DD,9,,,PENDING_TRANSCRIPTION,,,,
SE6026_15DE_010,6026,6026.SE,0x15DE,10,,,PENDING_TRANSCRIPTION,,,,
SE6026_15DF_011,6026,6026.SE,0x15DF,11,,,PENDING_TRANSCRIPTION,,,,
SE6026_15E0_012,6026,6026.SE,0x15E0,12,,,PENDING_TRANSCRIPTION,,,,
SE6027_15C7_000,6027,6027.SE,0x15C7,0,,,PENDING_TRANSCRIPTION,,,,
SE6027_15C8_001,6027,6027.SE,0x15C8,1,,,PENDING_TRANSCRIPTION,,,,
SE6027_15C9_002,6027,6027.SE,0x15C9,2,,,PENDING_TRANSCRIPTION,,,,
SE6027_15F8_003,6027,6027.SE,0x15F8,3,,,PENDING_TRANSCRIPTION,,,,
SE6027_15F9_004,6027,6027.SE,0x15F9,4,,,PENDING_TRANSCRIPTION,,,,
SE6027_15FA_005,6027,6027.SE,0x15FA,5,,,PENDING_TRANSCRIPTION,,,,
SE6027_15FB_006,6027,6027.SE,0x15FB,6,,,PENDING_TRANSCRIPTION,,,,
SE6027_15FC_007,6027,6027.SE,0x15FC,7,,,PENDING_TRANSCRIPTION,,,,
SE6027_15FD_008,6027,6027.SE,0x15FD,8,,,PENDING_TRANSCRIPTION,,,,
SE6027_161C_009,6027,6027.SE,0x161C,9,,,PENDING_TRANSCRIPTION,,,,
SE6027_161D_010,6027,6027.SE,0x161D,10,,,PENDING_TRANSCRIPTION,,,,
SE6027_161E_011,6027,6027.SE,0x161E,11,,,PENDING_TRANSCRIPTION,,,,
SE6027_161F_012,6027,6027.SE,0x161F,12,,,PENDING_TRANSCRIPTION,,,,
SE6027_1620_013,6027,6027.SE,0x1620,13,,,PENDING_TRANSCRIPTION,,,,
SE6027_1621_014,6027,6027.SE,0x1621,14,,,PENDING_TRANSCRIPTION,,,,
SE6027_1622_015,6027,6027.SE,0x1622,15,,,PENDING_TRANSCRIPTION,,,,
SE6027_1623_016,6027,6027.SE,0x1623,16,,,PENDING_TRANSCRIPTION,,,,
SE6028_15B6_000,6028,6028.SE,0x15B6,0,,,PENDING_TRANSCRIPTION,,,,
SE6028_15B7_001,6028,6028.SE,0x15B7,1,,,PENDING_TRANSCRIPTION,,,,
SE6028_15B8_002,6028,6028.SE,0x15B8,2,,,PENDING_TRANSCRIPTION,,,,
SE6028_15B9_003,6028,6028.SE,0x15B9,3,,,PENDING_TRANSCRIPTION,,,,
SE6028_15BA_004,6028,6028.SE,0x15BA,4,,,PENDING_TRANSCRIPTION,,,,
SE6028_15BE_005,6028,6028.SE,0x15BE,5,,,PENDING_TRANSCRIPTION,,,,
SE6028_15BF_006,6028,6028.SE,0x15BF,6,,,PENDING_TRANSCRIPTION,,,,
SE6028_15C0_007,6028,6028.SE,0x15C0,7,,,PENDING_TRANSCRIPTION,,,,
SE6028_15C1_008,6028,6028.SE,0x15C1,8,,,PENDING_TRANSCRIPTION,,,,
SE6028_15C2_009,6028,6028.SE,0x15C2,9,,,PENDING_TRANSCRIPTION,,,,
SE6028_15C3_010,6028,6028.SE,0x15C3,10,,,PENDING_TRANSCRIPTION,,,,
SE6028_15D9_011,6028,6028.SE,0x15D9,11,,,PENDING_TRANSCRIPTION,,,,
SE6028_15DA_012,6028,6028.SE,0x15DA,12,,,PENDING_TRANSCRIPTION,,,,
SE6028_15DB_013,6028,6028.SE,0x15DB,13,,,PENDING_TRANSCRIPTION,,,,
SE6028_15DC_014,6028,6028.SE,0x15DC,14,,,PENDING_TRANSCRIPTION,,,,
SE6028_15DD_015,6028,6028.SE,0x15DD,15,,,PENDING_TRANSCRIPTION,,,,
SE6028_15DE_016,6028,6028.SE,0x15DE,16,,,PENDING_TRANSCRIPTION,,,,
SE6028_15DF_017,6028,6028.SE,0x15DF,17,,,PENDING_TRANSCRIPTION,,,,
SE6028_15E0_018,6028,6028.SE,0x15E0,18,,,PENDING_TRANSCRIPTION,,,,
SE6029_15B6_000,6029,6029.SE,0x15B6,0,,,PENDING_TRANSCRIPTION,,,,
SE6029_15B7_001,6029,6029.SE,0x15B7,1,,,PENDING_TRANSCRIPTION,,,,
SE6029_15B8_002,6029,6029.SE,0x15B8,2,,,PENDING_TRANSCRIPTION,,,,
SE6029_15B9_003,6029,6029.SE,0x15B9,3,,,PENDING_TRANSCRIPTION,,,,
SE6029_15BA_004,6029,6029.SE,0x15BA,4,,,PENDING_TRANSCRIPTION,,,,
SE6029_15BB_005,6029,6029.SE,0x15BB,5,,,PENDING_TRANSCRIPTION,,,,
SE6029_15BC_006,6029,6029.SE,0x15BC,6,,,PENDING_TRANSCRIPTION,,,,
SE6029_15BD_007,6029,6029.SE,0x15BD,7,,,PENDING_TRANSCRIPTION,,,,
SE6029_15D9_008,6029,6029.SE,0x15D9,8,,,PENDING_TRANSCRIPTION,,,,
SE6029_15DA_009,6029,6029.SE,0x15DA,9,,,PENDING_TRANSCRIPTION,,,,
SE6029_15DB_010,6029,6029.SE,0x15DB,10,,,PENDING_TRANSCRIPTION,,,,
SE6029_15DC_011,6029,6029.SE,0x15DC,11,,,PENDING_TRANSCRIPTION,,,,
SE6029_15DD_012,6029,6029.SE,0x15DD,12,,,PENDING_TRANSCRIPTION,,,,
SE6029_15DE_013,6029,6029.SE,0x15DE,13,,,PENDING_TRANSCRIPTION,,,,
SE6029_15DF_014,6029,6029.SE,0x15DF,14,,,PENDING_TRANSCRIPTION,,,,
SE6029_15E0_015,6029,6029.SE,0x15E0,15,,,PENDING_TRANSCRIPTION,,,,
SE6029_0E36_016,6029,6029.SE,0x0E36,16,,,PENDING_TRANSCRIPTION,,,,
SE6030_15C7_000,6030,6030.SE,0x15C7,0,,,PENDING_TRANSCRIPTION,,,,
SE6030_15C8_001,6030,6030.SE,0x15C8,1,,,PENDING_TRANSCRIPTION,,,,
SE6030_15C9_002,6030,6030.SE,0x15C9,2,,,PENDING_TRANSCRIPTION,,,,
SE6030_15CE_003,6030,6030.SE,0x15CE,3,,,PENDING_TRANSCRIPTION,,,,
SE6030_15CF_004,6030,6030.SE,0x15CF,4,,,PENDING_TRANSCRIPTION,,,,
SE6030_15D0_005,6030,6030.SE,0x15D0,5,,,PENDING_TRANSCRIPTION,,,,
SE6030_15D1_006,6030,6030.SE,0x15D1,6,,,PENDING_TRANSCRIPTION,,,,
SE6030_15D2_007,6030,6030.SE,0x15D2,7,,,PENDING_TRANSCRIPTION,,,,
SE6030_15D3_008,6030,6030.SE,0x15D3,8,,,PENDING_TRANSCRIPTION,,,,
SE6030_15FF_009,6030,6030.SE,0x15FF,9,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E4_000,6031,6031.SE,0x15E4,0,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E5_001,6031,6031.SE,0x15E5,1,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E6_002,6031,6031.SE,0x15E6,2,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E7_003,6031,6031.SE,0x15E7,3,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E8_004,6031,6031.SE,0x15E8,4,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E9_005,6031,6031.SE,0x15E9,5,,,PENDING_TRANSCRIPTION,,,,
SE6031_15D9_006,6031,6031.SE,0x15D9,6,,,PENDING_TRANSCRIPTION,,,,
SE6031_15DA_007,6031,6031.SE,0x15DA,7,,,PENDING_TRANSCRIPTION,,,,
SE6031_15DB_008,6031,6031.SE,0x15DB,8,,,PENDING_TRANSCRIPTION,,,,
SE6031_15DC_009,6031,6031.SE,0x15DC,9,,,PENDING_TRANSCRIPTION,,,,
SE6031_15DD_010,6031,6031.SE,0x15DD,10,,,PENDING_TRANSCRIPTION,,,,
SE6031_15DE_011,6031,6031.SE,0x15DE,11,,,PENDING_TRANSCRIPTION,,,,
SE6031_15DF_012,6031,6031.SE,0x15DF,12,,,PENDING_TRANSCRIPTION,,,,
SE6031_15E0_013,6031,6031.SE,0x15E0,13,,,PENDING_TRANSCRIPTION,,,,
SE6032_0836_000,6032,6032.SE,0x0836,0,,,PENDING_TRANSCRIPTION,,,,
SE6032_0837_001,6032,6032.SE,0x0837,1,,,PENDING_TRANSCRIPTION,,,,
SE6032_0838_002,6032,6032.SE,0x0838,2,,,PENDING_TRANSCRIPTION,,,,
SE6032_0839_003,6032,6032.SE,0x0839,3,,,PENDING_TRANSCRIPTION,,,,
SE6032_08DA_004,6032,6032.SE,0x08DA,4,,,PENDING_TRANSCRIPTION,,,,
SE6032_08DB_005,6032,6032.SE,0x08DB,5,,,PENDING_TRANSCRIPTION,,,,
SE6032_08DC_006,6032,6032.SE,0x08DC,6,,,PENDING_TRANSCRIPTION,,,,
SE6032_08DD_007,6032,6032.SE,0x08DD,7,,,PENDING_TRANSCRIPTION,,,,
SE6032_08DE_008,6032,6032.SE,0x08DE,8,,,PENDING_TRANSCRIPTION,,,,
SE6032_08DF_009,6032,6032.SE,0x08DF,9,,,PENDING_TRANSCRIPTION,,,,
SE6032_08E0_010,6032,6032.SE,0x08E0,10,,,PENDING_TRANSCRIPTION,,,,
SE6032_1293_011,6032,6032.SE,0x1293,11,,,PENDING_TRANSCRIPTION,,,,
SE6032_0834_012,6032,6032.SE,0x0834,12,,,PENDING_TRANSCRIPTION,,,,
SE6032_0835_013,6032,6032.SE,0x0835,13,,,PENDING_TRANSCRIPTION,,,,
SE6033_08E1_000,6033,6033.SE,0x08E1,0,,,PENDING_TRANSCRIPTION,,,,
SE6033_08E2_001,6033,6033.SE,0x08E2,1,,,PENDING_TRANSCRIPTION,,,,
SE6033_08E3_002,6033,6033.SE,0x08E3,2,,,PENDING_TRANSCRIPTION,,,,
SE6033_0E14_003,6033,6033.SE,0x0E14,3,,,PENDING_TRANSCRIPTION,,,,
SE6033_0E17_004,6033,6033.SE,0x0E17,4,,,PENDING_TRANSCRIPTION,,,,
SE6033_0E13_005,6033,6033.SE,0x0E13,5,,,PENDING_TRANSCRIPTION,,,,
SE6033_0E33_006,6033,6033.SE,0x0E33,6,,,PENDING_TRANSCRIPTION,,,,
SE6034_083C_000,6034,6034.SE,0x083C,0,,,PENDING_TRANSCRIPTION,,,,
SE6034_083D_001,6034,6034.SE,0x083D,1,,,PENDING_TRANSCRIPTION,,,,
SE6034_0E1F_002,6034,6034.SE,0x0E1F,2,,,PENDING_TRANSCRIPTION,,,,
SE6035_08C9_000,6035,6035.SE,0x08C9,0,,,PENDING_TRANSCRIPTION,,,,
SE6035_08CA_001,6035,6035.SE,0x08CA,1,,,PENDING_TRANSCRIPTION,,,,
SE6035_128E_002,6035,6035.SE,0x128E,2,,,PENDING_TRANSCRIPTION,,,,
SE6035_1296_003,6035,6035.SE,0x1296,3,,,PENDING_TRANSCRIPTION,,,,
SE6035_1297_004,6035,6035.SE,0x1297,4,,,PENDING_TRANSCRIPTION,,,,
SE6035_1293_005,6035,6035.SE,0x1293,5,,,PENDING_TRANSCRIPTION,,,,
SE6035_083E_006,6035,6035.SE,0x083E,6,,,PENDING_TRANSCRIPTION,,,,
SE6035_083F_007,6035,6035.SE,0x083F,7,,,PENDING_TRANSCRIPTION,,,,
SE6035_0854_008,6035,6035.SE,0x0854,8,,,PENDING_TRANSCRIPTION,,,,
SE6035_0855_009,6035,6035.SE,0x0855,9,,,PENDING_TRANSCRIPTION,,,,
SE6036_08A5_000,6036,6036.SE,0x08A5,0,,,PENDING_TRANSCRIPTION,,,,
SE6036_08CB_001,6036,6036.SE,0x08CB,1,,,PENDING_TRANSCRIPTION,,,,
SE6036_08CC_002,6036,6036.SE,0x08CC,2,,,PENDING_TRANSCRIPTION,,,,
SE6036_08CD_003,6036,6036.SE,0x08CD,3,,,PENDING_TRANSCRIPTION,,,,
SE6036_08CE_004,6036,6036.SE,0x08CE,4,,,PENDING_TRANSCRIPTION,,,,
SE6036_0E18_005,6036,6036.SE,0x0E18,5,,,PENDING_TRANSCRIPTION,,,,
SE6036_0834_006,6036,6036.SE,0x0834,6,,,PENDING_TRANSCRIPTION,,,,
SE6036_0835_007,6036,6036.SE,0x0835,7,,,PENDING_TRANSCRIPTION,,,,
SE6036_0836_008,6036,6036.SE,0x0836,8,,,PENDING_TRANSCRIPTION,,,,
SE6036_0837_009,6036,6036.SE,0x0837,9,,,PENDING_TRANSCRIPTION,,,,
SE6036_0840_010,6036,6036.SE,0x0840,10,,,PENDING_TRANSCRIPTION,,,,
SE6036_0841_011,6036,6036.SE,0x0841,11,,,PENDING_TRANSCRIPTION,,,,
SE6036_0846_012,6036,6036.SE,0x0846,12,,,PENDING_TRANSCRIPTION,,,,
SE6036_0847_013,6036,6036.SE,0x0847,13,,,PENDING_TRANSCRIPTION,,,,
SE6037_08D0_000,6037,6037.SE,0x08D0,0,,,PENDING_TRANSCRIPTION,,,,
SE6037_08ED_001,6037,6037.SE,0x08ED,1,,,PENDING_TRANSCRIPTION,,,,
SE6037_08EE_002,6037,6037.SE,0x08EE,2,,,PENDING_TRANSCRIPTION,,,,
SE6037_08CF_003,6037,6037.SE,0x08CF,3,,,PENDING_TRANSCRIPTION,,,,
SE6037_08EF_004,6037,6037.SE,0x08EF,4,,,PENDING_TRANSCRIPTION,,,,
SE6037_0E1D_005,6037,6037.SE,0x0E1D,5,,,PENDING_TRANSCRIPTION,,,,
SE6037_0E40_006,6037,6037.SE,0x0E40,6,,,PENDING_TRANSCRIPTION,,,,
SE6038_0834_000,6038,6038.SE,0x0834,0,,,PENDING_TRANSCRIPTION,,,,
SE6038_0835_001,6038,6038.SE,0x0835,1,,,PENDING_TRANSCRIPTION,,,,
SE6038_0840_002,6038,6038.SE,0x0840,2,,,PENDING_TRANSCRIPTION,,,,
SE6038_0841_003,6038,6038.SE,0x0841,3,,,PENDING_TRANSCRIPTION,,,,
SE6038_08AB_004,6038,6038.SE,0x08AB,4,,,PENDING_TRANSCRIPTION,,,,
SE6038_08AC_005,6038,6038.SE,0x08AC,5,,,PENDING_TRANSCRIPTION,,,,
SE6038_08AE_006,6038,6038.SE,0x08AE,6,,,PENDING_TRANSCRIPTION,,,,
SE6038_08AF_007,6038,6038.SE,0x08AF,7,,,PENDING_TRANSCRIPTION,,,,
SE6038_08B0_008,6038,6038.SE,0x08B0,8,,,PENDING_TRANSCRIPTION,,,,
SE6038_08B1_009,6038,6038.SE,0x08B1,9,,,PENDING_TRANSCRIPTION,,,,
SE6039_08B2_000,6039,6039.SE,0x08B2,0,,,PENDING_TRANSCRIPTION,,,,
SE6039_0E19_001,6039,6039.SE,0x0E19,1,,,PENDING_TRANSCRIPTION,,,,
SE6039_0E1A_002,6039,6039.SE,0x0E1A,2,,,PENDING_TRANSCRIPTION,,,,
SE6039_0E1B_003,6039,6039.SE,0x0E1B,3,,,PENDING_TRANSCRIPTION,,,,
SE6039_0E1C_004,6039,6039.SE,0x0E1C,4,,,PENDING_TRANSCRIPTION,,,,
SE6039_0E1E_005,6039,6039.SE,0x0E1E,5,,,PENDING_TRANSCRIPTION,,,,
SE6040_0834_000,6040,6040.SE,0x0834,0,,,PENDING_TRANSCRIPTION,,,,
SE6040_0835_001,6040,6040.SE,0x0835,1,,,PENDING_TRANSCRIPTION,,,,
SE6040_0836_002,6040,6040.SE,0x0836,2,,,PENDING_TRANSCRIPTION,,,,
SE6040_0837_003,6040,6040.SE,0x0837,3,,,PENDING_TRANSCRIPTION,,,,
SE6040_083E_004,6040,6040.SE,0x083E,4,,,PENDING_TRANSCRIPTION,,,,
SE6040_083F_005,6040,6040.SE,0x083F,5,,,PENDING_TRANSCRIPTION,,,,
SE6040_0E34_006,6040,6040.SE,0x0E34,6,,,PENDING_TRANSCRIPTION,,,,
SE6040_0E35_007,6040,6040.SE,0x0E35,7,,,PENDING_TRANSCRIPTION,,,,
SE6040_0E3C_008,6040,6040.SE,0x0E3C,8,,,PENDING_TRANSCRIPTION,,,,
SE6040_0935_009,6040,6040.SE,0x0935,9,,,PENDING_TRANSCRIPTION,,,,
SE6040_128E_010,6040,6040.SE,0x128E,10,,,PENDING_TRANSCRIPTION,,,,
SE6040_1298_011,6040,6040.SE,0x1298,11,,,PENDING_TRANSCRIPTION,,,,
SE6040_1299_012,6040,6040.SE,0x1299,12,,,PENDING_TRANSCRIPTION,,,,
SE6040_129A_013,6040,6040.SE,0x129A,13,,,PENDING_TRANSCRIPTION,,,,
SE6041_08A8_000,6041,6041.SE,0x08A8,0,,,PENDING_TRANSCRIPTION,,,,
SE6041_08A9_001,6041,6041.SE,0x08A9,1,,,PENDING_TRANSCRIPTION,,,,
SE6041_082D_002,6041,6041.SE,0x082D,2,,,PENDING_TRANSCRIPTION,,,,
SE6041_082E_003,6041,6041.SE,0x082E,3,,,PENDING_TRANSCRIPTION,,,,
SE6041_089C_004,6041,6041.SE,0x089C,4,,,PENDING_TRANSCRIPTION,,,,
SE6041_092C_005,6041,6041.SE,0x092C,5,,,PENDING_TRANSCRIPTION,,,,
SE6041_0E31_006,6041,6041.SE,0x0E31,6,,,PENDING_TRANSCRIPTION,,,,
SE6041_0E3D_007,6041,6041.SE,0x0E3D,7,,,PENDING_TRANSCRIPTION,,,,
SE6041_0810_008,6041,6041.SE,0x0810,8,,,PENDING_TRANSCRIPTION,,,,
SE6042_08C2_000,6042,6042.SE,0x08C2,0,,,PENDING_TRANSCRIPTION,,,,
SE6042_0834_001,6042,6042.SE,0x0834,1,,,PENDING_TRANSCRIPTION,,,,
SE6042_0835_002,6042,6042.SE,0x0835,2,,,PENDING_TRANSCRIPTION,,,,
SE6042_082D_003,6042,6042.SE,0x082D,3,,,PENDING_TRANSCRIPTION,,,,
SE6042_082E_004,6042,6042.SE,0x082E,4,,,PENDING_TRANSCRIPTION,,,,
SE6042_082F_005,6042,6042.SE,0x082F,5,,,PENDING_TRANSCRIPTION,,,,
SE6042_0830_006,6042,6042.SE,0x0830,6,,,PENDING_TRANSCRIPTION,,,,
SE6042_083E_007,6042,6042.SE,0x083E,7,,,PENDING_TRANSCRIPTION,,,,
SE6042_083F_008,6042,6042.SE,0x083F,8,,,PENDING_TRANSCRIPTION,,,,
SE6042_0840_009,6042,6042.SE,0x0840,9,,,PENDING_TRANSCRIPTION,,,,
SE6042_0841_010,6042,6042.SE,0x0841,10,,,PENDING_TRANSCRIPTION,,,,
SE6042_128E_011,6042,6042.SE,0x128E,11,,,PENDING_TRANSCRIPTION,,,,
SE6042_1298_012,6042,6042.SE,0x1298,12,,,PENDING_TRANSCRIPTION,,,,
SE6042_1299_013,6042,6042.SE,0x1299,13,,,PENDING_TRANSCRIPTION,,,,
SE6042_129A_014,6042,6042.SE,0x129A,14,,,PENDING_TRANSCRIPTION,,,,
SE6043_08C3_000,6043,6043.SE,0x08C3,0,,,PENDING_TRANSCRIPTION,,,,
SE6043_08C4_001,6043,6043.SE,0x08C4,1,,,PENDING_TRANSCRIPTION,,,,
SE6043_08EA_002,6043,6043.SE,0x08EA,2,,,PENDING_TRANSCRIPTION,,,,
SE6043_08EB_003,6043,6043.SE,0x08EB,3,,,PENDING_TRANSCRIPTION,,,,
SE6043_08EC_004,6043,6043.SE,0x08EC,4,,,PENDING_TRANSCRIPTION,,,,
SE6043_08E9_005,6043,6043.SE,0x08E9,5,,,PENDING_TRANSCRIPTION,,,,
SE6044_1657_000,6044,6044.SE,0x1657,0,,,PENDING_TRANSCRIPTION,,,,
SE6044_1658_001,6044,6044.SE,0x1658,1,,,PENDING_TRANSCRIPTION,,,,
SE6044_1659_002,6044,6044.SE,0x1659,2,,,PENDING_TRANSCRIPTION,,,,
SE6044_165A_003,6044,6044.SE,0x165A,3,,,PENDING_TRANSCRIPTION,,,,
SE6044_165B_004,6044,6044.SE,0x165B,4,,,PENDING_TRANSCRIPTION,,,,
SE6044_165C_005,6044,6044.SE,0x165C,5,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C1_006,6044,6044.SE,0x16C1,6,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C2_007,6044,6044.SE,0x16C2,7,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C3_008,6044,6044.SE,0x16C3,8,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C4_009,6044,6044.SE,0x16C4,9,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C5_010,6044,6044.SE,0x16C5,10,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C6_011,6044,6044.SE,0x16C6,11,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C7_012,6044,6044.SE,0x16C7,12,,,PENDING_TRANSCRIPTION,,,,
SE6044_16C8_013,6044,6044.SE,0x16C8,13,,,PENDING_TRANSCRIPTION,,,,
SE6045_15C7_000,6045,6045.SE,0x15C7,0,,,PENDING_TRANSCRIPTION,,,,
SE6045_15C8_001,6045,6045.SE,0x15C8,1,,,PENDING_TRANSCRIPTION,,,,
SE6045_15C9_002,6045,6045.SE,0x15C9,2,,,PENDING_TRANSCRIPTION,,,,
SE6045_15CE_003,6045,6045.SE,0x15CE,3,,,PENDING_TRANSCRIPTION,,,,
SE6045_15CF_004,6045,6045.SE,0x15CF,4,,,PENDING_TRANSCRIPTION,,,,
SE6045_15D0_005,6045,6045.SE,0x15D0,5,,,PENDING_TRANSCRIPTION,,,,
SE6045_15D1_006,6045,6045.SE,0x15D1,6,,,PENDING_TRANSCRIPTION,,,,
SE6045_15D2_007,6045,6045.SE,0x15D2,7,,,PENDING_TRANSCRIPTION,,,,
SE6045_15D3_008,6045,6045.SE,0x15D3,8,,,PENDING_TRANSCRIPTION,,,,
SE6045_15FF_009,6045,6045.SE,0x15FF,9,,,PENDING_TRANSCRIPTION,,,,
SE6046_15F8_000,6046,6046.SE,0x15F8,0,,,PENDING_TRANSCRIPTION,,,,
SE6046_15F9_001,6046,6046.SE,0x15F9,1,,,PENDING_TRANSCRIPTION,,,,
SE6046_15FA_002,6046,6046.SE,0x15FA,2,,,PENDING_TRANSCRIPTION,,,,
SE6046_15FB_003,6046,6046.SE,0x15FB,3,,,PENDING_TRANSCRIPTION,,,,
SE6046_15FC_004,6046,6046.SE,0x15FC,4,,,PENDING_TRANSCRIPTION,,,,
SE6046_15FD_005,6046,6046.SE,0x15FD,5,,,PENDING_TRANSCRIPTION,,,,
SE6046_15C7_006,6046,6046.SE,0x15C7,6,,,PENDING_TRANSCRIPTION,,,,
SE6046_15C8_007,6046,6046.SE,0x15C8,7,,,PENDING_TRANSCRIPTION,,,,
SE6046_15C9_008,6046,6046.SE,0x15C9,8,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C1_000,6047,6047.SE,0x16C1,0,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C2_001,6047,6047.SE,0x16C2,1,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C3_002,6047,6047.SE,0x16C3,2,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C4_003,6047,6047.SE,0x16C4,3,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C5_004,6047,6047.SE,0x16C5,4,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C6_005,6047,6047.SE,0x16C6,5,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C7_006,6047,6047.SE,0x16C7,6,,,PENDING_TRANSCRIPTION,,,,
SE6047_16C8_007,6047,6047.SE,0x16C8,7,,,PENDING_TRANSCRIPTION,,,,
SE6048_0898_000,6048,6048.SE,0x0898,0,,,PENDING_TRANSCRIPTION,,,,
SE6048_0899_001,6048,6048.SE,0x0899,1,,,PENDING_TRANSCRIPTION,,,,
SE6048_089A_002,6048,6048.SE,0x089A,2,,,PENDING_TRANSCRIPTION,,,,
SE6048_08A2_003,6048,6048.SE,0x08A2,3,,,PENDING_TRANSCRIPTION,,,,
SE6048_08A3_004,6048,6048.SE,0x08A3,4,,,PENDING_TRANSCRIPTION,,,,
SE6048_0834_005,6048,6048.SE,0x0834,5,,,PENDING_TRANSCRIPTION,,,,
SE6048_0835_006,6048,6048.SE,0x0835,6,,,PENDING_TRANSCRIPTION,,,,
SE6048_08AA_007,6048,6048.SE,0x08AA,7,,,PENDING_TRANSCRIPTION,,,,
SE6048_08D6_008,6048,6048.SE,0x08D6,8,,,PENDING_TRANSCRIPTION,,,,
SE6048_082D_009,6048,6048.SE,0x082D,9,,,PENDING_TRANSCRIPTION,,,,
SE6048_082E_010,6048,6048.SE,0x082E,10,,,PENDING_TRANSCRIPTION,,,,
SE6048_082F_011,6048,6048.SE,0x082F,11,,,PENDING_TRANSCRIPTION,,,,
SE6048_0830_012,6048,6048.SE,0x0830,12,,,PENDING_TRANSCRIPTION,,,,
SE6048_0840_013,6048,6048.SE,0x0840,13,,,PENDING_TRANSCRIPTION,,,,
SE6048_0841_014,6048,6048.SE,0x0841,14,,,PENDING_TRANSCRIPTION,,,,
SE6049_08A5_000,6049,6049.SE,0x08A5,0,,,PENDING_TRANSCRIPTION,,,,
SE6049_08BA_001,6049,6049.SE,0x08BA,1,,,PENDING_TRANSCRIPTION,,,,
SE6049_08BB_002,6049,6049.SE,0x08BB,2,,,PENDING_TRANSCRIPTION,,,,
SE6049_08D2_003,6049,6049.SE,0x08D2,3,,,PENDING_TRANSCRIPTION,,,,
SE6049_08D5_004,6049,6049.SE,0x08D5,4,,,PENDING_TRANSCRIPTION,,,,
SE6049_090C_005,6049,6049.SE,0x090C,5,,,PENDING_TRANSCRIPTION,,,,
SE6049_08B9_006,6049,6049.SE,0x08B9,6,,,PENDING_TRANSCRIPTION,,,,
SE6049_08C5_007,6049,6049.SE,0x08C5,7,,,PENDING_TRANSCRIPTION,,,,
SE6049_08C6_008,6049,6049.SE,0x08C6,8,,,PENDING_TRANSCRIPTION,,,,
SE6050_1675_000,6050,6050.SE,0x1675,0,,,PENDING_TRANSCRIPTION,,,,
SE6050_1676_001,6050,6050.SE,0x1676,1,,,PENDING_TRANSCRIPTION,,,,
SE6050_1677_002,6050,6050.SE,0x1677,2,,,PENDING_TRANSCRIPTION,,,,
SE6050_1678_003,6050,6050.SE,0x1678,3,,,PENDING_TRANSCRIPTION,,,,
SE6050_1679_004,6050,6050.SE,0x1679,4,,,PENDING_TRANSCRIPTION,,,,
SE6050_167A_005,6050,6050.SE,0x167A,5,,,PENDING_TRANSCRIPTION,,,,
SE6050_167B_006,6050,6050.SE,0x167B,6,,,PENDING_TRANSCRIPTION,,,,
SE6050_167C_007,6050,6050.SE,0x167C,7,,,PENDING_TRANSCRIPTION,,,,
SE6050_1602_008,6050,6050.SE,0x1602,8,,,PENDING_TRANSCRIPTION,,,,
SE6050_1603_009,6050,6050.SE,0x1603,9,,,PENDING_TRANSCRIPTION,,,,
SE6050_1604_010,6050,6050.SE,0x1604,10,,,PENDING_TRANSCRIPTION,,,,
SE6050_1605_011,6050,6050.SE,0x1605,11,,,PENDING_TRANSCRIPTION,,,,
SE6050_1606_012,6050,6050.SE,0x1606,12,,,PENDING_TRANSCRIPTION,,,,
SE6050_1607_013,6050,6050.SE,0x1607,13,,,PENDING_TRANSCRIPTION,,,,
SE6050_1608_014,6050,6050.SE,0x1608,14,,,PENDING_TRANSCRIPTION,,,,
SE6050_1613_015,6050,6050.SE,0x1613,15,,,PENDING_TRANSCRIPTION,,,,
SE6050_1614_016,6050,6050.SE,0x1614,16,,,PENDING_TRANSCRIPTION,,,,
SE6050_1615_017,6050,6050.SE,0x1615,17,,,PENDING_TRANSCRIPTION,,,,
